Fecha,Almacenamiento (hm3),Precipitacion (mm),T_Max (C),T_Min (C),Evaporacion (mm),Extracciones por Obra de Toma (m3/s),Extracciones por Vertedor (m3/s)
8/3/2014,908.389,34.2,36,24,6.3,4.051,0
8/4/2014,909.544,0,36,24.5,4.7,4.335,0
8/5/2014,908.389,0,39,25,8.15,3.018,0
8/6/2014,907.233,0,39.5,24.5,7.3,3.675,0
8/7/2014,906.077,0,40,24.5,11.15,3.687,0
8/8/2014,904.921,16.5,36,25,10,3.626,0
8/9/2014,906.077,0,35,24,7.4,3.53,0
8/10/2014,906.077,0,38.5,25,8.2,4.115,0
8/11/2014,904.921,0,38,25,9.45,4.352,0
8/12/2014,903.766,0,39.5,25,9.15,3.678,0
8/13/2014,902.61,0,38.5,24,9.33,3.716,0
8/14/2014,901.455,24.5,39,24.5,8.63,3.719,0
8/15/2014,901.455,2.5,37,24,12,3.636,0
8/16/2014,900.299,0,40,24,9.04,3.4,0
8/17/2014,899.143,0,39.5,24.5,10,4.014,0
8/18/2014,897.987,0,38,25,10.93,4.348,0
8/19/2014,896.832,0,39,24.5,8.15,3.681,0
8/20/2014,895.676,0,39,25,11.82,3.711,0
8/21/2014,894.52,0,38.5,25,11.25,3.712,0
8/22/2014,893.364,0,39,24.5,12,3.678,0
8/23/2014,892.209,0,40,24,10.9,3.279,0
8/24/2014,891.053,0,39.5,24,9.7,4.009,0
8/25/2014,889.897,0,39,25,9.54,4.287,0
8/26/2014,888.741,0,37,25,9.85,3.571,0
8/27/2014,887.586,0,38,24.5,7.67,3.532,0
8/28/2014,886.43,0,39,25,10.7,3.647,0
8/29/2014,885.274,0,39.5,25.5,9.75,3.66,0
8/30/2014,884.118,0,39,25,9.8,3.377,0
8/31/2014,884.118,0,38,25.5,9,3.987,0
9/1/2014,882.963,0,39,24.5,7.85,4.387,0
9/2/2014,881.807,1,38,25,9.6,4.387,0
9/3/2014,881.807,55.7,29,24,8.25,3.398,0
9/4/2014,887.586,4.2,29,23,5.6,3.438,0
9/5/2014,887.586,0.76,31.5,23.5,3.46,3.295,0
9/6/2014,886.43,0,35,23.5,4.49,2.713,0
9/7/2014,886.43,0,35,23.5,8.55,3.524,0
9/8/2014,886.43,0,36,22.5,6.8,4.419,0
9/9/2014,886.43,0,36.5,23,9.25,3.741,0
9/10/2014,886.43,0,35,24,8.7,3,0
9/11/2014,885.274,0,38,24.5,9.2,3.959,0
9/12/2014,885.274,11.2,31,23.5,8.15,3.762,0
9/13/2014,886.43,50,30,24.5,4.9,3.399,0
9/14/2014,906.077,5.5,23.5,19,4.82,3.839,0
9/15/2014,966.176,0,29,19,3.67,2.038,0
9/16/2014,984.668,0,32,22,2.46,2.399,0
9/17/2014,995.07,0,35,23.5,3.8,2.128,0
9/18/2014,1004.32,0,36,23,5.2,1.222,0
9/19/2014,1006.63,17.5,35.5,24.5,5.62,0.758,0
9/20/2014,1011.25,4.5,28.5,24,7.85,0.893,0
9/21/2014,1018.18,50,32,24,3.25,0.376,0
9/22/2014,1028.59,1.8,29,23.5,6.38,0.831,0
9/23/2014,1069.04,0,32,21.5,3.36,2.113,0
9/24/2014,1113.71,0,32,22,4.42,3.026,0
9/25/2014,1131.23,0,31,22,4.8,0.804,0
9/26/2014,1127.19,2,31,21,5.15,0.416,261.415
9/27/2014,1125.84,0.51,29,22.5,4,0.468,148.928
9/28/2014,1123.14,0,29,21,2.7,0.083,135.416
9/29/2014,1119.1,0,31.5,21,5.55,0.573,135.21
9/30/2014,1113.71,0,33,21.5,6.05,0.463,134.936
10/1/2014,1108.32,0,33,21.5,4.3,0.306,134.936
10/2/2014,1100.23,0,36,22.5,4.75,0.431,134.247
10/3/2014,1093.49,9,30,24.5,5.35,0.397,133.902
10/4/2014,1094.84,0,32,21.5,2.6,0.075,0
10/5/2014,1120.448,0,32,20,4.82,0.74,0
10/6/2014,1139.32,0,33.5,21,4.13,0.532,0
10/7/2014,1151.45,0,35,22.5,3.6,0.643,0
10/8/2014,1158.18,0,35,22,5.09,0.346,0
10/9/2014,1164.92,0,35,21.5,5.7,0.303,0
10/10/2014,1170.31,0,34.5,22.5,7.42,0.378,0
10/11/2014,1178.4,0,35,22,6.15,0.077,0
10/12/2014,1181.096,0,34,22,5.23,0.077,0
10/13/2014,1183.79,0,33,21,6.54,0.6,0
10/14/2014,1187.83,0,30,19.5,11.71,0.347,0
10/15/2014,1190.53,0,29,12,7.83,0.432,0
10/16/2014,1195.92,0,30,11,5.52,0.414,0
10/17/2014,1199.96,0,33,16,5.24,0.434,0
10/18/2014,1204.01,3,33,18.5,5.15,0.106,0
10/19/2014,1208.05,5.2,29,20,4.96,0.106,0
10/20/2014,1212.09,10.8,29,21,3.8,0.579,0
10/21/2014,1220.18,11.179999999999998,29,21.5,3.35,0.211,207.527
10/22/2014,1208.05,37.5,29,21,3.45,0.721,206.569
10/23/2014,1194.57,0,28,21,4.1,0.705,205.502
10/24/2014,1222.88,0,29,20,3.25,0.828,207.74
10/25/2014,1224.22,0,30.5,18,4.71,0.547,103.87
10/26/2014,1222.87,0,30,18,4.32,0.593,103.87
10/27/2014,1213.44,0,30,18,4.86,0.396,173.47
10/28/2014,1202.66,0,32,18,4.15,0.346,172.776
10/29/2014,1191.88,0,32.5,18,4.67,0.501,172.081
10/30/2014,1183.79,0,31,20,4.7,0.338,102.323
10/31/2014,1181.1,0,25,20,3.8,0.43,102.216
11/1/2014,1177.05,0,27,15,2.01,0.648,102.05
11/2/2014,1174.36,0,28,15.5,5.44,0.442,101.948
11/3/2014,1168.97,0,29.5,16,4.22,0.557,101.733
11/4/2014,1164.92,0,28,20,4.51,0.479,55.973
11/5/2014,1160.88,2.5,25,20,3.02,0.427,55.895
11/6/2014,1158.18,36.5,25,15,2.65,0.561,55.843
11/7/2014,1159.53,35.4,26,12,2.05,0.599,55.869
11/8/2014,1168.97,0,21,11,3.02,0.446,0
11/9/2014,1178.4,0,24.5,10.5,3.4,0.578,0
11/10/2014,1183.79,0,25,11.5,3.5,0.407,0
11/11/2014,1189.18,0,27,12,2.65,0.271,0
11/12/2014,1191.88,2.5,27,13,4.75,0.756,0
11/13/2014,1194.57,0,11,8,2,0.568,0
11/14/2014,1198.62,0,11,6.5,3.65,0.464,0
11/15/2014,1202.66,0,14.5,7,0.85,0.531,0
11/16/2014,1206.7,0,21,7.5,2.14,0.609,0
11/17/2014,1210.75,0,12,6.5,4.14,0.497,0
11/18/2014,1210.75,0,12,4,4.22,0.433,0
11/19/2014,1213.44,0,22,5,1.45,0.517,0
11/20/2014,1216.14,0,25,11.5,2.44,0.616,0
11/21/2014,1220.18,0,26,15.5,1.87,0.361,0
11/22/2014,1224.22,0,29,18,1.42,0.634,0
11/23/2014,1226.92,0,29,18.5,2.02,0.524,0
11/24/2014,1228.268,0,21,16,2.05,0.398,0
11/25/2014,1230.96,0,20.5,9,5.83,0.597,0
11/26/2014,1233.66,0,20.5,8,3.7,0.398,0
11/27/2014,1236.35,0,25,6,2.79,0.634,0
11/28/2014,1239.05,0,26,6,2.93,0.539,0
11/29/2014,1241.75,0,28,8.5,3.15,0.366,0
11/30/2014,1243.093,0,27,10,2.35,0.082,0
12/1/2014,1244.44,0,26,13.5,2.45,0.562,0
12/2/2014,1245.79,0.8,13,10,4.1,0.408,0
12/3/2014,1248.48,0.26,17,9,0.5,0.529,0
12/4/2014,1251.18,0,21.5,10,0.45,0.631,0
12/5/2014,1252.53,0,25,7,1.15,0.461,0
12/6/2014,1253.88,0,25.5,17.5,1.35,0.395,0
12/7/2014,1255.22,5.8,22,18,2.85,0.565,0
12/8/2014,1257.92,4.5,20,15,1.3,0.524,0
12/9/2014,1260.61,0.5,17,13,0.8,0.423,0
12/10/2014,1263.31,0,18,13,0.55,0.562,0
12/11/2014,1266.01,0,20,16,0.2,0.63,0
12/12/2014,1268.7,0,23,17,1.15,0.363,0
12/13/2014,1271.4,0,23,16,1.25,0.433,0
12/14/2014,1272.74,0,25,17,1.98,0.562,0
12/15/2014,1274.09,0,25.5,17,3.15,0.558,0
12/16/2014,1276.79,6.2,22,18,2.7,0.423,0
12/17/2014,1278.14,0,22,17,1.05,0.531,0
12/18/2014,1279.48,1.7,17,15,1.3,0.329,0
12/19/2014,1282.18,0,19.5,15.5,0.7,0.643,0
12/20/2014,1283.53,1.2,14.5,14,1.91,0.476,0
12/21/2014,1284.87,0,20,11,0.79,0.497,0
12/22/2014,1286.22,0,27.5,11.5,1.6,0.61,0
12/23/2014,1287.57,0,18,14,1.27,0.543,0
12/24/2014,1287.57,0,18,8,6.09,0.517,0
12/25/2014,1288.92,0,18,6,5.06,0.463,0
12/26/2014,1290.27,0,25.5,6.5,1.77,0.585,0
12/27/2014,1291.61,10,17,12,1.5,0.474,0
12/28/2014,1292.96,1.5,13,7.5,3.2,0.74,0
12/29/2014,1295.66,0,18,5.5,1.1,0.53,0
12/30/2014,1298.35,14.5,13,6,1.05,0.36,0
12/31/2014,1299.7,0,15,8.5,2.4,0.543,0
1/1/2015,1303.74,0.5,6,5,0.65,0.498,0
1/2/2015,1305.09,0.51,8,5,0.51,0.473,0
1/3/2015,1307.79,0,7.5,5,0.49,0.626,0
1/4/2015,1309.13,0,16,6.5,0.45,0.48,0
1/5/2015,1310.48,1,9.5,6.5,2,0.55,0
1/6/2015,1311.83,0,17,7.5,1.75,0.559,0
1/7/2015,1313.18,8.6,13,8,1.4,0.455,0
1/8/2015,1314.52,1.52,7,4.5,2.1,0.49,0
1/9/2015,1317.22,6.3,6.5,5,1.32,0.532,0
1/10/2015,1319.92,1.8,5,3,1.25,0.597,0
1/11/2015,1322.61,0,9,3,0.54,0.502,0
1/12/2015,1325.31,0,16.5,4,1.74,0.728,0
1/13/2015,1325.31,1,8.5,3.5,1.82,0.345,0
1/14/2015,1326.65,0.8,7,5.5,0.48,0.607,0
1/15/2015,1328,0,11,6,0.25,0.513,0
1/16/2015,1329.35,0,12.5,6.5,1.3,0.555,0
1/17/2015,1332.05,0,21,7,1.95,0.43,0
1/18/2015,1334.74,0,20,9,2.25,0.497,0
1/19/2015,1334.74,0,24,12.5,3.53,0.674,0
1/20/2015,1336.09,0,28,12.5,1.86,0.418,0
1/21/2015,1337.44,0,20.5,13,2.56,0.571,0
1/22/2015,1338.78,0,15.5,13.5,2.6,0.487,0
1/23/2015,1338.78,0,15,7.5,3.4,0.55,0
1/24/2015,1340.13,0,12.5,3,3.6,0.529,0
1/25/2015,1341.48,0,20.5,3.5,2.1,0.52,0
1/26/2015,1342.83,0,25,10,2.35,0.647,0
1/27/2015,1345.52,0,24.5,11,3.29,0.363,0
1/28/2015,1347.1,0,28,9.5,3.75,0.566,0
1/29/2015,1347.1,1,20.5,10,3.95,0.525,0
1/30/2015,1348.68,0,22,10.5,3.7,0.63,0
1/31/2015,1350.26,0,21,17,2.2,0.481,0
2/1/2015,1351.84,1,20,15,1.5,0.635,0
2/2/2015,1353.42,3,11,10.5,0.45,0.137,0
2/3/2015,1355,4,10,7,1.35,0.619,0
2/4/2015,1358.16,0,21,7,0.3,0.461,0
2/5/2015,1359.74,0.5,11,8.5,0.85,0.736,0
2/6/2015,1362.89,0,14.5,10,1.45,0.674,0
2/7/2015,1364.47,0,14,10.5,0.3,0.346,0
2/8/2015,1366.05,0,29,13,2.38,0.112,0
2/9/2015,1369.21,0,28,13,2.55,0.692,0
2/10/2015,1370.79,0,27,13,2.9,0.514,0
2/11/2015,1372.37,0,27,12,5.95,0.869,0
2/12/2015,1373.95,1,21,12.5,3.55,0.594,0
2/13/2015,1375.53,0,14.5,9.5,5.15,0.797,0
2/14/2015,1378.69,0,17.5,10,1,0.48,0
2/15/2015,1381.84,0,24,13.5,1.09,0.641,0
2/16/2015,1385,0,28,16,2.05,0.291,0
2/17/2015,1386.58,0,17,8,4.1,0.834,0
2/18/2015,1388.16,0,24.5,6,1.99,0.668,0
2/19/2015,1389.74,0,21,6,3.86,0.622,0
2/20/2015,1392.9,0,29.5,8,3.99,0.598,0
2/21/2015,1394.48,0,32.5,14,4.11,0.559,0
2/22/2015,1396.06,0.5,29,17,4.11,0.599,0
2/23/2015,1396.06,0.7,13,11,2.39,0.516,0
2/24/2015,1397.64,0,12,6,0.6,0.578,0
2/25/2015,1399.22,0,22.5,7,1.3,0.491,0
2/26/2015,1400.8,0,28,7.5,4.4,0.582,0
2/27/2015,1400.8,0.5,12.5,8,5.9,0.561,0
2/28/2015,1400.8,0,15,7,1.48,0.536,0
3/1/2015,1403.95,0,20,7,1.22,0.538,0
3/2/2015,1405.53,2.5,17,5,1.3,0.421,0
3/3/2015,1408.69,0,26,10,0.7,0.466,0
3/4/2015,1410.27,0,31,14,1.35,0.504,0
3/5/2015,1411.85,0,14,10,6.6,0.697,0
3/6/2015,1411.85,0,13.5,9,3.91,0.555,0
3/7/2015,1413.13,0,16.5,4,3.14,0.497,0
3/8/2015,1415.01,8,16,4,2.15,0.188,0
3/9/2015,1418.17,9.2,25,9,1.07,0.378,0
3/10/2015,1421.33,0.3,21,12.5,2.78,0.556,0
3/11/2015,1424.48,0,19,13,2.4,0.476,0
3/12/2015,1427.64,0,25,10.5,1.02,0.511,0
3/13/2015,1432.38,1.7,25,11,3.18,6,0
3/14/2015,1440.28,1.52,22,14,1.86,0.672,0
3/15/2015,1443.44,1.2,23,14,2.49,0.309,0
3/16/2015,1448.17,0,22,14,0.85,0.065,0
3/17/2015,1452.91,28.5,23,14,1.75,0.072,0
3/18/2015,1459.23,26.93,25.5,16,3.21,0.078,0
3/19/2015,1467.12,0,26,17,0.59,0.067,0
3/20/2015,1475.02,8.5,28,18.5,2.4,0.068,0
3/21/2015,1481.34,23.3,28,16,1.83,0.068,0
3/22/2015,1497.13,0,26.5,16,4.01,0.068,0
3/23/2015,1506.6,0,31,16.5,3.11,0.071,0
3/24/2015,1514.5,0,31,15,5.83,0.071,0
3/25/2015,1522.4,0,27,15,5.37,0.072,0
3/26/2015,1527.13,0,27,16,3.5,0.073,0
3/27/2015,1530.29,0,28,11,7.2,0.077,0
3/28/2015,1533.45,0,31,9,4.2,0.077,0
3/29/2015,1536.61,0,33,9.5,7.6,0.077,0
3/30/2015,1539.77,0,33,12,7.22,0.075,0
3/31/2015,1542.93,0,28,15.5,6.75,0.073,0
4/1/2015,1546.08,0,30,18.5,3.55,0.059,0
4/2/2015,1549.24,0,34,19,3.78,0.059,0
4/3/2015,1552.4,0,33,18,6.36,0.059,0
4/4/2015,1553.98,32.5,24,19,4.44,0.059,0
4/5/2015,1563.46,0,28,13,5.95,0.059,0
4/6/2015,1571.35,0,30.5,14.5,3.75,0.072,0
4/7/2015,1574.51,0,31,18.5,4.48,0.081,0
4/8/2015,1577.67,0,31,19,5.52,0.088,0
4/9/2015,1580.83,0,35,19.5,4.67,0.085,0
4/10/2015,1583.98,0,30,20,4.48,1.569,0
4/11/2015,1585.56,64.7,30,20,4.21,1.451,0
4/12/2015,1599.78,25,29,18,7.69,1.297,0
4/13/2015,1606.09,1.8,32,17,10.35,0.393,0
4/14/2015,1613.99,1.52,22,19,2.98,1.168,0
4/15/2015,1618.73,2.7,22,18,1.92,1.343,0
4/16/2015,1621.89,0,31,19,0.04,0.967,0
4/17/2015,1623.47,2.5,30.5,20.5,3.71,1.281,0
4/18/2015,1626.62,0,30,22.5,2.88,1.52,0
4/19/2015,1629.78,0,31,17,3.95,1.608,0
4/20/2015,1631.36,0,24,17,4.51,1.217,0
4/21/2015,1632.94,5.8,21,17.5,2.74,1.238,0
4/22/2015,1632.94,3.5,29,16.5,0.25,0.991,0
4/23/2015,1626.62,35.7,33,20,3.06,1.186,125.358
4/24/2015,1621.89,37,35,21,7.4,1.274,125.284
4/25/2015,1626.62,0,33,21,4.23,1.232,125.358
4/26/2015,1623.47,0,34.5,20,4.96,1.439,125.253
4/27/2015,1612.41,0,32,21,7.85,1.712,124.883
4/28/2015,1601.36,0,26,18,10.62,1.499,124.512
4/29/2015,1588.72,0,25,13.5,9.83,1.537,124.088
4/30/2015,1579.25,0,28,11,6.43,3.522,123.769
5/1/2015,1569.77,0,31,13,5.22,1.48,123.45
5/2/2015,1558.72,0,32,15,7.4,1.763,123.077
5/3/2015,1549.24,0,30,16.5,5.63,1.577,122.757
5/4/2015,1538.19,0,30,19.5,4.3,1.603,122.35
5/5/2015,1525.55,0,32,21,3.7,0.736,121.954
5/6/2015,1517.66,0,33,21.5,4.35,1.101,121.686
5/7/2015,1501.87,0,34.5,22,4.05,1.551,183.661
5/8/2015,1487.65,1.7,35,22.5,6.2,1.578,182.958
5/9/2015,1468.7,1.78,39.5,22,3.7,1.212,182.019
5/10/2015,1456.07,0,37,22.5,8.38,1.329,227.945
5/11/2015,1432.38,73,32,23,4.35,1.797,226.453
5/12/2015,1432.38,7,31,20,2.02,1.458,180.207
5/13/2015,1454.49,0,30.5,19.5,2.52,0.087,53.47
5/14/2015,1463.96,0,33,21.5,3.98,0.08,53.595
5/15/2015,1467.123,1.5,33.5,21.5,5,0.087,53.637
5/16/2015,1462.385,0,36,20.5,6.34,0.087,53.663
5/17/2015,1463.96,0,36,20.5,7.79,0.087,53.595
5/18/2015,1462.39,0,36,23,6.57,0.09,53.574
5/19/2015,1451.331,0.77,33,23.5,5.48,0.073,159.905
5/20/2015,1435.54,0,35,23,5.07,0.088,212.933
5/21/2015,1413.43,41,27.5,24,5.23,0.09,245.417
5/22/2015,1394.48,0,33.5,19.5,6.52,0.088,244.165
5/23/2015,1367.63,54,34.5,22.5,7,0.088,242.381
5/24/2015,1348.68,0,34,18.5,7.6,0.088,241.113
5/25/2015,1345.52,0,36,21.5,5.35,0.092,175.818
5/26/2015,1333.39,0,35,23,7.05,0.088,175.092
5/27/2015,1321.263,0,35,24.5,6.35,0.09,174.363
5/28/2015,1307.79,0,35,23.5,4.7,0.078,173.551
5/29/2015,1291.61,0,33.5,23.5,6.89,0.083,203.726
5/30/2015,1271.4,14.5,34.5,22,6.86,0.083,202.37
5/31/2015,1255.22,0,30,18.5,9.05,0.083,201.104
6/1/2015,1240.4,0,32,18.5,4.25,0.085,200.027
6/2/2015,1225.57,0,34,19,5.6,0.086,198.946
6/3/2015,1220.18,0,35,21,5.91,0.084,0
6/4/2015,1222.88,0,36,21.5,6.6,0.087,0
6/5/2015,1224.22,0,35.5,21.5,7.55,0.088,0
6/6/2015,1224.22,0,35.5,21.5,7.7,0.088,0
6/7/2015,1225.57,0,34.5,22,7.52,0.088,0
6/8/2015,1225.57,0,36.5,22,6.94,0.087,0
6/9/2015,1226.92,0,37,22.5,7.74,0.089,0
6/10/2015,1226.92,0,37,22.5,10.75,0.084,0
6/11/2015,1229.62,0,37,23,8.93,0.087,0
6/12/2015,1229.62,0,37.5,24,8.45,0.089,0
6/13/2015,1229.02,0,38.5,24,7.55,0.08,0
6/14/2015,1230.96,0,35.5,24,9.4,0.089,0
6/15/2015,1230.96,0,36.5,23,7.95,0.098,0
6/16/2015,1230.96,0,36.5,22.5,7.6,0.089,0
6/17/2015,1232.31,31,36.5,24,7.37,0.095,0
6/18/2015,1236.35,4,32,23.5,5.98,0.097,0
6/19/2015,1261.96,1,35,23.5,3.15,0.099,0
6/20/2015,1268.7,0,36,24,5.55,0.099,0
6/21/2015,1279.48,2,35,24,7.85,0.099,0
6/22/2015,1286.22,0,31,24,5.32,0.101,0
6/23/2015,1290.27,0,34.5,24,3.2,0.098,0
6/24/2015,1297,0,35,22.5,5.83,0.1,0
6/25/2015,1301.05,0,37,22,6.32,0.087,0
6/26/2015,1305.09,0,38,22,8.55,0.107,0
6/27/2015,1306.44,6,37,23.5,9,0.107,0
6/28/2015,1309.13,0.5,37.5,25,9.68,0.107,0
6/29/2015,1310.48,0,36,25,9.27,0.09,0
6/30/2015,1311.83,2,35,23.5,7.48,0.084,0
7/1/2015,1313.18,0.3,30,22,7.82,0.087,0
7/2/2015,1306.44,0,33,22,3.19,0.086,100.705
7/3/2015,1301.05,0,36.5,21.5,7.26,0.091,100.523
7/4/2015,1295.66,0,36.5,22,9.45,0.091,100.339
7/5/2015,1286.22,0,36,23,9.3,0.091,100.018
7/6/2015,1278.135,0,38,23,9.18,1.3,99.743
7/7/2015,1270.05,0,38,23.5,9.32,1.01,99.466
7/8/2015,1260.61,0,37.5,23,8.84,0.098,99.143
7/9/2015,1252.53,0,37,23,11.26,0.1,98.865
7/10/2015,1243.09,0,38,22,11.24,0.088,98.54
7/11/2015,1232.31,0,38,22,10.23,0.088,98.168
7/12/2015,1225.57,0,39,23,10.7,0.088,97.934
7/13/2015,1217.49,0,40,24,10.18,0.1,97.654
7/14/2015,1208.05,0,39,23,9.2,0.101,97.326
7/15/2015,1199.96,0,39,23,8.54,0.104,56.649
7/16/2015,1194.57,0,39,23,9.62,0.121,56.545
7/17/2015,1189.18,0,41,23.5,9.83,0.104,56.442
7/18/2015,1183.79,0,40.5,23.5,10.62,0.44,56.34
7/19/2015,1178.4,0,40.5,24,11.28,2.603,56.234
7/20/2015,1173.01,0,39.5,24.5,10.85,0.811,56.13
7/21/2015,1168.97,0,40,24.5,8.75,1.875,42.137
7/22/2015,1164.92,0,39.5,24.5,10.02,2.2,42.078
7/23/2015,1159.53,0,40,24,9.7,2.2,42
7/24/2015,1154.14,0,40,24.5,11.8,3.025,41.922
7/25/2015,1148.75,0,40,24.5,9.5,3.444,62.542
7/26/2015,1143.36,0,41,24,9,3.931,66.355
7/27/2015,1136.62,0,41.5,24,9.9,3.896,62.275
7/28/2015,1129.88,0,41,24,9.8,3.729,62.126
7/29/2015,1121.8,0,41.5,24.5,9.26,3.998,74.35
7/30/2015,1113.71,0,41.5,24,9.93,3.815,74.124
7/31/2015,1105.62,0,42,25,10.75,5.61,73.897
8/1/2015,1097.54,0,40,24,9.61,3.887,73.669
8/2/2015,1089.45,0,39,22,10,4.008,73.44
8/3/2015,1081.36,0,40,22,9,4.508,73.211
8/4/2015,1075.97,0,41,23,10.5,3.738,0
8/5/2015,1074.816,0,41,24.5,10.92,3.795,0
8/6/2015,1074.816,0,42,24.5,10.55,3.821,0
8/7/2015,1073.66,0,41.5,24.5,10.15,3.773,0
8/8/2015,1073.66,0,42,24,10.06,3.796,0
8/9/2015,1072.51,0,42,25,11.21,3.965,0
8/10/2015,1070.19,0,41.5,24,12.3,3.849,0
8/11/2015,1067.88,0,40,23,9.3,3.81,0
8/12/2015,1066.73,0,39,23,8.61,3.766,0
8/13/2015,1065.57,0,39.5,23.5,8.28,3.823,0
8/14/2015,1066.73,0,42,23.5,9.6,3.75,0
8/15/2015,1065.57,0.5,40,24,10.02,3.515,0
8/16/2015,1065.57,0,38,22.5,8.65,4.382,0
8/17/2015,1065.57,0,38.5,22.5,9.15,4.433,0
8/18/2015,1064.42,0,40.5,21.5,9.55,3.746,0
8/19/2015,1063.26,0,42,24,8.9,3.651,0
8/20/2015,1062.1,0,35,24,7.55,3.806,0
8/21/2015,1060.95,0,37,22,5.57,3.738,0
8/22/2015,1059.79,0,40,22.5,6.56,3.789,0
8/23/2015,1058.64,0,41,24.5,10.87,4.877,0
8/24/2015,1058.64,0,41,24.5,10.75,3.498,0
8/25/2015,1058.636,0,40.5,24,8,3.362,0
8/26/2015,1058.636,0,40.5,23.5,8.65,3.79,0
8/27/2015,1058.636,0,38.5,21.5,7.95,3.792,0
8/28/2015,1057.48,0,36.5,20,9.35,3.717,0
8/29/2015,1056.32,0,37,19.5,8.36,3.729,0
8/30/2015,1055.17,0,40,21.5,7.79,4.098,0
8/31/2015,1054.01,17.2,37,23.5,8.62,3.838,0
9/1/2015,1054.01,0,35,20.5,7.7,3.509,0
9/2/2015,1054.01,0,37.5,20.5,6.75,3.744,0
9/3/2015,1054.01,0,40,23.5,7.24,3.744,0
9/4/2015,1054.01,0,39.5,23,8.36,3.799,0
9/5/2015,1052.86,0,40,24.5,8.3,3.428,0
9/6/2015,1052.86,0,40,24.5,10.79,3.907,0
9/7/2015,1051.7,0,40,24,9.88,4.341,0
9/8/2015,1050.55,0,40.5,23.5,10.71,3.77,0
9/9/2015,1049.39,0,39.5,24,10.85,3.796,0
9/10/2015,1048.23,0,38,24,10.18,3.775,0
9/11/2015,1047.08,6.8,39,25,7.52,3.759,0
9/12/2015,1047.08,0.5,22,19.5,6.1,3.465,0
9/13/2015,1052.86,0,32,20,4.1,4.396,0
9/14/2015,1054.01,0,33,21,4.35,3.689,0
9/15/2015,1055.17,0,36,21,3.17,3.528,0
9/16/2015,1056.32,26,33,22,5.34,3.658,0
9/17/2015,1056.324,0,36,22,2.44,3.299,0
9/18/2015,1056.324,0,37,22,7.1,3.279,0
9/19/2015,1056.324,0,37.5,23,7.8,3.148,0
9/20/2015,1056.324,0,38,22.5,7,0.394,0
9/21/2015,1055.17,0,38,22,7.7,4.386,0
9/22/2015,1055.17,0,37,22,8.49,3.476,0
9/23/2015,1055.17,0,37,21.5,5.57,3.624,0
9/24/2015,1056.324,0,36,20.5,5.54,3.696,0
9/25/2015,1055.17,1,34,19,7.38,3.641,0
9/26/2015,1055.17,15.49,35,20,6.57,2.94,0
9/27/2015,1056.324,0,35.5,18.5,7.1,3.962,0
9/28/2015,1056.324,0,38.5,20.5,5,3.864,0
9/29/2015,1055.17,0,37,20,8.5,3.339,0
9/30/2015,1055.17,0,37,20.5,6.79,3.612,0
10/1/2015,1054.01,0,37,21.5,6.25,3.664,0
10/2/2015,1052.86,0,37,20,8.04,3.734,0
10/3/2015,1051.7,0,36,19.5,6.67,3.466,0
10/4/2015,1051.7,0,34.5,18.5,8.3,4.208,0
10/5/2015,1051.7,0,33.5,18.5,5.75,4.017,0
10/6/2015,1050.55,0,34.5,22,4.86,3.046,0
10/7/2015,1049.39,0,34,22,6.34,3.704,0
10/8/2015,1049.39,1.7,32,22,4.2,3.65,0
10/9/2015,1049.39,3.7,27,22.5,4.06,3.449,0
10/10/2015,1049.39,0,32,21,2.22,2.157,0
10/11/2015,1048.23,0,35,10.5,1.36,2.08,0
10/12/2015,1048.23,0,39,21,7.68,0.959,0
10/13/2015,1048.23,0,38.5,21,5.64,2.598,0
10/14/2015,1047.08,0,37,20.5,7.68,2.722,0
10/15/2015,1047.08,0,37,20.5,6.9,2.924,0
10/16/2015,1047.08,8.7,32,19.5,7.1,2.788,0
10/17/2015,1048.23,0,30,19,3,2.441,0
10/18/2015,1048.23,0,34,19.5,2.1,2.693,0
10/19/2015,1049.39,0,33,17,6.68,1.072,0
10/20/2015,1049.39,0,33,16.5,6.72,2.231,0
10/21/2015,1049.39,0,35.5,17,6.35,1.802,0
10/22/2015,1049.39,0,35,18,5.45,2.633,0
10/23/2015,1049.39,0,33,23,6.6,2.624,0
10/24/2015,1049.39,44,25,24,3.52,2.167,0
10/25/2015,1052.86,0,28,19,4.07,2.243,0
10/26/2015,1055.17,0,29,15.5,9.76,1.225,0
10/27/2015,1056.32,0,32,11.5,6.15,2.411,0
10/28/2015,1056.32,0,38,11.5,4.4,2.319,0
10/29/2015,1056.32,8,32.5,15.5,4,2.368,0
10/30/2015,1056.32,0.5,28.5,15.5,5.43,2.53,0
10/31/2015,1057.48,0.5,30,21.5,1.42,2.256,0
11/1/2015,1058.64,0,30,18,4.18,1.66,0
11/2/2015,1059.79,0,33,13,4.25,0.599,0
11/3/2015,1059.79,0,33,14.5,4.57,2.59,0
11/4/2015,1059.79,0,33,20,4.85,2.583,0
11/5/2015,1059.79,0,36,21,5.15,2.433,0
11/6/2015,1059.79,11,32.5,21,5.2,2.627,0
11/7/2015,1060.95,4,24.5,18.5,3.7,2.308,0
11/8/2015,1060.95,1,22.5,14.5,2.3,2.209,0
11/9/2015,1062.1,0,23,13,3.05,1.398,0
11/10/2015,1062.1,0,28,14.5,2.25,1.58,0
11/11/2015,1062.1,0,34,18,2.2,2.385,0
