Fecha,Almacenamiento (hm3),Precipitacion (mm),T_Max (C),T_Min (C),Evaporacion (mm),Extracciones por Obra de Toma (m3/s),Extracciones por Vertedor (m3/s)
4/4/2011,1350.26,0,39,22.5,7.65,0.12,0
4/5/2011,1348.68,0,26,15,12.2,0.11,0
4/6/2011,1348.68,0,31.5,16,8.14,0.14,0
4/7/2011,1348.68,0,36,16.5,6.95,2.12,0
4/8/2011,1347.1,0,38.5,20,6.95,2.12,0
4/9/2011,1347.102,0,37,22,10.22,2.12,0
4/10/2011,1347.1,0,39,22.5,5.58,2.12,0
4/11/2011,1347.1,0,32,23,6.45,0.12,0
4/12/2011,1345.52,0,32,13,11.47,2.12,0
4/13/2011,1342.83,0,32,13.5,8.33,2.67,0
4/14/2011,1341.48,0,36.5,19.5,11.94,4.38,0
4/15/2011,1341.48,0,35,21,8.2,2.51,0
4/16/2011,1340.132,0,30,17.5,11.87,2.25,0
4/17/2011,1338.78,0,33,17.5,11.03,2.53,0
4/18/2011,1337.44,0,38.5,20,7.4,1.82,0
4/19/2011,1336.09,0,39,21,8.24,2.48,0
4/20/2011,1334.74,0,32,23,8.11,4.57,0
4/21/2011,1333.3,0,37,24,9.23,3.91,0
4/22/2011,1333.3,0,35,24,9.23,2.28,0
4/23/2011,1333.3,0,36,23.5,8.42,4.7,0
4/24/2011,1332.054,0,35.5,24,10.59,4.68,0
4/25/2011,1332.05,0,40.5,24,8.06,4.46,0
4/26/2011,1332.05,0,42,23.5,11.52,4.41,0
4/27/2011,1332.05,0,32,24,9.22,4.67,0
4/28/2011,1330.7,0,33,18,13.26,4.72,0
4/29/2011,1329.35,0,34,18.5,10.53,4.5,0
4/30/2011,1328,0,39,19,6.57,3.48,0
5/1/2011,1326.65,0,39,24,8.49,4.51,0
5/2/2011,1325.39,0,20,18.5,11.3,4.93,0
5/3/2011,1323.71,0,25.5,17,6.8,4.4,0
5/4/2011,1321.26,0,27,16.5,8.2,4.08,0
5/5/2011,1318.57,0,32,14.5,8.2,4.51,0
5/6/2011,1318.57,0,33,15,7.22,4.48,0
5/7/2011,1317.324,0,37,19.5,6.87,4.15,0
5/8/2011,1315.87,0,39,22,9,4.98,0
5/9/2011,1314.52,0,39,23,10.9,4.96,0
5/10/2011,1313.18,0,37.5,23.5,14.44,4.62,86.7
5/11/2011,1306.44,0,38,24.5,10.51,4.52,86.54
5/12/2011,1298.35,0,35,25.5,8.85,2.44,86.27
5/13/2011,1290.59,0,36,23,5.8,2.6,86.04
5/14/2011,1280.832,1.8,32,23,7.4,2.05,0
5/15/2011,1271.4,0,22,21,4.92,2.18,0
5/16/2011,1263.31,0,25,19,1.27,0.1,85.25
5/17/2011,1255.22,0,30,20,2.15,3.9,85.1
5/18/2011,1247.14,0,35.5,22,3.8,2.67,84.77
5/19/2011,1239.05,0,39.5,24,8.45,4.04,0
5/20/2011,1228.27,0,39.5,25.5,8.85,3.81,0
5/21/2011,1220.18,0,38,25,8.65,3.61,83.94
5/22/2011,1212.09,0,38,25,9.2,2.55,83.74
5/23/2011,1204.01,0,39,25,14.25,3.1,83.62
5/24/2011,1193.23,0,39,25,10.9,3.15,0
5/25/2011,1182.44,0,39,25,10.85,3.17,82.85
5/26/2011,1174.36,0,38.5,25,9.45,3.03,82.61
5/27/2011,1166.27,0,40.5,25,10,2.95,82.48
5/28/2011,1162.23,0,40.5,24.5,11.05,5.59,0
5/29/2011,1160.886,0,37,25,8.5,6.42,0
5/30/2011,1159.53,0,39,25,11.5,4.91,0
5/31/2011,1158.18,0,38,26.5,13.2,4.95,0
6/1/2011,1156.837,0,36,25,14.8,5.85,0
6/2/2011,1155.49,0,36,22,12.95,5.5,0
6/3/2011,1152.79,0,36,22.5,12.48,5.42,0
6/4/2011,1150.1,3.6,34.5,23,11.52,5.62,0
6/5/2011,1148.75,0,35.5,22,5.55,6.05,0
6/6/2011,1147.402,0,38,22,9.35,5.13,0
6/7/2011,1146.055,0,38,22,10.65,5.75,0
6/8/2011,1144.707,0,37,22,10.85,5.95,0
6/9/2011,1143.36,0,38,23,10.17,5.96,0
6/10/2011,1142.012,0,38,22,10.33,5.92,0
6/11/2011,1140.66,0,38,23,10.3,3.5,0
6/12/2011,1139.32,0,38,23,10.35,3.52,0
6/13/2011,1137.968,0,39,24,11.3,5.2,0
6/14/2011,1136.621,0,38.5,26,9.08,5.84,0
6/15/2011,1135.27,0,40,26,10.8,5.79,0
6/16/2011,1133.93,0,39,25.5,11.76,5.8,0
6/17/2011,1132.58,0,42,25.5,12.86,5.92,0
6/18/2011,1131.23,0,39,25,13.71,5.61,0
6/19/2011,1129.886,0,40,26,13.39,6.15,0
6/20/2011,1128.53,0,37,26,15.75,6.47,0
6/21/2011,1127.19,0,37,26.5,13.83,5.9,0
6/22/2011,1124.49,0,31.5,27,9.7,5.86,0
6/23/2011,1121.8,0,32,24,4.04,5.88,0
6/24/2011,1120.45,0,36,23,5.88,5.65,0
6/25/2011,1119.1,0,38,24,9.1,3.59,0
6/26/2011,1117.75,0,37,24.5,8.25,4.07,0
6/27/2011,1116.4,0,39,25,11.3,2.79,0
6/28/2011,1116.4,0,36,25.5,10.88,3.73,0
6/29/2011,1115.06,5,34,24.5,9.8,3.65,0
6/30/2011,1113.71,37.6,26,23,6.75,3.63,0
7/1/2011,1120.45,26.8,28,23,3.35,3.25,0
7/2/2011,1136.62,14.9,29,23,5.48,2.4,0
7/3/2011,1160.88,0,32,23,3.74,0.11,0
7/4/2011,1174.36,0,35,23,7.2,0.45,0
7/5/2011,1181.1,0,35.5,23,9.66,0.94,0
7/6/2011,1185.14,0,36,23,9.22,2.32,0
7/7/2011,1187.835,0,36,23.5,8.95,2.44,0
7/8/2011,1190.53,0,36,23.5,9.54,2.18,0
7/9/2011,1193.23,0,36,24,9.6,1.9,0
7/10/2011,1194.57,0,36,24.5,10.65,2.38,0
7/11/2011,1194.57,0,36,25,9.86,1.91,0
7/12/2011,1195.92,0,36,25.5,8.74,0.72,0
7/13/2011,1189.18,0,35.5,25,11.52,2.39,0
7/14/2011,1181.1,0,36,25.5,10.6,2.5,84.74
7/15/2011,1173.01,0,36,25,11.7,2.49,84.39
7/16/2011,1164.92,0,36,25,11.65,2.22,84.16
7/17/2011,1156.84,0,36,24.5,11.49,2.39,83.92
7/18/2011,1148.75,0,36,25,10.38,2.38,83.69
7/19/2011,1140.66,0,39,25,9.45,2.26,83.45
7/20/2011,1136.62,0,36,25,10.23,2.38,83.21
7/21/2011,1124.49,0,36,25,9.7,2.53,82.98
7/22/2011,1116.4,0,38,25,7.9,2.32,82.74
7/23/2011,1109.67,0,36,26,10.55,2.17,82.54
7/24/2011,1100.23,0,37.5,26,11.3,2.56,82.26
7/25/2011,1092.15,0,36,25,11.08,1.93,82.02
7/26/2011,1090.8,0,38,25,10.93,1.92,0
7/27/2011,1090.8,0,39,25,10.62,2.43,0
7/28/2011,1089.45,0,38.5,25,10.97,2.48,0
7/29/2011,1089.45,1.8,36,25,10.95,2.24,0
7/30/2011,1089.452,0,36.5,25,11.18,2.7,0
7/31/2011,1088.1,0,36,25.5,8.88,2.89,0
8/1/2011,1088.1,0,36.5,25,9.24,1.07,0
8/2/2011,1088.1,0,38.5,25,11.64,1.44,0
8/3/2011,1088.1,0,39.5,24.5,10.42,2.28,0
8/4/2011,1086.75,0,39.5,25,11.65,2.32,0
8/5/2011,1085.41,0,39,25,11.7,1.92,0
8/6/2011,1084.06,0,37,25,11.24,2.53,0
8/7/2011,1082.712,0,39.5,26,9.74,0.61,0
8/8/2011,1082.71,0,39.5,26,11.48,1.01,0
8/9/2011,1082.71,0,39.5,26.5,11.57,2.31,0
8/10/2011,1082.71,0,40.5,26.5,9.44,2.34,0
8/11/2011,1081.36,0,40,27,10.98,2.37,0
8/12/2011,1080.02,0,39,27,11.3,2.58,0
8/13/2011,1078.67,0,39.5,26,10.37,2.53,0
8/14/2011,1077.32,0,39,26,4.6,2.77,0
8/15/2011,1077.32,0,39,25.5,11.13,1.12,0
8/16/2011,1075.97,0,39,26,10.62,2.38,0
8/17/2011,1075.97,0,39,26,10.42,2.26,0
8/18/2011,1074.82,0,39.5,25,11.15,2.29,0
8/19/2011,1073.66,0,39,25,10.93,2.3,0
8/20/2011,1072.51,0,38,25.5,13.24,2.66,0
8/21/2011,1071.35,0,39,25,8.69,2.926,0
8/22/2011,1070.19,0.7,37,25.5,10.76,2.715,0
8/23/2011,1069.04,0,39,24.5,7.45,2.393,0
8/24/2011,1069.04,0,39,25,10.3,2.354,0
8/25/2011,1067.88,5,39,25,10.9,2.711,0
8/26/2011,1067.88,0.5,35.5,25,7.16,2.381,0
8/27/2011,1066.73,0,37.5,24,6.02,2.197,0
8/28/2011,1066.73,0,40,24.5,9.19,2.827,0
8/29/2011,1069.04,0,39.5,24.5,9.13,2.122,0
8/30/2011,1069.04,0,38.5,25,9.9,2.215,0
8/31/2011,1069.04,0,35,25,7.75,2.615,0
9/1/2011,1069.04,9.6,35.5,25,6.3,2.801,0
9/2/2011,1067.88,0,39,25,9.2,2.659,0
9/3/2011,1067.88,0,39,25.5,10.78,2.134,0
9/4/2011,1067.88,0,40,28,8.97,2.602,0
9/5/2011,1066.73,0,35,27,14,2.241,0
9/6/2011,1065.57,0,35.5,22,8.23,2.258,0
9/7/2011,1064.42,0,36,20.5,10.17,2.41,0
9/8/2011,1063.26,0,35,21,8.72,2.498,0
9/9/2011,1062.1,0,36,22,9.93,2.624,0
9/10/2011,1062.1,0,36,22,9.02,2.208,0
9/11/2011,1060.95,0,36,21.5,10,2.746,0
9/12/2011,1059.79,0,38,21.5,10.35,2.766,0
9/13/2011,1058.64,0,39,24.5,9.3,2.455,0
9/14/2011,1058.64,0,39,25,11.05,2.512,0
9/15/2011,1057.48,0,36,25,10.75,2.628,0
9/16/2011,1057.48,0,36,25.5,10.75,2.329,0
9/17/2011,1056.32,8.2,37,25,10.3,2.771,0
9/18/2011,1055.17,40,33,24.5,10.7,1.949,0
9/19/2011,1055.17,0,34,23,9.24,2.94,0
9/20/2011,1055.17,0,36,23,7.45,2.081,0
9/21/2011,1054.01,0,36.5,22.5,8.25,2.311,0
9/22/2011,1052.86,0,35.5,23,8.5,2.301,0
9/23/2011,1052.86,0,35,23,8.15,2.67,0
9/24/2011,1051.7,0,37,23,7.55,2.369,0
9/25/2011,1051.7,0,39,23,9.5,2.855,0
9/26/2011,1050.55,0,39,23,7.7,2.397,0
9/27/2011,1049.39,0,36,23,8.31,2.395,0
9/28/2011,1048.23,0,36,24,6.25,2.6,0
9/29/2011,1048.23,6.5,36.5,24.5,6.1,2.401,0
9/30/2011,1048.23,0,32,21.5,8,2.453,0
10/1/2011,1048.23,0,32.5,21,5.93,2.273,0
10/2/2011,1048.23,0,31,20,5.95,2.888,0
10/3/2011,1047.08,0,31,19,7.2,3.842,0
10/4/2011,1045.92,0,32,19,7.21,3.67,0
10/5/2011,1044.77,0,32,19.5,6.91,3.722,0
10/6/2011,1043.61,0,36,21.5,8.25,3.885,0
10/7/2011,1042.46,0,36,22.5,8.9,3.639,0
10/8/2011,1041.3,0,35,23,10.25,3.585,0
10/9/2011,1041.3,0.5,33,24,8.19,4.378,0
10/10/2011,1040.14,0,26,21,7.29,4.37,0
10/11/2011,1044.77,0,27.5,21,2.42,3.363,0
10/12/2011,1047.08,0,32,22,2.03,3.558,0
10/13/2011,1048.23,0,33.5,21.5,5.11,3.598,0
10/14/2011,1048.23,0,33,18.5,8.23,3.563,0
10/15/2011,1048.23,0,32.5,17.5,8.92,3.634,0
10/16/2011,1047.08,0,32,18,6.43,4.351,0
10/17/2011,1045.923,0,35.5,20,6.89,4.142,0
10/18/2011,1045.923,0,29,21.5,5.34,3.855,0
10/19/2011,1044.77,0,27,18,12.03,3.75,0
10/20/2011,1042.46,0,30,11,7.7,3.637,0
10/21/2011,1041.3,0,33,11,5.2,3.7,0
10/22/2011,1040.14,0,32.5,16.5,6.73,3.62,0
10/23/2011,1038.99,0,32.5,19,7.39,3.687,0
10/24/2011,1038.99,0,32,18.5,5.94,4.406,0
10/25/2011,1037.83,0,32,19,8.54,3.738,0
10/26/2011,1036.68,0,32,19,7.99,3.634,0
10/27/2011,1035.52,0,33,18,7.84,3.6,0
10/28/2011,1035.52,0,21.5,15,8.75,3.676,0
10/29/2011,1033.21,0,22.5,11,7.45,3.684,0
10/30/2011,1032.05,0,26.5,11,5.13,4.4,0
10/31/2011,1030.9,0,28.5,12,4.46,3.691,0
11/1/2011,1029.74,0,30,14.5,6.1,3.108,0
11/2/2011,1028.59,0,32,15,6,3.514,0
11/3/2011,1028.59,0,21,16,6.97,3.454,0
11/4/2011,1027.43,0,23,8,7.15,3.516,0
11/5/2011,1026.28,0,29,8.5,4.58,3.283,0
11/6/2011,1026.28,0,30.5,14,4.3,3.629,0
11/7/2011,1025.12,0,32,20.5,4.9,4.004,0
11/8/2011,1025.12,0,32.5,21.5,5.37,3.484,0
11/9/2011,1023.96,0,20,18.5,7.03,3.409,0
11/10/2011,1021.65,0,20,13.5,8.02,3.572,0
11/11/2011,1021.65,0,22,4.5,4.88,3.47,0
11/12/2011,1020.5,0,28,5,5.12,3.296,0
11/13/2011,1019.34,0,30.5,15,4.27,3.576,0
11/14/2011,1019.34,0,30.5,15,5.41,3.046,0
11/15/2011,1018.18,0,31,18.5,3.9,1.644,0
11/16/2011,1018.18,0,31,17,5.65,3.519,0
11/17/2011,1017.03,0,20,17.5,4.79,3.397,0
11/18/2011,1017.66,0,28,17,6.37,3.568,0
11/19/2011,1015.87,0,33.5,17.5,4.3,3.052,0
11/20/2011,1015.87,0,33,20,5.78,3.568,0
11/21/2011,1015.87,0,32.5,21,5.43,4.096,0
11/22/2011,1014.72,0,30,19.5,5.83,3.763,0
11/23/2011,1013.56,0,25.5,13,6.68,3.339,0
11/24/2011,1013.56,0,26,10,5.32,3.391,0
11/25/2011,1012.41,0,28,10.5,3.7,3.515,0
11/26/2011,1012.41,0,29,16,4.15,3.381,0
11/27/2011,1011.25,0,18,12,9.27,3.661,0
11/28/2011,1010.09,0,25,7,7.18,4.48,0
11/29/2011,1007.78,0,28.5,10.5,3.77,3.558,0
11/30/2011,1005.47,0,22.5,12,5.58,3.405,0
12/1/2011,1005.47,0,28,10,3.58,3.427,0
12/2/2011,1004.32,0,23.5,10,3.7,3.453,0
12/3/2011,1003.16,0,29,12.5,5.19,4.548,0
12/4/2011,1003.16,0,25,14,4.02,4.408,0
12/5/2011,1002,0,20,13,3.18,5.741,0
12/6/2011,1002,0,11,8,4.43,3.726,0
12/7/2011,1000.85,0,15,1,4.69,3.667,0
12/8/2011,999.693,0,20,1,2.46,3.521,0
12/9/2011,998.537,6.2,25.5,5,2.96,3.41,0
12/10/2011,997.381,23.5,13,10,6.2,3.859,0
12/11/2011,997.381,3.5,10,8.5,2.63,3.702,0
12/12/2011,999.693,0.8,13.5,8.5,1.1,4.323,0
12/13/2011,999.693,0,25,10,0.1,3.193,0
12/14/2011,999.693,0,29,13,2.2,7.456,0
12/15/2011,998.537,0.5,23,18,3.23,4.592,0
12/16/2011,997.381,0.5,20,14,4.44,4.545,0
12/17/2011,996.225,0.4,15,11.5,1.99,4.195,0
12/18/2011,996.225,0.1,16,11.5,0.53,4.445,0
12/19/2011,996.225,0,27,11,0.54,5.197,0
12/20/2011,997.381,0,19,15,1.5,3.643,0
12/21/2011,997.381,0,18,12,5.05,4.427,0
12/22/2011,996.225,0,21,10.5,0.5,4.323,0
12/23/2011,996.225,5,11,10,3.6,4.484,0
12/24/2011,995.07,4.25,11,7,0.61,1.501,0
12/25/2011,995.07,0,11,7,1.34,0,0
12/26/2011,993.914,0,15,7,1.99,4.962,0
12/27/2011,992.758,0,24,4.5,1.91,3.318,0
12/28/2011,992.758,0,25,4.5,2.05,4.267,0
12/29/2011,991.602,0,26,7,2.69,4.362,0
12/30/2011,991.602,0,28,10,3.14,4.329,0
12/31/2011,990.447,0,25,8.5,4.42,4.149,0
1/1/2012,990.447,0,18,9,1.85,4.016,0
1/2/2012,989.291,0,16,10,5.68,2.814,0
1/3/2012,989.291,0,19,4,3.29,2.894,0
1/4/2012,988.135,0,25.5,4,2.85,3.606,0
1/5/2012,988.135,0,22,11,3.92,3.575,0
1/6/2012,986.979,0,25,13,3.28,4.455,0
1/7/2012,986.979,0,28,11,2.08,4.18,0
1/8/2012,986.979,0,22,11,5.45,4.904,0
1/9/2012,986.979,0,22,11.5,1.7,5.523,0
1/10/2012,985.824,0,19,7,6.1,4.298,0
1/11/2012,984.668,0,26,7,3,5.513,0
1/12/2012,984.668,0,14.5,11,4.54,5.491,0
1/13/2012,983.512,0,15,1,4.51,3.359,0
1/14/2012,983.512,0,19,1.5,1.65,1.09,0
1/15/2012,982.356,0,24.5,4,2.1,1.464,0
1/16/2012,982.356,0,27.5,14,1.75,1.58,0
1/17/2012,982.356,0,31,14.5,4.37,1.269,0
1/18/2012,981.201,0,17,15.5,5.48,3.285,0
1/19/2012,981.201,0,28,13,2.8,3.414,0
1/20/2012,980.045,0,31,15,2.65,1.384,0
1/21/2012,980.045,0,26,16,3.35,3.505,0
1/22/2012,978.889,0,28,15,1.4,6.97,0
1/23/2012,978.889,0,23,15.5,2.9,7.638,0
1/24/2012,977.737,0,26,17,1.2,6.17,0
1/25/2012,977.734,0,26,17,2.15,6.291,0
1/26/2012,976.578,0,25,10,7.15,6.791,0
1/27/2012,976.578,0,29,9,3.05,6.404,0
1/28/2012,975.422,0.3,16.5,11,5.45,6.151,0
1/29/2012,974.266,0,15,11,3.05,6.676,0
1/30/2012,971.955,0.7,19,13,0.85,6.971,0
1/31/2012,970.799,0,25,13.5,0.7,5.953,0
2/1/2012,970.799,0,29,13.5,3.7,6.29,0
2/2/2012,970.799,0,29,15,4.95,6.57,0
2/3/2012,969.143,0,28.5,18,4.4,6.733,0
2/4/2012,969.143,9.4,22,18,4.09,6.365,0
2/5/2012,968.488,0,12,9.5,5.11,7.103,0
2/6/2012,967.332,0.3,15,9.5,2.51,3.54,0
2/7/2012,967.332,37,14,10,1.04,4.22,0
2/8/2012,967.332,17.5,12.5,10,3.35,5.181,0
2/9/2012,971.955,5.5,13,11,2.12,5.24,0
2/10/2012,971.955,0,15,10.5,0.56,4.97,0
2/11/2012,970.799,3.6,17,12,0.89,5.191,0
2/12/2012,970.799,3,9.5,8.5,2.95,4.936,0
2/13/2012,970.799,0.4,16,7.5,0.38,2.153,0
2/14/2012,970.799,0,23,7.5,1.6,4.538,0
2/15/2012,971.955,0.4,25,13,1.02,4.612,0
2/16/2012,970.799,2.5,24.5,18,2.18,4.578,0
2/17/2012,971.955,2.02,22.5,18,2.12,4.672,0
2/18/2012,973.111,0,25,15,1.6,4.192,0
2/19/2012,971.955,0,20,10,5.55,4.608,0
2/20/2012,970.799,0,22.5,10,3.55,2.729,0
2/21/2012,970.799,1.01,25,11.5,3.05,3.714,0
2/22/2012,970.799,0,30,13.5,2.25,3.614,0
2/23/2012,970.799,0,24,18,3.2,3.634,0
2/24/2012,970.799,16,20,19,1.8,3.43,0
2/25/2012,970.799,0,14,7,5.38,3.369,0
2/26/2012,970.799,0,22,7,3.12,3.075,0
2/27/2012,970.799,0,24.5,12,2.7,2.783,0
2/28/2012,969.643,0,29.5,18,3.33,3.569,0
2/29/2012,969.643,0,30.5,18,5.24,3.608,0
3/1/2012,969.643,0,29,18,4.45,3.571,0
3/2/2012,969.643,0,33,18,4.58,3.548,0
3/3/2012,969.643,0,22,19,4.33,3.637,0
3/4/2012,968.488,0,25,7,9.51,4.339,0
3/5/2012,968.488,0,27,7.5,6.9,3.411,0
3/6/2012,968.488,0,28,12.5,7.44,3.413,0
3/7/2012,967.332,0,32,14.5,8.07,3.718,0
3/8/2012,966.176,1,34.5,18.5,6.37,3.727,0
3/9/2012,965.02,0,13,8,8.53,3.714,0
3/10/2012,961.553,0,14,8.5,4.05,3.436,0
3/11/2012,963.865,0,24,9,0.34,2.739,0
3/12/2012,961.553,0,27.5,11,3.97,3.68,0
3/13/2012,962.709,0,32,15,5.17,3.755,0
3/14/2012,962.709,0,31.5,19,6.47,3.823,0
3/15/2012,961.553,0,31.5,19,7.68,3.686,0
3/16/2012,959.241,0,32,19,7.46,3.661,0
3/17/2012,959.241,0,30,19.5,8,3.727,0
3/18/2012,959.241,0,28,20.5,4.89,4.302,0
3/19/2012,958.086,0,35,21,3.5,3.115,0
3/20/2012,956.93,0,25,18,10.39,4.491,0
3/21/2012,958.086,0,27,18,9.04,3.433,0
3/22/2012,956.93,0,31,13.5,6.97,3.511,0
3/23/2012,954.618,0,32.5,14,6.27,3.542,0
3/24/2012,954.618,0,33,15,7.24,3.626,0
3/25/2012,953.463,0,32,18.5,7,2.669,0
3/26/2012,953.463,0,31,22.5,7.29,2.864,0
3/27/2012,952.307,2.3,31,22,5.85,1.837,0
3/28/2012,952.307,1.51,31,18.5,4.61,2.936,0
3/29/2012,951.151,6.5,31,21.5,6.59,3.05,0
3/30/2012,951.151,0.5,31.5,19.5,5.79,3.638,0
3/31/2012,951.151,0,33.5,19.5,4.51,3.201,0
4/1/2012,949.995,0,32,21,8.01,3.746,0
4/2/2012,949.995,0,35.5,18,7.54,5.941,0
4/3/2012,949.995,0,35,18.5,6.62,4.963,0
4/4/2012,948.84,0,33,21.5,8.37,5.009,0
4/5/2012,948.84,0,35,23,8.07,4.681,0
4/6/2012,946.528,39,32,23.5,7.11,4.666,0
4/7/2012,948.84,56,28.5,20,5.28,4.666,0
4/8/2012,963.865,3.8,26.5,20,2.43,5.627,0
4/9/2012,966.176,0,30,20.5,4.7,4.908,0
4/10/2012,965.02,0,29,20,5.98,4.319,0
4/11/2012,965.02,0.3,29,19,4.7,4.985,0
4/12/2012,965.02,0,29,20,3.02,5.812,0
4/13/2012,962.709,0,32,22,6.6,4.979,0
4/14/2012,962.709,0,34.5,23,5.3,4.775,0
4/15/2012,961.553,0,33,23,8.15,5.58,0
4/16/2012,961.553,1.2,31.5,23,7.5,5.648,0
4/17/2012,960.397,0,30,21.5,7.45,5.984,0
4/18/2012,959.241,0,30,20,5.6,5.929,0
4/19/2012,958.086,0,31,20,5.35,5.892,0
4/20/2012,956.93,0,35,20,12.35,5.904,0
4/21/2012,955.774,0,32,20,9.95,6.808,0
4/22/2012,954.618,0,33,15,10.11,7.545,0
4/23/2012,953.463,0,35,15,8.49,7.366,0
4/24/2012,952.307,0,33.5,15.5,10.15,7.28,0
4/25/2012,948.84,0,36.5,18.5,9.23,7.434,0
4/26/2012,947.684,0,38,19,8.84,6.917,0
4/27/2012,946.528,0,36,20,10.18,7.408,0
4/28/2012,945.372,0,34.5,20,10.95,7.294,0
4/29/2012,944.217,0,31,22,10.14,8.193,0
4/30/2012,943.061,0,33,23,5.7,8.14,0
5/1/2012,940.749,0,32.5,24,5.77,7.17,0
5/2/2012,938.438,0,31.5,24,3.75,8.084,0
5/3/2012,937.282,0,34,23.5,3.6,6.73,0
5/4/2012,936.313,0,34.5,24,7.12,6.854,0
5/5/2012,934.971,0,37,24,7.86,3.79,0
5/6/2012,933.815,0,39,24,8.28,7.282,0
5/7/2012,932.659,0,37,23,9.72,7.465,0
5/8/2012,931.504,15.5,33.5,24,9.7,6.699,0
5/9/2012,930.348,10.65,24,20,7.26,6.717,0
5/10/2012,929.192,0,33,20.5,1.39,6.762,0
5/11/2012,929.192,0,33.5,21,6.25,6.707,0
5/12/2012,928.036,15.2,35,21,6.8,6.589,0
5/13/2012,928.036,0,32,23,8.3,7.299,0
5/14/2012,926.881,22.7,32,21.5,6.78,7.557,0
5/15/2012,925.725,0,29,17,12.02,6.728,0
5/16/2012,925.725,0,31,18,4.6,6.432,0
5/17/2012,924.569,0,32.5,20,7.97,6.854,0
5/18/2012,923.413,0,34,20,9.39,6.872,0
5/19/2012,922.258,0,35,20,9.34,6.76,0
5/20/2012,919.946,0,34,21.5,9.32,7.632,0
5/21/2012,918.79,0,35,22,9.08,7.668,0
5/22/2012,917.635,0,36,21,9.49,6.897,0
5/23/2012,916.479,0,40,20,9.71,6.938,0
5/24/2012,915.323,0,42.5,20,12.34,6.972,0
5/25/2012,914.167,0,42,22,12.21,7.035,0
5/26/2012,913.012,0,37,24,11.61,6.774,0
5/27/2012,909.544,0,35.5,25,12.11,6.9,0
5/28/2012,908.389,0,38,24.5,10.07,7.72,0
5/29/2012,907.233,0,39,25,11.35,7.096,0
5/30/2012,904.921,0,40,24.5,9.65,7.002,0
5/31/2012,903.766,0,40,24.5,12.9,7.097,0
6/1/2012,901.455,1.2,36,25,11.15,7.106,0
6/2/2012,900.299,17.2,37.5,23.5,8.45,6.522,0
6/3/2012,902.61,0,36,23,11,5.478,0
6/4/2012,901.455,4.06,37,25,8.55,7.45,0
6/5/2012,899.143,2,27,23,8.15,6.871,0
6/6/2012,896.832,0,36,21.5,2.1,7.037,0
6/7/2012,895.676,0,35.5,22,9.45,6.901,0
6/8/2012,895.676,0,36,23,10.05,6.197,0
6/9/2012,894.52,0,38.5,23.5,9.75,6.817,0
6/10/2012,893.364,0,42,24,9.94,7.755,0
6/11/2012,892.209,0,40,25.5,11.13,7.833,0
6/12/2012,889.897,0,38,25.5,10.98,6.974,0
6/13/2012,888.741,0,39,25.5,11.15,4.994,0
6/14/2012,886.43,0,39,25,11.35,7.237,0
6/15/2012,885.274,0,38,25,12.11,7.072,0
6/16/2012,880.651,0,38,25,14.8,6.708,0
6/17/2012,879.496,0,37,24,12.1,7.386,0
6/18/2012,878.34,0,38,24.5,11.74,7.494,0
6/19/2012,877.184,0,35,25,11.82,7.163,0
6/20/2012,876.028,0,35.5,23.5,10.54,7.171,0
6/21/2012,873.717,46.5,32,24,13.7,7.059,0
6/22/2012,877.184,0,34,23,6.05,7.024,0
6/23/2012,872.561,0,36,23,7.85,6.721,0
6/24/2012,871.405,0,37,24,10.55,7.332,0
6/25/2012,869.094,0,39,25,10.05,7.68,0
6/26/2012,867.938,0,40,24.5,10.66,7.053,0
6/27/2012,866.782,0,39.5,23.5,11.56,7.025,0
6/28/2012,864.471,0,39,24,12.11,5.102,0
6/29/2012,863.315,0,39,25,10.97,4.978,0
6/30/2012,861.004,22,36,26,8.25,5.093,0
7/1/2012,864.471,1.9,30,21.5,6.45,5.438,0
7/2/2012,862.159,0,35,22,3.8,5.79,0
7/3/2012,861.004,0,36,24,10.8,4.257,0
7/4/2012,858.692,0,38,24,10.9,5.005,0
7/5/2012,856.381,0,37,25,12.15,5.461,0
7/6/2012,855.225,0,38,24.5,12.75,5.063,0
7/7/2012,854.069,0,37.5,25,13.53,4.999,0
7/8/2012,852.913,0,38.5,24.5,13.25,5.902,0
7/9/2012,851.758,0,39,25,12.27,5.808,0
7/10/2012,849.446,0,39,25,12.5,5.025,0
7/11/2012,849.446,8.5,36,25,10,5.176,0
7/12/2012,849.446,0,34,24,7.5,5.101,0
7/13/2012,848.291,0,37,23,6.6,5.191,0
7/14/2012,847.135,0,38,24.5,10.05,5.191,0
7/15/2012,845.979,0,36,24,11.18,5.4,0
7/16/2012,844.823,0,35,24.5,12.17,5.56,0
7/17/2012,843.841,0,34,25,12.05,5.171,0
7/18/2012,841.877,0,35,25,9.7,5.083,0
7/19/2012,839.913,0,36,25.5,7.4,5.185,0
7/20/2012,837.95,0,37,25,10.07,5.111,0
7/21/2012,836.968,0,39,25,12.5,5.084,0
7/22/2012,835.986,0,39,25,11.58,5.526,0
7/23/2012,835.004,0,38,25,8.4,5.873,0
7/24/2012,834.022,0,38.5,25.5,12.53,5.186,0
7/25/2012,833.04,0,38.5,24.5,13.62,5.108,0
7/26/2012,832.058,0,39,25,11.5,5.12,0
7/27/2012,831.076,0,38,26,11.7,5.176,0
7/28/2012,830.094,0,38,26,12.96,4.797,0
