Fecha,Almacenamiento (hm3),Precipitacion (mm),T_Max (C),T_Min (C),Evaporacion (mm),Extracciones por Obra de Toma (m3/s),Extracciones por Vertedor (m3/s)
3/23/2011,30.064,0,35,15.5,3.59,0.69,0
3/24/2011,29.937,0,32,15.5,4.76,1.08,0
3/25/2011,29.852,0,35.5,16.5,5.57,1.29,0
3/26/2011,29.767,0,40,17,4.15,1.12,0
3/27/2011,29.725,0,41,17.5,6.02,0.85,0
3/28/2011,29.64,0,29.5,17.5,8.44,0.73,0
3/29/2011,29.556,0,31.5,20.5,2.13,0.57,0
3/30/2011,29.513,0,23.5,21,3.94,1.42,0
3/31/2011,29.429,0,33.5,17.5,2.04,0.9,0
4/1/2011,29.344,0,36.5,16.5,3.3,0.56,0
4/2/2011,29.259,0,36,17,5.54,1.22,0
4/3/2011,29.132,0,37.5,18.5,5.74,1.32,0
4/4/2011,29.048,0,41.5,19,5.49,1.15,0
4/5/2011,28.92,0,29.5,15.5,9.51,0.88,0
4/6/2011,28.836,0,34.5,13.5,5.49,1.56,0
4/7/2011,28.751,0,39.5,13.5,4.92,0.8,0
4/8/2011,28.624,0,40.5,17,4.97,1.79,0
4/9/2011,28.497,0,39,21,8.04,1.72,0
4/10/2011,28.288,0,40.5,22.5,6.93,0.73,0
4/11/2011,28.249,0,34,22.5,5.75,0.73,0
4/12/2011,28.091,0,33,13,8.8,1.65,0
4/13/2011,28.012,0,34.5,13,7.12,0.92,0
4/14/2011,28.13,0,38.5,15.5,6.43,0.26,0
4/15/2011,28.17,0,37,17,5.35,1.5,0
4/16/2011,28.17,0,33.5,17,8.22,0.93,0
4/17/2011,28.249,0,34.5,18,6.74,0.68,0
4/18/2011,28.412,0,40.5,17.5,6.15,0.68,0
4/19/2011,28.455,0,42,18,6.47,0.58,0
4/20/2011,28.412,6.6,40,20.5,8.19,0.57,0
4/21/2011,28.455,1,36.5,20,6.39,0.57,0
4/22/2011,28.582,0,37,19,5.31,0.66,0
4/23/2011,28.709,0,38.5,21.5,5.02,0.58,0
4/24/2011,28.836,0,36.5,21,5.52,0.13,0
4/25/2011,29.005,0,43.5,21.5,5,0.27,0
4/26/2011,29.048,0,45.5,17.5,7.97,0.34,0
4/27/2011,29.048,0,41.5,18,9.52,0.57,0
4/28/2011,29.005,0,34,16.5,7.86,0.6,0
4/29/2011,29.005,0,36.5,16,6,0.58,0
4/30/2011,29.005,0,41,17.5,6.97,0.57,0
5/1/2011,29.132,0,42,22.5,7.14,0.65,0
5/2/2011,29.217,0,23,22.5,8.3,0,0
5/3/2011,29.217,0,28.5,17.5,3.41,0.57,0
5/4/2011,29.344,0,28,14,6.06,0.57,0
5/5/2011,29.398,0,33.5,14,4.91,0.55,0
5/6/2011,29.429,0,34.5,14,5.83,0.56,0
5/7/2011,29.513,0,39.5,19.5,5.34,0.67,0
5/8/2011,29.598,0,38,22,8.14,0.15,0
5/9/2011,29.767,0,40.5,22,4.02,0.07,0
5/10/2011,29.767,0,38.5,23.5,7.85,0.55,0
5/11/2011,29.767,0,39.5,23.5,5.02,0.56,0
5/12/2011,29.767,0,37.5,23.5,7.11,0.56,0
5/13/2011,29.767,0,38.5,23.5,4.02,0.55,0
5/14/2011,29.852,7.5,27,23.5,9.67,0.57,0
5/15/2011,29.852,6.8,21,21,1.39,0.66,0
5/16/2011,29.852,0.5,23.5,17,1.29,0.68,0
5/17/2011,29.937,0,30.5,18,1.12,0.74,0
5/18/2011,30.064,0,37,19.5,2.92,0.56,0
5/19/2011,30.191,0,39.5,21.5,5.12,0.57,0
5/20/2011,30.276,0,42,21.5,5.75,0.55,0
5/21/2011,30.36,0,39,24.5,8.21,0.54,0
5/22/2011,30.487,0,40,24.5,5.69,0.64,0
5/23/2011,30.614,0,41,24.5,7.37,0.63,0
5/24/2011,30.699,0,40,24.5,8.01,0.55,0
5/25/2011,30.699,0,41,24,6.51,0.56,0
5/26/2011,30.741,0,38,24,8.71,0.71,0
5/27/2011,30.741,0,42.5,25,5.42,0.87,0
5/28/2011,30.826,0,43.5,23.5,7.87,0.85,0
5/29/2011,30.911,0,40,24.5,8.51,0.95,0
5/30/2011,30.953,0,41,25,7.1,0.95,0
5/31/2011,30.995,0,39,26,7.1,0.85,0
6/1/2011,31.038,0,36.5,24.5,5.7,0.83,0
6/2/2011,31.122,0,37.7,23.5,6.58,0.82,0
6/3/2011,31.165,0,37.5,22,7.41,0.59,0
6/4/2011,31.207,0,37,22,7.81,0.48,0
6/5/2011,31.249,0,36,22.5,7.29,0.66,0
6/6/2011,31.334,0,39.5,20,6.03,0.67,0
6/7/2011,31.377,0,40.5,21,8.76,0.57,0
6/8/2011,31.377,0,40.5,22,8.83,0.56,0
6/9/2011,31.249,0,40.5,23.5,8.5,0.58,0
6/10/2011,31.207,0,40,23.5,7.8,0.57,0
6/11/2011,31.122,0,39,23,8.63,0.58,0
6/12/2011,31.08,0,40,23,7.42,0.64,0
6/13/2011,31.038,0,40.5,23.5,9.48,0.66,0
6/14/2011,30.953,0,41.5,24,10.04,0.58,0
6/15/2011,30.911,0,42,24,7.71,0.58,0
6/16/2011,30.784,0,42,24,9.01,0.58,0
6/17/2011,30.699,0,43,23.5,8.36,0.58,0
6/18/2011,30.614,0,43,24.5,9.4,0.58,0
6/19/2011,30.53,0,43,24.5,9.6,0.7,4
6/20/2011,30.403,0,42,24.5,9.41,0.67,0
6/21/2011,30.36,0,40.5,25,8.12,0.59,0
6/22/2011,30.276,46.9,30.5,25.5,5.98,0.6,0
6/23/2011,30.614,14.5,32.5,22.5,6.85,0.76,0
6/24/2011,30.53,0,37.5,21.5,4.78,0.9,0
6/25/2011,30.53,0,38.5,22.5,5.76,0.85,0
6/26/2011,30.403,0,37.5,24.5,6.69,0.91,0
6/27/2011,30.36,0,38.5,24.5,7.55,0.91,0
6/28/2011,30.276,10.8,37.5,24,7.01,0.85,0
6/29/2011,30.318,1.4,33,22,3.9,0.85,0
6/30/2011,30.318,116.6,24,22.5,1.3,0.67,0
7/1/2011,31.546,55.3,28.5,22.5,3.29,0,0
7/2/2011,32.393,21.9,28.5,22,1.2,1.68,0
7/3/2011,33.272,0,32,21.5,1.99,3.52,0
7/4/2011,33.494,0,33,21,3.49,0,0
7/5/2011,33.583,0,33,21,5,3.72,0
7/6/2011,33.672,0,34.5,21.5,5.09,2.91,0
7/7/2011,33.672,0,34,22,4.88,2.72,0
7/8/2011,33.627,0,35,22,4.22,2.93,0
7/9/2011,33.583,0,34.5,22.5,6.2,3.07,0
7/10/2011,33.494,0,34,24,3.95,3.43,0
7/11/2011,33.361,0,36.5,24,4.64,2.85,0
7/12/2011,33.272,0,35.5,24.5,5.68,2.81,0
7/13/2011,33.184,0,36,23,5.29,2.72,0
7/14/2011,33.05,0,36.5,23.5,6.35,3.02,0
7/15/2011,32.962,0,36.5,24,6.06,3.05,0
7/16/2011,32.784,0,36,23.5,7.24,2.99,0
7/17/2011,32.607,0,36,24,6.08,3.34,0
7/18/2011,32.478,0,36,22,5.9,3.32,0
7/19/2011,32.393,0,38.5,23,5.07,2.87,0
7/20/2011,32.223,0,36.5,23.5,7.04,0,0
7/21/2011,32.012,0,34.5,24.5,7.21,2.99,0
7/22/2011,31.885,0.4,38,24.5,6.02,3.29,0
7/23/2011,31.673,1.5,38.5,24,5.05,3.4,0
7/24/2011,31.504,0,37.5,23.5,6.55,4.03,0
7/25/2011,31.334,0,37.5,22.5,5.82,3.28,0
7/26/2011,31.165,0,37.5,21.5,7.31,2.88,0
7/27/2011,30.995,0,37.5,23.5,6.17,3.16,0
7/28/2011,30.784,0,37.5,24,5.01,3.14,0
7/29/2011,30.53,0,37.5,24.5,6.01,3.6,0
7/30/2011,30.36,0.7,35.5,24.5,6.48,3.45,0
7/31/2011,30.149,3.7,36.5,25,6.13,3.96,0
8/1/2011,29.894,0,38.5,22,4.44,3.62,0
8/2/2011,29.852,0,39,21.5,6.16,2.01,0
8/3/2011,29.852,0,39.5,22.5,8.12,0.56,0
8/4/2011,29.852,0,40,22.5,7.21,0.56,0
8/5/2011,29.683,0,39.5,24.5,8.07,1.1,0
8/6/2011,29.64,0,40,25.5,7.04,0.97,0
8/7/2011,29.598,0,40.5,25,5.82,0.73,0
8/8/2011,29.429,0,41,25.5,7.09,1.73,0
8/9/2011,29.344,0,40,25.5,7.09,1.91,0
8/10/2011,29.259,0,42,25,5.1,1.16,0
8/11/2011,29.217,0,42,25,7.67,1.27,0
8/12/2011,29.132,0,40,27.5,8.43,1.34,0
8/13/2011,29.005,0,40,26,6.8,1.82,0
8/14/2011,28.92,0,39,26,6.29,1.61,0
8/15/2011,28.793,0,39.5,23,7.69,1.29,0
8/16/2011,28.709,0,39.5,24,7.11,0.92,0
8/17/2011,28.582,0,39.5,23.5,7.2,1.81,0
8/18/2011,28.455,0,40,21.5,7.75,1.87,0
8/19/2011,28.412,0,41,21.5,7.24,1.25,0
8/20/2011,28.288,0,39,22.5,7.1,1.36,0
8/21/2011,28.209,0,38.5,22.5,6.95,1.24,0
8/22/2011,28.17,3.5,39.5,25.5,6.09,1.12,0
8/23/2011,28.13,0,39.5,23,5.42,0.845,0
8/24/2011,28.012,0,41,23,7.08,1.273,0
8/25/2011,27.854,46.3,39.5,24,7.71,1.88,0
8/26/2011,28.249,21.6,33.5,22.5,10.39,1.881,0
8/27/2011,28.709,0,36.5,21.5,3.7,1.33,0
8/28/2011,28.836,0,38.5,19.5,4.96,0.968,0
8/29/2011,28.836,0,39.5,19,6.1,1.002,0
8/30/2011,28.836,0,37.5,19.5,5.11,0.852,0
8/31/2011,28.793,10.9,35.5,21.5,5.4,1.254,0
9/1/2011,28.793,3.6,34.5,22.5,5.43,1.231,0
9/2/2011,28.836,0,36,22,3.04,0.964,0
9/3/2011,28.836,0,37.5,23.5,5.21,0.992,0
9/4/2011,28.836,0,37.5,23.5,5.12,0.964,0
9/5/2011,28.836,0,33.5,22,4.13,0.82,0
9/6/2011,28.836,0,34,21,4.1,0.555,0
9/7/2011,28.793,0,34.5,12.5,4.7,0.549,0
9/8/2011,28.709,0,35.5,12.5,5.17,1.709,0
9/9/2011,28.709,0,37,15.5,5.31,0.826,0
9/10/2011,28.624,0,36.5,15,6.02,0.724,0
9/11/2011,28.624,0,38,17,5.89,0.651,0
9/12/2011,28.624,0,36.5,17,6.1,0.645,0
9/13/2011,28.582,0,38,19.5,5.02,0.573,0
9/14/2011,28.497,0,38,21.5,4.37,1.726,0
9/15/2011,28.412,0,34.5,23.5,6.56,1.403,0
9/16/2011,28.249,0,35.5,23,4.07,1.128,0
9/17/2011,28.249,2.1,37.5,22.5,4.12,0.553,0
9/18/2011,28.209,4.4,34.5,22.5,4.82,0.743,0
9/19/2011,28.209,0,36.5,20,2.89,1.667,0
9/20/2011,28.17,0,36,19.5,3.1,0.576,0
9/21/2011,28.091,0,36.5,19.5,4.85,1.389,0
9/22/2011,28.012,0,38,19.5,4.11,1.073,0
9/23/2011,27.933,0,35.5,20.5,5.52,1.309,0
9/24/2011,27.854,0,37.5,19,4.51,1.466,0
9/25/2011,27.854,0,40,17,4.5,0.639,0
9/26/2011,27.854,0,41.5,17,6,0.659,0
9/27/2011,27.775,0,39.5,17,5.72,0,0
9/28/2011,27.617,0,38.5,19.5,5.06,1.627,0
9/29/2011,27.538,16,39.5,21,4.99,1.694,0
9/30/2011,27.459,0,30.5,19,5.04,1.803,0
10/1/2011,27.419,43.4,32,18.5,2.04,1.19,0
10/2/2011,27.735,0,28.5,18,3.55,0.719,0
10/3/2011,27.735,0,26.5,17,2.1,0.668,0
10/4/2011,27.735,0,26.5,18.5,1.71,0.58,0
10/5/2011,27.656,0,30,17,2.17,0.634,0
10/6/2011,27.656,0,33.5,17,2.09,1.088,0
10/7/2011,27.696,0,32.5,18.5,3.03,0.56,0
10/8/2011,27.696,0,31,19.5,4,0.57,0
10/9/2011,27.656,106,31.5,22,2.94,0.647,0
10/10/2011,28.878,24.9,23.5,20,2.43,0.646,0
10/11/2011,29.471,2.7,22.5,20.5,3.33,0.573,0
10/12/2011,29.64,0,31,21,1.7,0.574,0
10/13/2011,29.64,0,33,20.5,2.02,0.572,0
10/14/2011,29.767,0,30.5,20,3.52,0.572,0
10/15/2011,29.725,0,31.5,16,3.09,0.574,0
10/16/2011,29.767,0,31,15,3.4,0.651,0
10/17/2011,29.767,0,33,15,2.67,0.653,0
10/18/2011,29.767,0,29.5,14.5,2.22,0.576,0
10/19/2011,29.725,0,27.5,11,5.02,0.575,0
10/20/2011,29.767,0,29.5,8.5,2.85,0.575,0
10/21/2011,29.767,0,32.5,8.5,2.22,0.574,0
10/22/2011,29.767,0,31,12,3.11,0.574,0
10/23/2011,29.767,0,31.5,14,2.37,0.654,0
10/24/2011,29.767,0,31.5,15,2.51,0.654,0
10/25/2011,29.767,0,30.5,15,2.09,0.573,0
10/26/2011,29.81,0,31,13.5,3.04,0.577,0
10/27/2011,29.767,0,31,13.5,2.76,0.574,0
10/28/2011,29.767,0,24.5,13.5,2.1,0.575,0
10/29/2011,29.725,0,23,9.5,2.96,0.577,0
10/30/2011,29.725,0,29.5,8.5,2.17,0.656,0
10/31/2011,29.683,0,28.5,9.5,1.71,0.655,0
11/1/2011,29.683,0,28.5,11,2.31,0.55,0
11/2/2011,29.683,0,30.5,11.5,2.26,0.523,0
11/3/2011,29.64,0,22.5,11.5,2.65,0.517,0
11/4/2011,29.598,0,24,5.5,2.9,0.518,0
11/5/2011,29.556,0,26.5,6,2.23,0.503,0
11/6/2011,29.556,0,31.5,8.5,2.12,0.541,0
11/7/2011,29.513,0,30,13.5,2.1,0.761,0
11/8/2011,29.513,3.3,33,19.5,2.65,0.741,0
11/9/2011,29.513,0,19.5,15,1.67,0.511,0
11/10/2011,29.513,0,20.5,10.5,1.7,0.433,0
11/11/2011,29.513,0,22.5,4,1.98,0.515,0
11/12/2011,29.513,0,28,4,2.01,0.518,0
11/13/2011,29.471,0,31,7,1.91,0.576,0
11/14/2011,29.471,0,31,11,2,0.653,0
11/15/2011,29.471,0,31,13,1.93,0.516,0
11/16/2011,29.429,0,32.5,11.5,2.12,0.519,0
11/17/2011,29.386,0,20.5,11,3.34,0.521,0
11/18/2011,29.344,0,25,3.5,2.75,0.516,0
11/19/2011,29.344,0,32.5,2.5,0.96,0.521,0
11/20/2011,29.344,0,31.5,3,2.1,0.521,0
11/21/2011,29.302,0,30.5,15.5,2.19,0.651,0
11/22/2011,29.259,0,30.5,15.5,2.01,0.655,0
11/23/2011,29.217,0,28.5,11,2.96,0.518,0
11/24/2011,29.217,0,26.5,9.5,2.95,0.52,0
11/25/2011,29.09,0,26.5,9.5,1.95,0.525,0
11/26/2011,28.836,0,27,11.5,1.68,2.661,0
11/27/2011,28.666,0,22,11.5,2.76,2.863,0
11/28/2011,28.497,0,23.5,0.5,3.43,1.872,0
11/29/2011,28.249,0,29.5,1,2.52,1.979,0
11/30/2011,28.012,0,24,2.5,2.26,2.878,0
12/1/2011,27.814,0,26.5,4.5,2.5,2.832,0
12/2/2011,27.617,0,27.5,6,2.03,2.574,0
12/3/2011,27.459,0,26.5,8.5,2.1,1.92,0
12/4/2011,27.38,0,26,12.5,2,1.474,0
12/5/2011,27.222,0,15,13.5,2.01,1.721,0
12/6/2011,27.064,0.8,8.5,7.5,2.03,1.069,0
12/7/2011,26.905,0,11.5,4,2.01,2.147,0
12/8/2011,26.747,0,19.5,2,1.72,1.655,0
12/9/2011,26.708,0.5,25,2,1.69,1.173,0
12/10/2011,26.668,9.9,15,6.5,1.2,0.767,0
12/11/2011,26.668,2.6,11,9,1.11,0.933,0
12/12/2011,26.629,1.6,14,9.5,0.22,0.986,0
12/13/2011,26.589,0,21,10,1.2,0.88,0
12/14/2011,26.55,0,27,12,0.4,0.8,0
12/15/2011,26.629,2.2,24,13,0.8,0.869,0
12/16/2011,26.747,2.9,15,14,1.5,0.877,0
12/17/2011,26.866,1.6,14,9,0.48,0.849,0
12/18/2011,26.985,2.3,13.5,9,0.37,0.611,0
12/19/2011,27.143,0,22,8,0.1,0.695,0
12/20/2011,27.261,0,23,9.5,0.53,0.554,0
12/21/2011,27.301,0,20,13,2.37,0.87,0
12/22/2011,27.38,0,23,7,0.89,0.871,0
12/23/2011,27.459,1.5,10,6,1.14,0.869,0
12/24/2011,27.577,0,10,6,8.55,0.869,0
12/25/2011,27.656,0,13,7,0.75,0,0
12/26/2011,27.775,0,17,7,1.2,0.932,0
12/27/2011,27.893,0,24,2,2.29,0.667,0
12/28/2011,27.972,0,24,2.5,1.85,0.775,0
12/29/2011,28.051,0,25,4,1.75,0.758,0
12/30/2011,28.13,0,29,4.5,2.3,0.761,0
12/31/2011,28.209,0,20,4.5,3.33,0.756,0
1/1/2012,28.288,0,21.5,7,2.01,0.842,0
1/2/2012,28.37,0,17,10,1.99,0.955,0
1/3/2012,28.455,0,21.5,1.5,2.1,0.761,0
1/4/2012,28.539,0,28,1.5,1.78,0.756,0
1/5/2012,28.624,0,22.5,3.5,2.67,0.656,0
1/6/2012,28.709,0,27,6.5,1.93,0.513,0
1/7/2012,28.836,0,31,6,2.12,0.516,0
1/8/2012,28.963,0,24.5,6,1.98,0.578,0
1/9/2012,29.09,0,26.5,8.5,2.3,0.649,0
1/10/2012,29.217,0,23.5,6,2.92,0.518,0
1/11/2012,29.302,0,28.5,3,1.76,0.513,0
1/12/2012,29.429,0,18,3,3.4,0.513,0
1/13/2012,29.344,0,16,1.5,1.32,0.509,0
1/14/2012,29.217,0,20.5,1,1.64,1.669,0
1/15/2012,29.048,0,20,1.5,2.04,1.841,0
1/16/2012,29.005,0,28.5,8.5,1.64,1.088,0
1/17/2012,28.963,0,35.5,11,2.02,0.509,0
1/18/2012,28.878,0,23,11,3.43,0.709,0
1/19/2012,28.793,0,30,7.5,2.5,0.892,0
1/20/2012,28.709,0,34.5,7.5,2.31,0.946,0
1/21/2012,28.666,0,32.5,11.5,3.17,1.046,0
1/22/2012,28.666,0,31.5,12.5,2.77,0.842,0
1/23/2012,28.709,0.2,26.5,13,3.12,0.963,0
1/24/2012,28.793,0,21.5,14,1.29,0.767,0
1/25/2012,28.836,0,27,13,1.49,0.768,0
1/26/2012,28.836,0,27.5,7,2.54,0.753,0
1/27/2012,28.92,0,28.5,6,2.01,0.79,0
1/28/2012,28.878,10,19,5.5,2.99,0.778,0
1/29/2012,28.878,1.5,12,8,1.46,0.603,0
1/30/2012,29.048,0,21.5,10.5,0.33,0.655,0
1/31/2012,29.217,0,25.5,12,1.07,0.508,0
2/1/2012,29.344,0,30.5,12.5,2.46,0.519,0
2/2/2012,29.386,0,26.5,12.5,2.78,0.518,0
2/3/2012,29.429,0,28.5,14.5,2.25,0.582,0
2/4/2012,29.386,12.5,20.5,15.5,2.14,0.771,0
2/5/2012,29.556,0,12.5,10,1.52,0.822,0
2/6/2012,29.64,0,14,8,0.61,0.663,0
2/7/2012,29.725,4.5,17,5.5,1.01,0.654,0
2/8/2012,29.852,7,13.5,8,1.88,0.519,0
2/9/2012,29.979,4,11.5,10,0.88,0.518,0
2/10/2012,30.149,0.5,21.5,10,1.08,0.516,0
2/11/2012,30.149,9.9,13,11,1.52,0.516,0
2/12/2012,30.149,3.1,11,8.5,1.17,0.57,0
2/13/2012,30.064,0,24.5,8.5,1.49,0.645,0
2/14/2012,30.064,0,28,9.5,2.08,0.604,0
2/15/2012,29.979,0,28.5,11.5,2.29,0.755,0
2/16/2012,29.937,2.9,23.5,13,2.01,0.75,0
2/17/2012,29.894,0.2,24,14.5,1.89,0.741,0
2/18/2012,29.852,0,25.5,16.5,1.11,0.74,0
2/19/2012,29.767,0,21,8,2.77,0.817,0
2/20/2012,29.64,0,25.5,8.5,2.86,0.934,0
2/21/2012,29.513,0,26.5,9,2.42,1,0
2/22/2012,29.513,0,32,11,1.34,0.99,0
2/23/2012,29.471,0,28.5,14.5,3.65,0.981,0
2/24/2012,29.556,4.8,20,15.5,2.04,0.772,0
2/25/2012,29.556,0,13.5,6,1.62,0.771,0
2/26/2012,29.683,0,24.5,4.5,1.18,0.851,0
2/27/2012,29.725,0,26,4.5,1.36,0.968,0
2/28/2012,29.767,0,27.5,15.5,3.01,0.769,0
2/29/2012,29.852,0,32.5,16.5,3.33,0.775,0
3/1/2012,29.852,0,30.5,16.5,3.28,0.784,0
3/2/2012,29.852,0,38.5,16,3.13,0.771,0
3/3/2012,29.852,0,27.5,16,4.01,0.72,0
3/4/2012,29.852,0,27,6,4.52,0.554,0
3/5/2012,29.937,0,28,6.5,4,0.633,0
3/6/2012,29.979,0,28.5,7,2.77,0.502,0
3/7/2012,29.979,1.3,31.5,14.5,5.7,0.504,0
3/8/2012,30.021,1.2,35.5,17.5,4.65,0.511,0
3/9/2012,29.979,0,13,10,4.22,0.532,0
3/10/2012,30.021,0,12.5,9.5,1.31,0.525,0
3/11/2012,30.021,0,27.5,8,1.61,0.415,0
3/12/2012,30.233,0,32,8.5,3.12,0.52,0
3/13/2012,30.276,0,29.5,9.5,3.08,0.541,0
3/14/2012,30.233,0,29,18.5,2.75,0.61,0
3/15/2012,30.276,0,25.5,19.5,3.49,0.607,0
3/16/2012,30.276,0,30.5,18,1.51,0.67,0
3/17/2012,30.276,0.4,26.5,19,0.06,0.665,0
3/18/2012,30.318,6.8,29.5,20,2.13,0.677,0
3/19/2012,30.403,0,33.5,16.5,1.14,2.749,0
3/20/2012,30.487,0,28.5,16,3.31,0.675,0
3/21/2012,30.445,0,26.5,16.5,6.01,0.676,0
3/22/2012,30.445,0,32,9.5,3.11,0.676,0
3/23/2012,30.487,0,35.5,10,5.41,0.676,0
3/24/2012,30.276,0,35,11.5,5.15,0.669,0
3/25/2012,29.894,0,31.5,13.5,5.02,4.21,0
3/26/2012,29.471,0.4,28.5,20.5,2.83,4.34,0
3/27/2012,29.175,0.3,30,19.5,1.39,0.673,0
3/28/2012,28.836,1.8,29.5,18,2.71,3.956,0
3/29/2012,28.582,1.2,31.5,18.5,2.04,3.655,0
3/30/2012,28.249,1.6,35,16.5,3.56,3.742,0
3/31/2012,28.051,0,36.5,15.5,3.07,3.277,0
4/1/2012,27.814,0,34,15.5,4.12,2.763,0
4/2/2012,27.656,0,37.5,15.5,4.77,2.015,0
4/3/2012,27.498,0,37.5,15,5.9,1.912,0
4/4/2012,27.222,0,36.5,15.5,7.55,2.095,0
4/5/2012,27.024,0,36.5,17.5,5.17,2.705,0
4/6/2012,26.866,0.8,32,20.5,5.76,2.437,0
4/7/2012,26.668,3.4,28.5,17.5,3.96,2.437,0
4/8/2012,26.629,12.9,23.5,17.5,2.37,1.228,0
4/9/2012,26.629,0,29,19.5,1.03,0.67,0
4/10/2012,26.471,0,28,20,2.02,0.669,0
4/11/2012,26.315,3.2,25.5,20,1.92,0.671,0
4/12/2012,26.204,0.3,30.5,20,1.88,0.668,0
4/13/2012,26.057,0,29.5,20,1.15,0.67,0
4/14/2012,25.946,0,33.5,22,3.86,1.545,0
4/15/2012,25.724,0,37.5,20,4.65,2.21,0
4/16/2012,25.576,0.3,35,19.5,7.59,0.666,0
4/17/2012,25.391,0,32.5,19.5,5.54,0.667,0
4/18/2012,25.206,0,30.5,19.5,4.47,0.667,0
4/19/2012,24.984,0,33.5,19.5,5.3,0.66,0
4/20/2012,24.836,0,37.5,17.5,4.4,1.596,0
4/21/2012,24.836,0,34.5,17,6.22,0.655,0
4/22/2012,24.836,0,36,13,6.87,0.662,0
4/23/2012,24.762,0,36.5,14,7.83,0.731,0
4/24/2012,24.725,0,36.5,13.5,8.08,0.659,0
4/25/2012,24.651,0,39.5,14.5,7.49,0.66,0
4/26/2012,24.577,0,40.5,15.5,6.91,0.659,0
4/27/2012,24.503,0,39,16,6.9,0.657,0
4/28/2012,24.468,0,34,19.5,8.22,0.657,0
4/29/2012,24.468,0,28,20.5,5.97,0.66,0
4/30/2012,24.468,5.9,28.5,23.5,3.01,0.656,0
5/1/2012,24.468,0,29.5,22.5,1.42,0.659,0
5/2/2012,24.468,0.3,27.5,23,1.79,0.658,0
5/3/2012,24.503,0.6,32.5,22.5,1.98,0.652,0
5/4/2012,24.577,0,34.5,22.5,1.5,0.644,0
5/5/2012,24.725,0,39,23.5,5.09,0.645,0
5/6/2012,24.799,0,40.5,20,6.25,0.634,0
5/7/2012,24.913,0,38,20.5,7.72,0.639,0
5/8/2012,24.984,13.9,35.5,23,6.43,0.652,0
5/9/2012,25.095,10.4,22.5,21,4.55,0.663,0
5/10/2012,25.243,0,29.5,20,0.72,0.54,0
5/11/2012,25.354,0,34.5,19.5,2.75,0.342,0
5/12/2012,25.465,10.7,35.5,19.5,5.03,0.665,0
5/13/2012,25.576,0,31,17,6.52,0.664,0
5/14/2012,25.687,1.8,28.5,17,3.56,0.666,0
5/15/2012,25.835,9.2,26,19.5,3.27,0.299,0
5/16/2012,26.02,0,32.5,17.5,2.43,0.23,0
5/17/2012,26.131,0,33.5,16,5.87,0.138,0
5/18/2012,26.168,0,35,17.5,6.99,0.227,0
5/19/2012,26.168,0,35.5,18.5,6.87,0.664,0
5/20/2012,26.131,0,34.5,21,6.9,0.664,0
5/21/2012,26.094,0,34,21.5,7.19,0.664,0
5/22/2012,26.315,0,37.5,19.5,6.17,0.662,0
5/23/2012,26.352,0,41.5,19.5,7.75,0.586,0
5/24/2012,26.392,0,45.5,19.5,8.15,0.58,0
5/25/2012,26.204,0,39.5,20.5,9.12,0.612,0
5/26/2012,25.746,0,37,24.5,6.7,3.035,0
5/27/2012,25.613,0,34,24.5,7.21,3.37,0
5/28/2012,25.354,0,38.5,23,4.06,1.26,0
5/29/2012,25.095,0,41.5,22.5,6.94,3.248,0
5/30/2012,24.799,0,42.5,22,9.29,3.313,0
5/31/2012,24.577,3.3,41,23.5,9.06,2.831,0
6/1/2012,24.433,25.5,34,24.5,8.3,2.493,0
6/2/2012,24.577,6,33,19.5,4.99,1.353,0
6/3/2012,24.688,0,35,18,3.73,1.042,0
6/4/2012,24.762,0,36.5,18.5,5.27,0.717,0
6/5/2012,24.836,21.5,30.5,20,4.89,0.517,0
6/6/2012,24.947,0,35.5,18,3.97,0.622,0
6/7/2012,25.021,0,36.5,18,7.64,0.622,0
6/8/2012,25.021,0,36.5,22,6.85,0.972,0
6/9/2012,24.984,0,38.5,22.5,6.66,1.611,0
6/10/2012,25.021,0,41.5,21,7,0.732,0
6/11/2012,25.058,0,41.5,22.5,6.92,0.736,0
6/12/2012,25.095,0,38.5,23.5,8.87,0.648,0
6/13/2012,25.021,0,38,25,7.04,1.44,0
6/14/2012,25.021,0,39,24,6.47,1.1,0
6/15/2012,25.021,0,37.5,23.5,8.46,1.126,0
6/16/2012,24.836,0,37.5,23.5,7.53,1.164,0
6/17/2012,24.836,0,38,22.5,5.42,1.274,0
6/18/2012,24.836,0,40.5,22.5,7.83,1.223,0
6/19/2012,24.836,31.5,38,23.5,8.17,0.878,0
6/20/2012,25.021,0,35.5,20,6.86,0.56,0
6/21/2012,25.021,16.8,31.5,21,6.77,0.499,0
6/22/2012,25.206,4.8,28.5,21,3.77,1.089,0
6/23/2012,25.243,0,35,20.5,2.3,1.13,0
6/24/2012,25.317,0,36.5,20.5,5.05,0.768,0
6/25/2012,25.428,0,38.5,22,6.34,0.713,0
6/26/2012,25.465,0,39.5,19.5,7.7,0.611,0
6/27/2012,25.465,0,40,20,8.41,0.85,0
6/28/2012,25.391,0,40,21,8.02,1.032,0
6/29/2012,25.391,3.7,39.5,23.5,8.01,0.983,0
6/30/2012,25.354,2.2,35.5,22.5,6,1.16,0
7/1/2012,25.317,0,29,21.5,4.6,1.324,0
7/2/2012,25.28,1.8,34.5,21.5,1.96,1.328,0
7/3/2012,25.391,0,35.5,21.5,4.49,0.874,0
7/4/2012,25.428,0,37.5,22.5,6.39,0.547,0
