Fecha,Almacenamiento (hm3),Precipitacion (mm),T_Max (C),T_Min (C),Evaporacion (mm),Extracciones por Obra de Toma (m3/s),Extracciones por Vertedor (m3/s)
7/17/2014,26.668,0,41,22,5.73,0.627,0
7/18/2014,26.51,1.9,33,24.5,6.02,0.628,0
7/19/2014,26.431,0,37.5,25.5,2.52,1.695,0
7/20/2014,26.431,0,40.5,24.5,5.24,0.928,0
7/21/2014,26.51,0,39.5,24.5,4.66,0.308,0
7/22/2014,26.589,0,39.5,25,7.39,0.244,0
7/23/2014,26.629,0.6,40.5,25,7.1,0.317,0
7/24/2014,26.589,0,40,23.5,6.36,0.711,0
7/25/2014,26.629,0,39,22.5,5.84,0.999,0
7/26/2014,26.629,0,41.5,22.5,6.89,0.974,0
7/27/2014,26.668,0,41.5,22.5,6.68,0.52,0
7/28/2014,26.668,0,40.5,22.5,8.1,0.267,0
7/29/2014,26.708,0,40.5,23.5,7.82,0.44,0
7/30/2014,26.708,0,41.5,24,8.11,0.61,0
7/31/2014,26.708,0,41.5,25,7.69,0.828,0
8/1/2014,26.668,72.7,41.5,25,9.25,1.069,0
8/2/2014,27.696,40.5,34.5,23,9.26,1.069,0
8/3/2014,27.972,5.6,27,22.5,5.04,1.028,0
8/4/2014,28.17,0.5,35,23.5,1.06,0.827,0
8/5/2014,28.288,1.3,36.5,22.5,3.14,0.517,0
8/6/2014,28.328,1.2,37.5,22.5,4.2,0.521,0
8/7/2014,28.455,0,38,22,5.43,0.53,0
8/8/2014,28.455,1.6,36.5,23,7.21,0.519,0
8/9/2014,28.497,7,32.5,22.5,3.37,0.541,0
8/10/2014,28.539,0,34.5,22,5.47,1.081,0
8/11/2014,28.624,0.4,36,23.5,3.25,0.624,0
8/12/2014,28.666,0,37.5,24,4.67,0.357,0
8/13/2014,28.751,0.3,36,23.5,7.19,0.633,0
8/14/2014,28.751,2.2,37,23,3.93,0.997,0
8/15/2014,28.751,0,37.5,21.5,4.09,0.905,0
8/16/2014,28.751,0,39.5,21.5,5.12,0.983,0
8/17/2014,28.793,0,39,23,6.07,1.118,0
8/18/2014,28.793,0,38.5,22.5,5.83,0.666,0
8/19/2014,28.836,0,39,24,5.21,0.639,0
8/20/2014,28.836,0,38.5,24,6.02,0.66,0
8/21/2014,28.751,0,38.5,24.5,7.32,0.862,0
8/22/2014,28.709,0,38.5,21,6.42,0.862,0
8/23/2014,28.624,0,39,21,7.15,0.862,0
8/24/2014,28.582,0,39.5,23,6.07,1.034,0
8/25/2014,28.624,0,40,23.5,6.81,1.213,0
8/26/2014,28.624,0,40.5,23,6.43,0.869,0
8/27/2014,28.539,0,41,22.5,7.07,0.847,0
8/28/2014,28.455,0,40.5,23,6.89,0.878,0
8/29/2014,28.37,4.1,41.5,24.5,6.92,0.891,0
8/30/2014,28.249,0.2,37.5,24,5.5,0.878,0
8/31/2014,28.249,2.7,36.5,23.5,5.94,1.035,0
9/1/2014,28.288,0,38,23,4.69,1.006,0
9/2/2014,28.328,19.7,38,22.5,4.31,0.204,0
9/3/2014,28.412,28.3,26,24,6.34,0.899,0
9/4/2014,28.582,4.6,26,22,2.35,0.886,0
9/5/2014,28.666,0,26,21,2.07,0.722,0
9/6/2014,28.751,0,31.5,23,1.45,0.261,0
9/7/2014,28.836,0,34,21.5,2.06,0.3,0
9/8/2014,28.92,0,35.5,19.5,3.66,0.298,0
9/9/2014,28.92,0,36,19.5,4.61,0.414,0
9/10/2014,28.963,0,36.5,19.5,4.19,0.683,0
9/11/2014,28.963,0,36,22.5,4.19,0.822,0
9/12/2014,28.92,65.1,34.5,23,4.61,0.848,0
9/13/2014,29.386,206,23,22.5,4.35,0.726,0
9/14/2014,33.982,3.7,23.5,19,2.82,0.937,94.544
9/15/2014,29.386,0,28.5,19,1.44,3.69,43.694
9/16/2014,29.852,9.5,28.5,22,1.46,1.864,0
9/17/2014,30.318,0,31,22,1.18,0.38,0
9/18/2014,30.572,0.5,29.5,22,2.31,3.343,0
9/19/2014,30.699,1.9,33,22.5,2.21,2.287,0
9/20/2014,30.657,2.2,31.5,22.5,3.18,6.549,0
9/21/2014,30.487,78.9,31.5,22,2.07,2.783,0
9/22/2014,31.292,51.1,25,23,3.69,5.904,0
9/23/2014,30.106,0,29.5,20.5,1.24,1.44,86.583
9/24/2014,29.344,92.3,30.5,19,3.13,5.28,0
9/25/2014,31.334,9.9,28,19,4.48,6.584,44.58
9/26/2014,29.852,4.6,26.5,20,2.86,5.762,43
9/27/2014,29.132,7,24.5,20,1.43,0.163,21.703
9/28/2014,29.852,0,28,21.5,2.44,2.612,0
9/29/2014,30.403,0,31,21,1.69,3.063,0
9/30/2014,30.911,0,33,21,2.1,3.132,0
10/1/2014,31.292,0,32,20,4.23,5.761,0
10/2/2014,31.546,0,33.5,20,2.01,6.208,0
10/3/2014,31.72,44.1,27.5,23,2.71,6.2,0
10/4/2014,34.781,0,27.5,20,3.1,5.772,0
10/5/2014,33.539,0,30.2,17,3.4,6.34,47.86
10/6/2014,33.139,0,34,17,2.1,6.227,0
10/7/2014,33.76,0,32.5,17,2.08,6.123,0
10/8/2014,34.204,0,33,19,2.84,5.929,0
10/9/2014,34.515,0,32.5,19,2.92,6.129,0
10/10/2014,34.692,0,37.5,19,2.79,6.386,0
10/11/2014,34.826,3.7,31.5,22,2.12,6.219,0
10/12/2014,35.003,0,30,22,2.32,6.798,0
10/13/2014,34.959,0,31,21.5,3.71,6.386,0
10/14/2014,35.136,0,30,15,3.35,2.22,0
10/15/2014,35.358,0,30,10.5,3.95,2.833,0
10/16/2014,35.58,0,31,10.5,3.16,2.766,0
10/17/2014,35.758,0,32,11.5,2.05,3.074,0
10/18/2014,35.935,1,32,13.5,3.58,3.15,0
10/19/2014,36.113,116.8,26,15,1.44,3.425,0
10/20/2014,36.024,32.9,23,19,0.31,3.109,98.88
10/21/2014,33.805,22.6,26,19,3.12,2.486,0
10/22/2014,35.314,109.4,26.5,19,2.24,3.102,0
10/23/2014,35.181,1.5,23,20,5.82,2.685,292.088
10/24/2014,31.969,0,28,19.5,1.1,2.189,0
10/25/2014,34.116,0,29.5,17.5,2.32,2.278,0
10/26/2014,35.314,0,28,16,3.15,6.451,0
10/27/2014,36.157,0,27.5,16,1.28,6.956,0
10/28/2014,36.867,0,30.5,16.5,2.52,6.589,0
10/29/2014,37.368,0,29.5,17,1.15,6.301,0
10/30/2014,37.782,0,30,17,1.49,6.774,0
10/31/2014,35.048,0,27.5,16.5,3.38,6.241,48.497
11/1/2014,31.673,0,22,16,1.11,2.895,45.001
11/2/2014,31.758,0,23,13.5,1.23,2.914,0
11/3/2014,32.223,0,26,14,1.21,3.29,0
11/4/2014,32.562,0.5,23,19,2.43,2.471,0
11/5/2014,32.962,3,20,17.5,1.51,2.903,0
11/6/2014,33.317,36.9,20,15,1.9,2.889,0
11/7/2014,34.116,17.8,13.5,13,1.34,2.047,0
11/8/2014,34.826,0,24.5,11,1.43,5.573,0
11/9/2014,35.136,0,21.5,11,1.34,6.312,0
11/10/2014,35.314,0,26,11.5,1.07,7.162,0
11/11/2014,35.447,1.5,25,11,0.29,6.503,0
11/12/2014,35.58,1.3,20,12.5,1.8,6.423,0
11/13/2014,35.713,0,9,6.5,0.26,6.41,0
11/14/2014,35.802,0,12,4,0.85,5.578,0
11/15/2014,35.846,0,18.5,4.5,1.22,2.55,0
11/16/2014,35.846,0.5,25.5,5.5,1.26,6.523,0
11/17/2014,35.758,0,12,7,1.42,6.951,0
11/18/2014,35.758,0,13,5.5,1.23,5.922,0
11/19/2014,35.669,0,21,4.5,0.54,2.89,0
11/20/2014,35.58,0,29,4.5,2.27,6.519,0
11/21/2014,35.491,0,24.5,10,1.13,6.494,0
11/22/2014,35.358,0.3,27,11,1.68,6.508,0
11/23/2014,35.269,0,27,12.5,1.32,6.811,0
11/24/2014,35.092,0,22.5,10.5,1.82,7.171,0
11/25/2014,35.092,0,20.5,8,2.33,2.915,0
11/26/2014,35.225,0,24,4,1.24,3.078,0
11/27/2014,35.314,0,24,4.5,1.7,3.026,0
11/28/2014,35.403,0,22.5,5.5,1.08,3.103,0
11/29/2014,35.536,0,24.5,7,1.1,3.003,0
11/30/2014,35.624,0,26,7.5,1.12,3.35,0
12/1/2014,35.713,0,26.5,9.5,2.14,3.083,0
12/2/2014,35.758,0.7,12,11,1.87,2.882,0
12/3/2014,35.891,0.7,17,10.5,0.49,2.919,0
12/4/2014,36.024,0,21,12,0.32,2.565,0
12/5/2014,36.113,0,25,15,1.83,2.591,0
12/6/2014,36.157,5,25,15.5,1.34,2.922,0
12/7/2014,36.246,7.5,18,16,1.33,2.924,0
12/8/2014,36.29,2.5,17,14,0.38,3.459,0
12/9/2014,36.335,3.5,16,13,0.36,2.759,0
12/10/2014,36.423,2.5,18,13.5,0.4,3.066,0
12/11/2014,36.468,2,18.5,14.5,0.27,3.073,0
12/12/2014,36.468,0,22,16,0.85,3.485,0
12/13/2014,36.512,0,22.5,14.5,1.51,2.826,0
12/14/2014,36.512,0,24.5,15,1,3.399,0
12/15/2014,36.468,0,26.5,13,1.17,3.465,0
12/16/2014,36.512,9.5,20,13,0.87,3.067,0
12/17/2014,36.778,1.2,18,16,1,2.013,0
12/18/2014,36.956,1.2,19,16.5,0.65,0,0
12/19/2014,37.184,0,20,15.5,0.62,0.673,0
12/20/2014,37.368,4.4,25,13.5,0.88,0.889,0
12/21/2014,37.598,0,21,7,2.49,0.489,0
12/22/2014,37.736,0,25,9,0.97,0.866,0
12/23/2014,37.919,0,25.5,11.5,1.84,0.695,0
12/24/2014,38.103,0,18,6.5,3.56,0.66,0
12/25/2014,38.241,0,19,3,0.92,0.891,0
12/26/2014,38.379,0,24,5,1.14,0.494,0
12/27/2014,38.517,10.5,21,7,1.07,0.67,0
12/28/2014,38.701,0.5,14.5,8.5,1.82,0.93,0
12/29/2014,38.865,0,19,9,1.01,0.753,0
12/30/2014,38.655,4.2,11.5,8,0.52,4.513,0
12/31/2014,38.333,5.1,10.5,8,2.5,6.769,0
1/1/2015,38.103,0.5,9,5.5,0.59,2.188,0
1/2/2015,37.782,0.2,8,5,1.02,2.334,0
1/3/2015,37.506,0,11,6,0.27,1.718,0
1/4/2015,37.138,0,19,7,0.97,2.991,0
1/5/2015,36.69,0.5,14.5,8,1.99,7.301,0
1/6/2015,36.335,0,18,7,1.04,6.43,0
1/7/2015,36.024,8.2,18.5,8.5,0.25,6.69,0
1/8/2015,35.669,0.4,6,5.5,1.54,6.413,0
1/9/2015,35.536,6.7,8,4,0.86,3.008,0
1/10/2015,35.536,2.5,6.5,5,0.28,2.969,0
1/11/2015,35.491,0,17,4.5,0.66,2.367,0
1/12/2015,35.403,5,21.5,6,1.11,3.834,0
1/13/2015,35.358,2,8.5,6.5,1.69,3.108,0
1/14/2015,35.403,1.6,8.5,6,0.92,2.036,0
1/15/2015,35.447,0,10,6,0.75,1.843,0
1/16/2015,35.491,0,18.5,6,0.87,0.977,0
1/17/2015,35.437,0.6,23.5,6,1.05,2.308,0
1/18/2015,35.358,0,18.5,7,1.8,3.67,0
1/19/2015,35.225,0,23.5,9.5,1.88,4.299,0
1/20/2015,35.136,0,29.5,9.5,1.19,2.496,0
1/21/2015,35.092,0,22.5,9.5,3.77,2.813,0
1/22/2015,35.048,3.5,18,12,1.1,2.726,0
1/23/2015,35.048,0,11.5,7.5,0.64,2.233,0
1/24/2015,35.048,0,17,4.5,1.31,2.068,0
1/25/2015,35.048,0,18.5,5,1.21,2.189,0
1/26/2015,35.048,0,23,6.5,1.77,1.78,0
1/27/2015,35.003,0,26.5,10,1.45,2.228,0
1/28/2015,34.959,0,27.5,10,2.25,2.545,0
1/29/2015,34.87,0,26,10,2.12,2.497,0
1/30/2015,34.826,0,21.5,10,2.05,2.547,0
1/31/2015,34.826,2.7,21.5,15.5,1.02,2.491,0
2/1/2015,34.826,23,20,13.5,2.18,2.244,0
2/2/2015,35.048,16.2,11,10,1.52,0.524,0
2/3/2015,35.314,2.8,9,6,1.19,0.48,0
2/4/2015,35.403,0,22,6,0.64,0.491,0
2/5/2015,35.491,1.5,14,8,1.16,0.845,0
2/6/2015,35.58,0,13,10,1.06,0.814,0
2/7/2015,35.669,0,23.5,10,1.02,0.759,0
2/8/2015,35.758,0,30,8.5,1.75,0.808,0
2/9/2015,35.846,0,28.5,8,2.23,0.791,0
2/10/2015,35.935,0,27.5,8.5,3.9,0.902,0
2/11/2015,36.024,0,27,7.5,3.21,0.819,0
2/12/2015,36.068,50.5,17,9.5,2.43,0.842,0
2/13/2015,36.69,0,14,11.5,2.9,0.775,0
2/14/2015,36.912,2.5,16,11,1.13,0.899,0
2/15/2015,37.184,0,26,13,1.03,0.73,0
2/16/2015,37.368,3.8,29.5,15,1.7,0.772,0
2/17/2015,37.552,0,10,9,2.47,0.72,0
2/18/2015,37.736,0,18,7,0.41,0.785,0
2/19/2015,37.828,0,22.5,6.5,1.16,0.886,0
2/20/2015,37.965,0,26,6.5,1.11,0.894,0
2/21/2015,38.103,0,29,10,1.73,0.94,0
2/22/2015,38.195,1.2,26.5,10.5,2.01,1.056,0
2/23/2015,38.195,1.4,13,11,2.82,1.003,0
2/24/2015,38.103,1.1,14,4,0.86,0.892,0
2/25/2015,37.919,0,20,4.5,0.35,0.558,0
2/26/2015,37.736,2.5,23.5,6,2.12,0.688,0
2/27/2015,37.552,4,11,6,3.35,0.912,0
2/28/2015,37.414,0.8,10.5,5.5,0.46,0.842,0
3/1/2015,37.322,0.3,13,6,1.41,0.699,0
3/2/2015,37.184,3.2,14.5,9,0.41,4.162,0
3/3/2015,37.046,0,23,11,0.97,3.889,0
3/4/2015,36.867,3,28,11.5,1.24,4.199,0
3/5/2015,36.69,0,11,8,4.64,4.404,0
3/6/2015,36.468,0,9.5,7,1.39,4.535,0
3/7/2015,36.335,0,15.5,6.5,1.63,3.671,0
3/8/2015,36.157,10,15,7,1.48,4.03,0
3/9/2015,36.068,8,25,11,1.4,3.937,0
3/10/2015,36.201,42.4,17.5,13,1.4,0.834,0
3/11/2015,37.276,2.5,20,14,1.38,0.934,0
3/12/2015,37.736,0.1,22.5,11,2.04,4.126,0
3/13/2015,37.874,6.9,18.5,11,1.95,4.709,0
3/14/2015,38.057,6,16.5,13,1.15,4.15,0
3/15/2015,38.195,1.5,18.5,13,1.02,3.984,0
3/16/2015,38.287,4.9,17,14,1.33,3.548,0
3/17/2015,38.333,16.5,22.5,14,1.19,3.801,0
3/18/2015,38.563,0,22.5,15.5,2.14,4.203,0
3/19/2015,38.655,0,25,15.5,1.22,1.152,0
3/20/2015,38.655,18.2,25.5,14.5,2.06,4.997,0
3/21/2015,37.552,2.1,24.5,17.5,2.15,4.801,25.944
3/22/2015,35.403,0,28.5,17,1.15,4.803,24.957
3/23/2015,35.447,0,29.5,16,2.61,6.321,0
3/24/2015,35.536,0,31,15,4.27,4.401,0
3/25/2015,35.536,0,24.5,14.5,2.78,4.904,0
3/26/2015,35.447,0,26.5,17.5,3.36,5.184,0
3/27/2015,35.447,0,27,13.5,1.26,5.028,0
3/28/2015,35.58,0,29.5,9.5,2.49,1.224,0
3/29/2015,35.669,0,32,10,3.46,3.135,0
3/30/2015,35.846,0,31.5,12,4.63,2.497,0
3/31/2015,36.024,0,27,13.5,3.72,1.123,0
4/1/2015,36.246,0,27,18.5,2.59,1.369,0
4/2/2015,36.379,0,33,15.5,2.69,1.218,0
4/3/2015,36.556,5,32,16.5,2.8,1.306,0
4/4/2015,36.734,7.5,22.5,19.5,2.94,1.267,0
4/5/2015,37.046,0,28,15,1.52,0.873,0
4/6/2015,37.276,0,26,15.5,2.35,0.838,0
4/7/2015,37.368,0,28.5,18.5,1.19,0.811,0
4/8/2015,37.506,0.3,27.5,19,1.78,1.116,0
4/9/2015,37.414,0,28.5,19.5,1.22,3.074,0
4/10/2015,37.322,2.5,29.5,20.5,2.57,4.364,0
4/11/2015,37.184,2.3,27.5,21,1.63,4.261,0
4/12/2015,37.184,11.3,28,20,1.54,4.186,0
4/13/2015,37.184,0,30,18.5,2.12,3.141,0
4/14/2015,36.912,2.4,22,18.5,2.85,3.6,0
4/15/2015,36.512,0,24,18.5,1.06,3.713,0
4/16/2015,36.201,0,29.5,18,1.95,6.995,0
4/17/2015,35.758,0,31,18,2.29,7.165,0
4/18/2015,35.536,0,33.5,18,3.76,3.385,0
4/19/2015,35.447,0,31.5,17,3.3,4.003,0
4/20/2015,35.314,5,25.5,17,3.44,3.788,0
4/21/2015,35.225,0,23,17,1.21,3.511,0
4/22/2015,35.136,0,29.5,17.5,1.07,3.394,0
4/23/2015,35.048,1.2,32.5,20,2.09,3.686,0
4/24/2015,34.959,0,34.5,21,2.74,3.77,0
4/25/2015,34.826,0,35.5,21.5,3.99,3.789,0
4/26/2015,34.648,0,37.5,20.5,4.33,0,0
4/27/2015,34.471,0,33.5,20.5,4.48,4.242,0
4/28/2015,34.204,0,28.5,14.5,7.13,3.738,0
4/29/2015,33.982,0,27,15.5,5.64,3.765,0
4/30/2015,33.849,2.9,28,13,4.39,3.772,0
5/1/2015,33.716,0,31,12.5,3.64,3.781,0
5/2/2015,33.539,0.2,26.5,14.5,5.02,3.88,0
5/3/2015,33.317,0.5,24.5,18,2.09,3.848,0
5/4/2015,33.184,25.5,24.5,20,2.12,3.509,0
5/5/2015,33.361,0,28.5,21,2.22,3.038,0
5/6/2015,33.228,0,30.5,21.5,2.13,3.52,0
5/7/2015,33.05,0.3,33,22,2.1,3.814,0
5/8/2015,32.873,5.5,30.5,22.5,4.52,3.8,0
5/9/2015,32.784,1,36,19,3.16,3.433,0
5/10/2015,32.562,0,33,19,3.61,4.238,0
5/11/2015,32.35,40.5,30,22,4.72,4.482,0
5/12/2015,32.435,15.7,27.5,21,1.76,3.854,0
5/13/2015,32.962,0.2,29,20,3.21,2.926,0
5/14/2015,32.962,1.3,31,21,1.67,2.978,0
5/15/2015,32.917,0,32,21,2.1,2.908,0
5/16/2015,32.873,0,34.5,20,4.08,3.074,0
5/17/2015,32.74,33,35,20.5,5.12,3.434,0
5/18/2015,33.317,1.1,30.5,22,5.05,3.732,0
5/19/2015,33.272,2.8,28.5,22.5,1.45,3.423,0
5/20/2015,33.272,0.2,31,23,2.04,3.531,0
5/21/2015,33.184,3.7,26.5,23,2.51,3.507,0
5/22/2015,33.184,0,29.5,21,2.49,3.358,0
5/23/2015,33.095,10.3,32,21.5,3.86,3.346,0
5/24/2015,33.006,8.8,31,20,4.06,3.742,0
5/25/2015,33.006,0,33.5,20,2.88,3.975,0
5/26/2015,32.917,0.3,30,20.5,5.21,3.607,0
5/27/2015,32.784,0,31,24,1.63,3.282,0
5/28/2015,32.651,0,31,24,2.8,3.604,0
5/29/2015,32.52,0,29.5,23,2.2,3.66,0
5/30/2015,32.393,23,32,23,1.54,3.711,0
5/31/2015,32.828,0,29.5,18.5,4.71,3.755,0
6/1/2015,32.828,0,31,19,5.89,3.683,0
6/2/2015,32.74,0,32.5,18.5,4.36,3.59,0
6/3/2015,32.651,0,33.5,19.5,5.05,3.573,0
6/4/2015,32.52,10.5,32,21,5.01,3.447,0
6/5/2015,32.478,0,30.5,23,3.22,3.608,0
6/6/2015,32.308,0,30,22.5,3.62,3.788,0
6/7/2015,32.096,0,30,22.5,1.76,3.871,0
6/8/2015,31.927,0,32,22,2.15,3.953,0
6/9/2015,31.8,0,31.5,22,2.91,3.714,0
6/10/2015,31.631,0,33.5,22.5,3.18,3.685,0
6/11/2015,31.461,0,34,23,4.68,3.552,0
6/12/2015,31.249,0,33.5,23.5,3.3,4.032,0
6/13/2015,31.08,0,35.5,24.5,4.46,3.765,0
6/14/2015,30.784,25.2,35,25,6.44,4.581,0
6/15/2015,30.741,0,34,24,4.94,4.358,0
6/16/2015,30.614,0,32.5,21.5,4.41,3.986,0
6/17/2015,30.36,21.5,33.5,21.5,4.28,4.107,0
6/18/2015,30.36,34,29,23,2.84,3.844,0
6/19/2015,30.445,17,31.5,22.5,2.03,4.051,0
6/20/2015,30.784,16,32.5,22.5,5.13,3.82,0
6/21/2015,31.038,16.2,30,23,2.67,3.939,0
6/22/2015,31.207,5.3,28,22,3.11,3.626,0
6/23/2015,31.377,0,31.5,21.5,1.29,3.155,0
6/24/2015,31.461,5.3,31.5,22,2.11,3.576,0
6/25/2015,31.546,0,31.5,22,3.64,2.996,0
6/26/2015,31.546,0,34,21,2.22,3.55,0
6/27/2015,31.471,22.3,33.5,21.5,5.79,3.459,0
6/28/2015,31.471,0,32.5,19.5,4.74,4.122,0
6/29/2015,31.377,0,30.5,20.5,5.38,3.998,0
6/30/2015,31.207,0,32.5,21,2.84,3.532,0
7/1/2015,31.122,0,29,21.5,3.33,4.071,0
7/2/2015,30.953,0,32.5,21,2.57,4.013,0
7/3/2015,30.741,0,33,21,3.32,4.005,0
7/4/2015,30.614,0,32,21.5,3.92,3.739,0
7/5/2015,30.36,0,32.5,21.5,3.42,4.652,0
7/6/2015,30.191,0,35.5,22,3.48,1.146,0
7/7/2015,30.106,0,33.5,22.5,5.18,3.174,0
7/8/2015,30.064,0,33.5,22,3.26,2.336,0
7/9/2015,29.937,0,36,20.5,8.1,2.481,0
7/10/2015,29.852,0,35.5,20,6.36,2.618,0
7/11/2015,29.767,0,36,21,6.42,2.595,0
7/12/2015,29.598,0,36.5,21,6.38,2.711,0
7/13/2015,29.386,0,37.5,21,5.87,3.183,0
7/14/2015,29.302,0,37,20.5,6.27,2.334,0
7/15/2015,29.217,0,36,21.5,5.7,2.421,0
7/16/2015,29.048,0,35.5,23,5.21,2.748,0
7/17/2015,28.878,0,36.5,22.5,5.24,3.037,0
7/18/2015,28.666,0,38.5,23,5.23,3.085,0
7/19/2015,28.582,0,37.5,23,6.66,2.298,0
7/20/2015,28.539,0,37.5,22.5,6.11,1.793,0
7/21/2015,28.539,0,38,23.5,5.02,1.087,0
7/22/2015,28.497,0,38,23.5,6.52,1.518,0
7/23/2015,28.497,0,38,24,6.08,1.518,0
7/24/2015,28.497,0,38.5,24.5,6.19,0.99,0
7/25/2015,28.539,0,40.5,25,6.2,0.893,0
7/26/2015,28.582,0,40.5,25,6.98,1.053,0
7/27/2015,28.624,0,39.5,24.5,6.89,1.044,0
7/28/2015,28.666,0,39,23,5.86,0.875,0
7/29/2015,28.666,0,38.5,23.5,6.58,0.16,0
7/30/2015,28.709,0,38.5,24.5,7.7,0.194,0
7/31/2015,28.709,0,39.5,22.5,6.81,0.638,0
8/1/2015,28.751,0,39.5,22,5.83,0.782,0
8/2/2015,28.751,0,39,22.5,8.1,0.989,0
8/3/2015,28.751,0,39.5,22.5,6.25,1.005,0
8/4/2015,28.793,0,39.5,22.5,5.6,0.838,0
8/5/2015,28.793,0,39.5,24.5,7.46,0.853,0
8/6/2015,28.793,0,41,25,6.67,0.841,0
8/7/2015,28.793,0,40,24.5,7.04,0.835,0
8/8/2015,28.751,0,40,24,7.19,0.815,0
8/9/2015,28.751,0,40.5,25,6.79,1.141,0
8/10/2015,28.751,0,40,25,6.18,0.984,0
8/11/2015,28.751,0,38.5,24.5,6.82,0.817,0
8/12/2015,28.751,0,39.5,23.5,6.63,0.823,0
8/13/2015,28.709,0,40,22,7.27,0.819,0
8/14/2015,28.709,0,40.5,21.5,6.94,0.902,0
8/15/2015,28.666,0,40.5,23,6.28,0.974,0
8/16/2015,28.709,0,39.5,23,5.45,0.988,0
8/17/2015,28.709,0,39,20.5,7.05,0.926,0
8/18/2015,28.709,0,39.5,20,4.92,0.841,0
8/19/2015,28.709,13.5,41.5,21,5.87,0.818,0
8/20/2015,28.709,14.5,36.5,20.5,6.49,0.774,0
8/21/2015,28.92,0,34,20,4.23,0.833,0
8/22/2015,28.878,0.3,35.5,21,5.02,0.99,0
8/23/2015,28.878,0,37,22,2.11,0.985,0
8/24/2015,28.878,1.3,37.5,23.5,6.21,0.981,0
8/25/2015,28.92,0,36.5,23.5,5.18,0.797,0
8/26/2015,28.92,0,36,22.5,5.11,0.832,0
8/27/2015,28.92,0,37.5,22.5,4.85,0.697,0
8/28/2015,28.92,0,37.5,20.5,6.14,0.84,0
8/29/2015,28.878,0,36.5,20,6.96,0.843,0
8/30/2015,28.836,0,36.5,19.5,5.15,1.025,0
8/31/2015,28.92,7.3,37,22.5,5.55,0.825,0
9/1/2015,28.963,0,33,21,5.4,0.591,0
9/2/2015,29.005,0,35.5,21,2.69,0.591,0
9/3/2015,29.005,0.2,36,23.5,5.16,0.594,0
9/4/2015,29.005,0,35.5,23,2.36,0.782,0
9/5/2015,29.005,0,38.5,23,4.36,0.894,0
9/6/2015,29.005,0,38.5,23.5,5.94,1.094,0
9/7/2015,29.005,0,37.5,24,5.42,0.985,0
9/8/2015,29.005,0,38.5,23.5,5.36,0.838,0
9/9/2015,28.963,0,38,23,4.66,0.827,0
9/10/2015,28.963,0,36.5,24,5.12,0.835,0
9/11/2015,28.92,105.5,36.5,23.5,4.41,0.858,0
9/12/2015,30.021,0,24.5,20,5.24,0.855,0
9/13/2015,30.191,0,31.5,19.5,1.33,0.607,0
9/14/2015,30.276,0,29.5,19.5,2.5,0.659,0
9/15/2015,30.36,17.8,31,22,2.5,0.571,0
9/16/2015,30.487,0,29.5,23,2.2,0.64,0
9/17/2015,30.614,0,31.5,21.5,1.27,0.75,0
9/18/2015,30.699,0,34,21.5,2.11,0.636,0
9/19/2015,30.699,32.3,32.5,23.5,3.23,0.58,0
9/20/2015,31.038,0.3,32,23.5,4.19,0.779,0
9/21/2015,31.165,1.5,34,23,3.43,0.881,0
9/22/2015,31.249,19.5,31.5,23,3.1,0.6,0
9/23/2015,31.673,0.8,30.5,23.5,2.37,0.629,0
9/24/2015,31.8,0,31,21,1.53,0.609,0
9/25/2015,31.885,0.7,32.5,20.5,3.09,0.438,0
9/26/2015,32.012,0,34,19.5,2.88,0.276,0
9/27/2015,32.064,0,33.5,18.5,4.02,0.212,0
9/28/2015,32.139,0,35,18.5,2.44,0.355,0
9/29/2015,32.181,0,36,18,3.21,0.284,0
9/30/2015,32.223,0,34.5,18,4.23,0.285,0
10/1/2015,32.266,0,36,20.5,1.74,0.283,0
10/2/2015,32.35,0,35.5,17.5,3.84,0.287,0
10/3/2015,32.435,0,33,17.5,4.52,0.282,0
10/4/2015,32.478,0,27.5,20,3.92,0.324,0
10/5/2015,32.478,6.9,25,21.5,1.36,0.333,0
10/6/2015,32.607,4.1,26,21.5,1.05,0.298,0
10/7/2015,32.651,2,30.5,21.5,0.92,0.316,0
10/8/2015,32.695,0,27.5,21,1.38,0.399,0
10/9/2015,32.695,0,25,21.5,2.11,0.713,0
10/10/2015,32.607,0,29.5,21.5,1.13,2.293,0
10/11/2015,32.435,0,33,20,1.36,2.745,0
10/12/2015,32.266,0,36,19.5,2.24,2.786,0
10/13/2015,32.096,8,36.5,19,2.65,2.34,0
10/14/2015,32.096,0,33,20,4.17,2.229,0
10/15/2015,31.969,0,32.5,18.5,1.67,2.26,0
10/16/2015,31.842,29.3,32,18.5,3.64,2.545,0
10/17/2015,32.096,0,28,18,3.91,2.636,0
10/18/2015,32.012,0,27.5,18.5,2.07,2.776,0
10/19/2015,31.885,0,26,18.5,1.02,2.621,0
10/20/2015,31.8,0,26.5,19,1.59,2.279,0
10/21/2015,31.758,2,30,19,1.41,2.303,0
10/22/2015,31.673,0,29,18,1.84,2.331,0
10/23/2015,31.631,6.8,28,23,1.79,2.343,0
10/24/2015,31.504,22.5,23,22,1.98,2.409,0
10/25/2015,31.588,0,29,17.5,1.91,2.629,0
10/26/2015,31.461,0,27.5,13.5,2.26,2.713,0
10/27/2015,31.419,0,29,12.5,2.9,2.248,0
10/28/2015,31.377,0,31,12,2.11,2.19,0
10/29/2015,31.334,6.5,30.5,14,1.79,2.204,0
