fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar,nombre_estacion
7/1/2017 0:00,121,108,19.4,33.7,34.9,,992,0,230,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 0:10,121,134,20.9,35.6,34.8,,992.1,0,157,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 0:20,127,127,25.9,37.3,34.6,,992.2,0,187,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 0:30,130,132,24.5,37.8,34.2,,992.4,0,151,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 0:40,130,138,26,37.1,33.6,,992.6,0,118,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 0:50,127,128,24.3,33.5,33.3,,992.8,0,86,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 1:00,129,134,27.1,39.6,32.9,,993,0,47,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 1:10,128,130,29.8,47.8,32.5,,993.1,0,29,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 1:20,124,132,26.4,36.4,32.4,,993.2,0,15,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 1:30,126,116,26.4,39.6,32.1,,993.3,0,4,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 1:40,124,126,27.5,41.9,31.9,,993.4,0,1,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 1:50,124,135,24.8,37.5,31.8,,993.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 2:00,125,148,23.7,35.5,32.7,,993.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 2:10,126,124,24.5,35.1,31.5,,993.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 2:20,130,117,25.5,40.5,31.5,,993.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 2:30,131,150,25.9,35.8,31.4,,993.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
7/1/2017 2:40,128,121,22.9,37.4,31.2,,993.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
