Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
 , ,deg,deg,kph,kph,C,%,mbar,mm,W/m^2
2008 nov 01,0:00,16,204,0,0,26,66,1007.3,0,1
2008 nov 01,0:10,16,204,0,0,25.8,69,1007.3,0,-3
2008 nov 01,0:20,16,204,0,0,25.5,69,1007.4,0,-4
2008 nov 01,0:30,16,204,0,0,25.4,69,1007.5,0,-4
2008 nov 01,0:40,16,204,0,0,25.3,69,1007.6,0,-4
2008 nov 01,0:50,16,204,0,0,25.2,69,1007.6,0,-4
2008 nov 01,1:00,16,204,0,0,25,69,1007.7,0,-4
2008 nov 01,1:10,16,204,0,0,24.9,70,1007.7,0,-4
2008 nov 01,1:30,16,204,0,0,24.8,70,1007.9,0,-4
2008 nov 01,1:40,16,204,0,0,24.3,67,1008.1,0,-4
2008 nov 01,1:50,16,204,0,0,23.9,68,1008.2,0,-4
2008 nov 01,2:00,16,204,0,0,23.8,70,1008.2,0,-4
2008 nov 01,2:10,16,204,0,0,23.6,72,1008.3,0,-3
2008 nov 01,2:20,16,204,0,0,23.4,74,1008.3,0,-3
2008 nov 01,2:30,16,204,0,0,23.4,75,1008.3,0,-3
2008 nov 01,2:40,16,204,0,0,23.2,75,1008.3,0,-3
2008 nov 01,2:50,16,204,0,0,23.1,77,1008.3,0,-3
2008 nov 01,3:00,16,204,0,0,22.9,78,1008.4,0,-3
2008 nov 01,3:10,16,204,0,0,22.7,79,1008.5,0,-3
2008 nov 01,3:20,16,204,0,0,22.7,79,1008.5,0,-3
2008 nov 01,3:30,16,204,0,0,22.5,80,1008.6,0,-3
2008 nov 01,3:40,16,204,0,0,22.3,81,1008.6,0,-3
2008 nov 01,3:50,16,204,0,0,22,81,1008.7,0,-3
2008 nov 01,4:00,16,204,0,0,21.7,82,1008.7,0,-3
2008 nov 01,4:10,16,204,0,0,21.5,82,1008.8,0,-3
2008 nov 01,4:20,16,204,0,0,21.4,82,1008.8,0,-3
2008 nov 01,4:30,16,204,0,0,21.2,82,1008.8,0,-3
2008 nov 01,4:40,16,204,0,0,21,83,1008.9,0,-3
2008 nov 01,4:50,16,204,0,0,21,83,1008.9,0,-3
2008 nov 01,5:00,16,204,0,0,21,83,1008.8,0,-3
2008 nov 01,5:10,16,204,0,0,21,83,1008.8,0,-3
2008 nov 01,5:20,16,204,0,0,20.9,83,1008.8,0,-3
2008 nov 01,5:30,16,204,0,0,20.8,83,1008.8,0,-3
2008 nov 01,5:40,16,204,0,0,20.7,84,1008.8,0,-3
2008 nov 01,5:50,16,204,0,0,20.7,84,1008.9,0,-3
2008 nov 01,6:00,16,204,0,0,20.6,84,1008.9,0,-2
2008 nov 01,6:10,16,204,0,0,20.6,84,1008.8,0,-2
2008 nov 01,6:20,16,204,0,0,20.6,84,1008.8,0,-2
2008 nov 01,6:30,16,204,0,0,20.6,85,1008.7,0,-2
2008 nov 01,6:40,16,204,0,0,20.6,86,1008.7,0,-2
2008 nov 01,6:50,16,204,0,0,20.6,87,1008.6,0,-2
2008 nov 01,7:00,16,204,0,0,20.7,87,1008.6,0,-2
2008 nov 01,7:10,16,204,0,0,20.6,89,1008.6,0,-2
2008 nov 01,7:20,16,204,0,0,20.6,89,1008.6,0,-3
2008 nov 01,7:30,16,204,0,0,20.6,89,1008.6,0,-3
2008 nov 01,7:40,16,204,0,0,20.5,89,1008.6,0,-3
2008 nov 01,7:50,16,204,0,0,20.2,88,1008.6,0,-2
2008 nov 01,8:00,16,204,0,0,19.9,89,1008.6,0,-2
2008 nov 01,8:10,16,204,0,0,19.6,90,1008.5,0,-2
2008 nov 01,8:20,16,204,0,0,19.4,89,1008.4,0,-3
