nombre_estacion,fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 0:00,16,204,0,0,22.9,52,985,0,116
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 0:10,16,204,0,0,22.5,56,984.7,0,85
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 0:20,16,204,0,0,21.8,59,984.6,0,39
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 0:30,16,204,0,0,21.3,61,984.8,0,9
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 0:40,16,204,0,0,21,62,984.8,0,1
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 0:50,16,204,0,0,20.6,64,984.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 1:00,16,204,0,0,20.5,64,984.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 1:10,16,204,0,0,20.2,66,984.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 1:20,16,204,0,0,19.8,68,984.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 1:30,16,204,0,0,19.5,69,984.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 1:40,16,204,0,0,19.2,70,984.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 1:50,16,204,0,0,18.9,73,984.6,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 2:00,16,204,0,0,18.6,74,984.6,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 2:10,16,204,0,0,18.4,75,984.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 2:20,16,204,0,0,18.2,76,984.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 2:30,16,204,0,0,18.1,78,984.5,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 2:40,16,204,0,0,18,78,984.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 2:50,16,204,0,0,17.9,78,984.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 3:00,16,204,0,0,17.8,78,984.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 3:10,16,204,0,0,17.7,79,984.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 3:20,16,204,0,0,17.4,80,985,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 3:30,16,204,0,0,17.3,80,985.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 3:40,16,204,0,0,17.2,80,985.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 3:50,16,204,0,0,17.1,80,985.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 4:00,16,204,0,0,16.9,79,985.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 4:10,16,204,0,0,16.6,81,985.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 4:20,16,204,0,0,16.4,81,985.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 4:30,16,204,0,0,16.1,81,986,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 4:40,16,204,0,0,15.8,82,986,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 4:50,16,204,0,0,15.3,84,985.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 5:00,16,204,0,0,15.2,86,985.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 5:10,16,204,0,0,15.6,84,985.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 5:20,16,204,0,0,15.5,83,987,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 5:30,16,204,0,0,15,85,987.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 5:40,16,204,0,0,14.8,85,988.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 5:50,16,204,0,0,14.7,87,989.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 6:00,16,204,0,0,15.2,86,989.5,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 6:10,16,204,0,0,15.6,84,989.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 6:20,16,204,0,0,15.8,83,989.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 6:30,16,204,0,0,15.7,84,990,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 6:40,16,204,0,0,15.5,84,990,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 6:50,16,204,0,0,15.3,86,990.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 7:00,16,204,0,0,15,86,990.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 7:10,16,204,0,0,14.8,88,990.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 7:20,16,204,0,0,14.7,88,990.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 7:30,16,204,0,0,14.7,89,990.6,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 7:40,16,204,0,0,14.7,88,990.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 7:50,16,204,0,0,14.7,89,990.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 8:00,16,204,0,0,14.5,89,990.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 8:10,16,204,0,0,14.4,90,991.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 8:20,16,204,0,0,14.3,91,991.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 8:30,16,204,0,0,14.2,91,991.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 8:40,16,204,0,0,14,92,991.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 8:50,16,204,0,0,13.8,93,991.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 9:00,16,204,0,0,13.6,93,991.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 9:10,16,204,0,0,13.5,93,991.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 9:20,16,204,0,0,13.3,95,991.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 9:30,16,204,0,0,13.1,95,991.5,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 9:40,16,204,0,0,13.1,95,991.6,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 9:50,16,204,0,0,13,95,991.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 10:00,16,204,0,0,12.9,96,991.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 10:10,16,204,0,0,12.8,96,991.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 10:20,16,204,0,0,12.8,97,991.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 10:30,16,204,0,0,12.7,97,991.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 10:40,16,204,0,0,12.8,97,991.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 10:50,16,204,0,0,12.7,97,991.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 11:00,16,204,0,0,12.6,96,991.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 11:10,16,204,0,0,12.4,97,991.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 11:20,16,204,0,0,12.3,98,992,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 11:30,16,204,0,0,12.2,98,992,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 11:40,16,204,0,0,12.1,99,992.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 11:50,16,204,0,0,12.2,98,992.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 12:00,16,204,0,0,12.3,97,992.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 12:10,16,204,0,0,12.3,96,992.5,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 12:20,16,204,0,0,12.2,96,992.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 12:30,16,204,0,0,12,97,992.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 12:40,16,204,0,0,12,96,992.9,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 12:50,16,204,0,0,12,96,993,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 13:00,16,204,0,0,11.9,96,993,0,0
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 13:10,16,204,0,0,11.8,96,993.1,0,7
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 13:20,16,204,0,0,11.8,97,993.1,0,23
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 13:30,16,204,0,0,11.8,97,993.3,0,47
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 13:40,16,204,0,0,12.1,96,993.5,0,78
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 13:50,16,204,0,0,12.6,94,993.7,0,111
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 14:00,16,204,0,0,13.2,91,993.9,0,146
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 14:10,16,204,0,0,13.9,88,994,0,184
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 14:20,16,204,0,0,14.6,84,994.1,0,223
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 14:30,16,204,0,0,15.1,81,994.2,0,266
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 14:40,16,204,0,0,15.4,79,994.3,0,315
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 14:50,16,204,0,0,15.8,78,994.3,0,358
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 15:00,16,204,0,0,16.1,76,994.4,0,395
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 15:10,16,204,0,0,16.5,75,994.5,0,422
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 15:20,16,204,0,0,16.9,72,994.6,0,466
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 15:30,16,204,0,0,17.3,71,994.6,0,491
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 15:40,16,204,0,0,17.8,69,994.6,0,504
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 15:50,16,204,0,0,18.3,68,994.6,0,526
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 16:00,16,204,0,0,18.7,66,994.5,0,497
"PRESA EL CUCHILLO, NL (ECHA)",3/1/2010 16:10,16,204,0,0,18.9,65,994.5,0,569
