Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
2001 Jun 01,0:00,35,42,17.4,22.9,35.6,40,989.2,0,84
2001 Jun 01,0:10,48,55,17.7,25.2,35.3,42,989.4,0,82
2001 Jun 01,0:20,80,73,22.9,37.3,35,45,989.5,0,122
2001 Jun 01,0:30,76,85,25.9,36.2,34.2,50,989.7,0,79
2001 Jun 01,0:40,94,84,25.1,35,33.7,52,989.9,0,60
2001 Jun 01,0:50,100,97,28.1,36.2,33,54,990.2,0,57
2001 Jun 01,1:00,99,109,27,33.9,32.5,56,990.5,0,34
2001 Jun 01,1:10,101,104,24.7,33.3,32.2,57,990.4,0,18
2001 Jun 01,1:20,103,112,22.1,29.8,31.9,58,990.4,0,5
2001 Jun 01,1:30,106,106,21.9,29.8,31.6,59,990.5,0,-1
2001 Jun 01,1:40,103,100,23.9,29.2,31.5,60,990.7,0,-2
2001 Jun 01,1:50,104,109,22.7,29.8,31.4,60,990.9,0,-2
2001 Jun 01,2:00,103,89,20.4,29.2,31.3,61,991,0,-2
2001 Jun 01,2:10,107,121,21.7,28.7,31,65,991.2,0,-2
2001 Jun 01,2:20,105,101,21.2,29.2,30.7,66,991.4,0,-2
2001 Jun 01,2:30,105,95,20.4,29.8,30.6,66,991.7,0,-2
2001 Jun 01,2:40,107,114,18.4,24.1,30.5,66,991.9,0,-2
2001 Jun 01,2:50,108,90,17.6,25.2,30.4,66,992.2,0,-2
2001 Jun 01,3:00,104,106,18.7,28.1,30.3,67,992.5,0,-2
2001 Jun 01,3:10,106,105,19,25.8,30.3,66,992.7,0,-2
2001 Jun 01,3:20,103,93,20.4,28.7,30.2,66,992.8,0,-2
2001 Jun 01,3:30,103,119,20.9,27.5,30,66,992.9,0,-2
2001 Jun 01,3:40,102,100,20.6,28.1,29.8,67,993,0,-2
2001 Jun 01,3:50,103,107,21.1,26.9,29.6,68,993.1,0,-2
2001 Jun 01,4:00,103,102,20.5,28.1,29.5,68,993.1,0,-2
2001 Jun 01,4:10,101,106,18.7,24.1,29.3,69,993.1,0,-2
2001 Jun 01,4:20,103,113,19.8,26.9,29.1,70,993.1,0,-2
2001 Jun 01,4:30,106,112,20.7,26.9,28.9,72,993.2,0,-2
2001 Jun 01,4:40,105,107,22.4,28.7,28.7,73,993.3,0,-2
2001 Jun 01,4:50,103,108,21.9,28.7,28.6,74,993.5,0,-2
2001 Jun 01,5:00,103,107,20.1,27.5,28.4,75,993.7,0,-2
2001 Jun 01,5:10,105,108,19,25.8,28.3,75,993.6,0,-2
2001 Jun 01,5:20,106,93,20.1,26.4,28.2,75,993.7,0,-2
2001 Jun 01,5:30,106,107,19.4,26.4,28.1,74,993.6,0,-2
2001 Jun 01,5:40,111,106,19.5,27.5,28.1,74,993.6,0,-2
2001 Jun 01,5:50,105,94,18.6,25.8,28,74,993.6,0,-2
2001 Jun 01,6:00,108,111,19.9,25.8,27.9,75,993.5,0,-2
2001 Jun 01,6:10,107,104,17.9,22.3,27.7,77,993.3,0,-2
2001 Jun 01,6:20,107,105,16.6,25.8,27.6,77,993.3,0,-2
2001 Jun 01,6:30,106,114,16.3,21.8,27.4,78,993.2,0,-2
2001 Jun 01,6:40,107,111,14.1,20,27.3,79,993.2,0,-2
2001 Jun 01,6:50,110,109,12.7,17.7,27.2,80,993.1,0,-3
2001 Jun 01,7:00,109,125,10.7,16,27.1,80,993.1,0,-3
2001 Jun 01,7:10,115,92,9.5,14.3,27,81,993.1,0,-3
2001 Jun 01,7:20,106,109,10,13.1,27,81,993.2,0,-3
2001 Jun 01,7:30,133,150,8.8,15.4,26.9,82,993.1,0,-3
2001 Jun 01,7:40,137,150,7.8,12,26.8,82,993.2,0,-3
2001 Jun 01,7:50,119,115,7.8,11.4,26.6,83,993.1,0,-3
2001 Jun 01,8:00,117,93,6.5,10.8,26.6,84,993.1,0,-3
2001 Jun 01,8:10,144,153,9.4,14.3,26.5,84,992.9,0,-3
2001 Jun 01,8:20,135,162,10.1,16,26.4,85,992.7,0,-3
2001 Jun 01,8:30,110,122,11,16.6,26.3,86,992.7,0,-3
2001 Jun 01,8:40,107,107,11.1,16,26.2,87,992.6,0,-3
2001 Jun 01,8:50,108,103,9.1,13.1,26.2,88,992.6,0,-3
2001 Jun 01,9:00,102,104,9.8,13.7,26.1,88,992.6,0,-3
2001 Jun 01,9:10,108,100,9.3,14.3,26,89,992.6,0,-3
2001 Jun 01,9:20,107,113,10.2,13.1,25.9,89,992.5,0,-3
2001 Jun 01,9:30,104,108,9.7,12.5,25.9,90,992.5,0,-3
2001 Jun 01,9:40,102,100,8.4,10.8,25.8,90,992.5,0,-3
2001 Jun 01,9:50,90,82,9.3,12.5,25.7,91,992.6,0,-3
2001 Jun 01,10:00,98,97,7.8,10.2,25.6,91,992.6,0,-3
2001 Jun 01,10:10,88,86,7.5,10.8,25.5,92,992.7,0,-3
2001 Jun 01,10:20,99,92,8.7,10.8,25.4,92,992.7,0,-3
2001 Jun 01,10:30,106,98,8.4,11.4,25.4,93,992.8,0,-3
2001 Jun 01,10:40,88,86,8.5,13.1,25.3,93,992.8,0,-3
