Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
 , ,deg,deg,kph,kph,C,%,mbar,mm,W/m^2
2005 Jun 01,0:00,208,202,6.3,8.5,37.2,40,986.2,0,242
2005 Jun 01,0:10,205,192,6.3,7.9,37.6,39,986.2,0,181
2005 Jun 01,0:20,198,193,5.2,6.2,37.7,40,986.2,0,161
2005 Jun 01,0:30,113,106,11.1,35,37.6,40,986.4,0,123
2005 Jun 01,0:40,110,96,28.8,40.8,36.5,45,986.7,0,86
2005 Jun 01,0:50,118,129,30.8,45.4,35.4,50,986.9,0,58
2005 Jun 01,1:00,126,127,29.3,39.6,34.6,52,987.1,0,37
2005 Jun 01,1:10,125,124,30.1,39.6,34.2,53,987.1,0,22
2005 Jun 01,1:20,126,104,27.2,36.2,33.8,53,987.2,0,9
2005 Jun 01,1:30,132,131,28,35,33.4,56,987.3,0,1
2005 Jun 01,1:40,132,136,25.6,35,33,57,987.4,0,-2
2005 Jun 01,1:50,137,137,26.9,34.4,32.6,59,987.5,0,-2
2005 Jun 01,2:00,134,144,27.7,38.5,32.3,59,987.6,0,-3
2005 Jun 01,2:10,127,137,24.3,31.6,32,60,987.8,0,-3
2005 Jun 01,2:20,125,129,22,30.4,31.7,59,988,0,-3
2005 Jun 01,2:30,133,133,24.3,39.6,31.5,61,988.2,0,-3
2005 Jun 01,2:40,130,132,30.5,37.9,31.2,60,988.4,0,-2
2005 Jun 01,2:50,130,125,26.5,32.1,30.9,61,988.5,0,-3
2005 Jun 01,3:00,131,125,27.3,44.8,30.6,63,988.6,0,-3
2005 Jun 01,3:10,133,136,30.2,38.5,30.3,64,988.7,0,-2
2005 Jun 01,3:20,132,137,23,31.6,30,65,988.7,0,-3
2005 Jun 01,3:30,129,124,26.1,37.9,29.8,64,988.9,0,-3
2005 Jun 01,3:40,129,119,26.9,36.2,29.6,64,989,0,-3
2005 Jun 01,3:50,132,123,23.5,31.6,29.4,65,989.1,0,-3
2005 Jun 01,4:00,135,148,25.3,31.6,29.2,67,989.1,0,-3
2005 Jun 01,4:10,134,122,23.6,32.7,29,69,989.2,0,-3
2005 Jun 01,4:20,137,144,22.3,29.8,28.8,70,989.3,0,-3
2005 Jun 01,4:30,130,134,19.2,28.1,28.6,71,989.4,0,-3
2005 Jun 01,4:40,135,124,22.3,31,28.5,72,989.4,0,-3
2005 Jun 01,4:50,134,137,22.4,29.8,28.4,72,989.4,0,-3
2005 Jun 01,5:00,130,124,19.8,26.4,28.2,73,989.3,0,-3
2005 Jun 01,5:10,130,133,22,30.4,28.1,74,989.2,0,-3
2005 Jun 01,5:20,131,122,22.8,31.6,27.9,75,989.1,0,-3
2005 Jun 01,5:30,133,137,24.1,32.1,27.7,76,989,0,-3
2005 Jun 01,5:40,136,130,23.3,30.4,27.5,77,988.6,0,-3
2005 Jun 01,5:50,136,138,24.3,33.3,27.4,78,988.7,0,-3
2005 Jun 01,6:00,139,141,22.8,30.4,27.2,80,988.7,0,-3
2005 Jun 01,6:10,146,150,20.8,28.7,27.1,81,988.6,0,-3
2005 Jun 01,6:20,145,162,19.1,28.1,26.9,82,988.5,0,-3
2005 Jun 01,6:30,144,136,19.7,25.2,26.8,84,988.4,0,-3
2005 Jun 01,6:40,140,153,20.1,25.8,26.7,84,988.1,0,-3
2005 Jun 01,6:50,142,134,20.1,28.7,26.6,85,988,0,-3
2005 Jun 01,7:00,148,148,15.5,22.9,26.5,86,987.9,0,-3
2005 Jun 01,7:10,150,150,17.2,25.2,26.4,87,987.7,0,-2
2005 Jun 01,7:20,156,156,14.7,22.3,26.4,87,987.7,0,-3
2005 Jun 01,7:30,148,142,16,22.3,26.4,87,987.7,0,-3
2005 Jun 01,7:40,140,137,18.8,24.1,26.4,88,987.7,0,-3
2005 Jun 01,7:50,144,162,17.1,23.5,26.3,88,987.6,0,-3
2005 Jun 01,8:00,145,161,18.3,25.8,26.3,88,987.4,0,-2
2005 Jun 01,8:10,143,143,17.3,23.5,26.2,88,987.3,0,-3
2005 Jun 01,8:20,143,151,17.4,22.3,26.2,87,987.1,0,-3
2005 Jun 01,8:30,142,139,16,20.6,26.2,88,987.1,0,-3
2005 Jun 01,8:40,144,150,13.3,19.5,26.1,88,987,0,-3
2005 Jun 01,8:50,151,143,12.1,20.6,26,88,986.9,0,-3
2005 Jun 01,9:00,139,150,13.7,21.2,26,88,986.9,0,-3
2005 Jun 01,9:10,138,115,12.7,17.2,25.9,88,986.9,0,-3
2005 Jun 01,9:20,137,149,13,17.7,25.9,89,986.9,0,-3
2005 Jun 01,9:30,130,140,11.9,16.6,25.8,88,987,0,-3
2005 Jun 01,9:40,132,135,10.8,14.3,25.7,89,987.1,0,-3
2005 Jun 01,9:50,139,146,10.9,16.6,25.6,90,987.1,0,-3
2005 Jun 01,10:00,145,139,13.1,16.6,25.6,90,987,0,-3
2005 Jun 01,10:10,150,156,11.3,16,25.5,90,987,0,-3
2005 Jun 01,10:20,160,179,11.7,18.9,25.5,90,987.1,0,-3
2005 Jun 01,10:30,155,171,11.5,17.7,25.5,90,987.1,0,-3
2005 Jun 01,10:40,146,151,11.7,16.6,25.5,91,987.1,0,-3
2005 Jun 01,10:50,140,155,11.5,17.7,25.4,91,987,0,-3
2005 Jun 01,11:00,147,133,13.8,18.9,25.4,91,987,0,-3
2005 Jun 01,11:10,167,167,13.7,19.5,25.3,92,987,0,-3
2005 Jun 01,11:20,175,171,16.1,20.6,25.3,92,987,0,-3
2005 Jun 01,11:30,169,183,13.7,18.9,25.3,92,987.2,0,-3
2005 Jun 01,11:40,152,154,11.7,19.5,25.3,91,987.6,0,-3
2005 Jun 01,11:50,130,128,9.1,12.5,25.2,92,987.8,0,-1
2005 Jun 01,12:00,128,118,8.7,12,25,92,988.1,0,3
2005 Jun 01,12:10,102,134,6.6,10.8,24.8,93,988.2,0,12
2005 Jun 01,12:20,141,184,5.1,9.7,24.6,94,988.2,0,19
2005 Jun 01,12:30,113,127,7.9,13.7,24.6,94,988.5,0,30
2005 Jun 01,12:40,64,61,11,18.3,24.7,94,989,0,73
2005 Jun 01,12:50,50,50,10.6,15.4,24.8,93,989.4,0,119
2005 Jun 01,13:00,49,80,6.5,11.4,25.2,92,989.3,0,149
2005 Jun 01,13:10,46,38,7.3,11.4,25.6,90,989.5,0,129
2005 Jun 01,13:20,64,54,8.6,13.1,25.5,90,989.5,0,131
2005 Jun 01,13:30,66,60,10.9,16.6,25.4,91,989.4,0,178
2005 Jun 01,13:40,73,91,9.7,13.7,25.7,90,989.5,0,272
2005 Jun 01,13:50,66,65,11.7,16.6,26,88,989.6,0,334
2005 Jun 01,14:00,71,55,10,13.7,26.4,87,989.6,0,344
2005 Jun 01,14:10,67,52,12.4,20,26.8,85,990,0,360
2005 Jun 01,14:20,68,59,16.2,21.8,26.8,85,990.5,0,451
2005 Jun 01,14:30,61,58,16.8,25.2,27.1,83,991.1,0,324
2005 Jun 01,14:40,55,70,19.4,27.5,27.2,81,991.7,0,272
2005 Jun 01,14:50,57,65,22.6,32.1,27.5,79,991.6,0,397
2005 Jun 01,15:00,54,87,20.9,33.3,27.9,78,991.7,0,494
2005 Jun 01,15:10,66,80,23.5,35,28.1,77,991.6,0,433
2005 Jun 01,15:20,70,66,24.7,34.4,28.2,77,991.7,0,491
2005 Jun 01,15:30,78,59,23.5,34.4,28.8,75,991.6,0,643
2005 Jun 01,15:40,85,72,24.9,35,28.8,74,991.7,0,406
2005 Jun 01,15:50,77,82,21,30.4,29,74,991.6,0,676
2005 Jun 01,16:00,81,82,25.7,33.3,29.4,72,991.8,0,516
2005 Jun 01,16:10,80,82,25.1,36.7,29.3,73,991.8,0,514
2005 Jun 01,16:20,70,78,25.9,37.3,29,74,991.8,0,756
2005 Jun 01,16:30,67,50,21.8,29.2,28.8,75,991.9,0,467
2005 Jun 01,16:40,91,105,22.3,35.6,29.3,72,991.9,0,514
2005 Jun 01,16:50,87,102,19.9,26.9,29.5,70,991.8,0,567
2005 Jun 01,17:00,97,103,18.7,28.1,29.9,68,991.7,0,789
2005 Jun 01,17:10,90,95,16,21.8,30.3,67,991.8,0,790
2005 Jun 01,17:20,120,114,15.2,21.2,30.7,66,991.7,0,582
2005 Jun 01,17:30,120,107,15.4,21.8,30.9,66,991.7,0,1050
2005 Jun 01,17:40,118,108,13.6,20,31.3,64,991.6,0,660
2005 Jun 01,17:50,119,115,13,18.9,31.5,63,991.5,0,596
2005 Jun 01,18:00,140,130,11.8,17.7,31.3,64,991.4,0,520
2005 Jun 01,18:10,130,105,11.3,14.9,31.6,63,991.3,0,767
2005 Jun 01,18:20,143,133,8.3,11.4,32.2,61,991.2,0,497
2005 Jun 01,18:30,149,151,10.6,16.6,32.2,62,991.1,0,433
2005 Jun 01,18:40,126,120,11,18.9,31.9,62,991,0,555
2005 Jun 01,18:50,125,116,9.5,16.6,32.4,61,990.8,0,436
2005 Jun 01,19:00,191,193,7.6,11.4,32.6,61,990.6,0,709
2005 Jun 01,19:10,190,184,7.4,11.4,33,58,990.4,0,855
2005 Jun 01,19:20,218,215,6.9,10.2,33.7,56,990.3,0,784
2005 Jun 01,19:30,240,240,8.1,12,33.9,56,990.1,0,1050
2005 Jun 01,19:40,230,254,7.5,10.2,33.9,55,990,0,739
2005 Jun 01,19:50,231,226,6.4,9.7,33.9,56,989.9,0,700
2005 Jun 01,20:00,241,243,6.3,10.2,34.2,54,989.8,0,905
2005 Jun 01,20:10,241,245,8.1,10.2,34.4,54,989.7,0,725
2005 Jun 01,20:20,241,213,6.8,9.7,34.2,53,989.5,0,919
2005 Jun 01,20:30,225,220,6,9.7,34.9,51,989.4,0,893
2005 Jun 01,20:40,222,227,7.4,10.2,35.1,50,989.3,0,879
