nombre_estacion,fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,Precipitacion,PresBarometric,RadSolar
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 0:00,16,204,0,0,34.1,52,0,993.5,251
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 0:10,16,204,0,0,33.9,52,0,993.5,216
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 0:20,16,204,0,0,33.8,52,0,993.6,180
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 0:30,16,204,0,0,33.5,55,0,993.7,142
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 0:40,16,204,0,0,33.1,56,0,993.8,107
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 0:50,16,204,0,0,32.8,56,0,993.8,74
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 1:00,16,204,0,0,32.6,57,0,993.9,43
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 1:10,16,204,0,0,32.4,59,0,994,15
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 1:20,16,204,0,0,32,61,0,994.1,4
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 1:30,16,204,0,0,31.7,62,0,994.2,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 1:40,16,204,0,0,31.5,63,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 1:50,16,204,0,0,31.2,64,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 2:00,16,204,0,0,31,65,0,994.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 2:10,16,204,0,0,30.7,65,0,994.5,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 2:20,16,204,0,0,30.5,66,0,994.5,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 2:30,16,204,0,0,30.4,67,0,994.6,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 2:40,16,204,0,0,30.3,68,0,994.6,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 2:50,16,204,0,0,30.2,69,0,994.7,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 3:00,16,204,0,0,30,71,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 3:10,16,204,0,0,29.7,75,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 3:20,16,204,0,0,29.5,78,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 3:30,16,204,0,0,29.3,81,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 3:40,16,204,0,0,29.1,82,0,995.2,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 3:50,16,204,0,0,28.9,83,0,995.3,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 4:00,16,204,0,0,28.8,84,0,995.3,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 4:10,16,204,0,0,28.7,85,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 4:20,16,204,0,0,28.5,85,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 4:30,16,204,0,0,28.4,85,0,995.5,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 4:40,16,204,0,0,28.2,86,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 4:50,16,204,0,0,28,87,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 5:00,16,204,0,0,27.9,87,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 5:10,16,204,0,0,27.7,88,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 5:20,16,204,0,0,27.6,89,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 5:30,16,204,0,0,27.4,89,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 5:40,16,204,0,0,27.2,90,0,995.3,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 5:50,16,204,0,0,27.1,91,0,995.2,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 6:00,16,204,0,0,26.9,91,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 6:10,16,204,0,0,26.8,92,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 6:20,16,204,0,0,26.7,93,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 6:30,16,204,0,0,26.6,93,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 6:40,16,204,0,0,26.5,93,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 6:50,16,204,0,0,26.4,94,0,994.7,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 7:00,16,204,0,0,26.4,94,0,994.7,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 7:10,16,204,0,0,26.3,94,0,994.7,0
"PRESA EL CUCHILLO, NL (ECHA)",8/1/2010 7:20,16,204,0,0,26.3,94,0,994.7,0
