Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
 , ,deg,deg,kph,kph,C,%,mbar,mm,W/m^2
2009 may 01,0:00,16,204,0,0,36.2,43,991.5,0,182
2009 may 01,0:10,16,204,0,0,35.2,51,991.6,0,146
2009 may 01,0:20,16,204,0,0,34.2,55,991.8,0,109
2009 may 01,0:30,16,204,0,0,33.4,57,991.9,0,78
2009 may 01,0:40,16,204,0,0,32.6,59,992.1,0,54
2009 may 01,0:50,16,204,0,0,32.1,61,992.1,0,33
2009 may 01,1:00,16,204,0,0,31.5,62,992.3,0,16
2009 may 01,1:10,16,204,0,0,31.2,62,992.3,0,5
2009 may 01,1:20,16,204,0,0,31,63,992.3,0,-1
2009 may 01,1:30,16,204,0,0,30.7,63,992.4,0,-2
2009 may 01,1:40,16,204,0,0,30.4,63,992.5,0,-3
2009 may 01,1:50,16,204,0,0,30,64,992.6,0,-2
2009 may 01,2:00,16,204,0,0,29.6,66,992.8,0,-2
2009 may 01,2:10,16,204,0,0,29.3,67,992.9,0,-3
2009 may 01,2:20,16,204,0,0,29,67,993.1,0,-3
2009 may 01,2:30,16,204,0,0,28.7,68,993.3,0,-2
2009 may 01,2:40,16,204,0,0,28.4,69,993.5,0,-2
2009 may 01,2:50,16,204,0,0,28.2,70,993.5,0,-2
2009 may 01,3:00,16,204,0,0,28,70,993.7,0,-3
2009 may 01,3:10,16,204,0,0,27.8,71,993.9,0,-3
2009 may 01,3:20,16,204,0,0,27.7,71,994,0,-2
2009 may 01,3:30,16,204,0,0,27.6,72,994,0,-3
2009 may 01,3:40,16,204,0,0,27.4,71,994.1,0,-3
2009 may 01,3:50,16,204,0,0,27.3,71,994.1,0,-3
2009 may 01,4:00,16,204,0,0,27.2,71,994.1,0,-3
2009 may 01,4:10,16,204,0,0,27.1,71,994.2,0,-3
2009 may 01,4:20,16,204,0,0,27,72,994.3,0,-3
2009 may 01,4:30,16,204,0,0,26.9,72,994.4,0,-3
2009 may 01,4:40,16,204,0,0,26.8,72,994.5,0,-3
2009 may 01,4:50,16,204,0,0,26.6,73,994.5,0,-3
2009 may 01,5:00,16,204,0,0,26.4,74,994.7,0,-3
2009 may 01,5:10,16,204,0,0,26.1,76,994.8,0,-3
2009 may 01,5:20,16,204,0,0,25.9,78,994.8,0,-3
2009 may 01,5:30,16,204,0,0,25.7,79,994.8,0,-3
2009 may 01,5:40,16,204,0,0,25.5,80,994.7,0,-3
2009 may 01,5:50,16,204,0,0,25.3,82,994.6,0,-2
2009 may 01,6:00,16,204,0,0,25.2,83,994.5,0,-2
2009 may 01,6:10,16,204,0,0,25,84,994.4,0,-3
2009 may 01,6:20,16,204,0,0,24.9,85,994.4,0,-2
2009 may 01,6:30,16,204,0,0,24.8,86,994.5,0,-2
2009 may 01,6:40,16,204,0,0,24.7,87,994.6,0,-3
2009 may 01,6:50,16,204,0,0,24.6,88,994.5,0,-3
2009 may 01,7:00,16,204,0,0,24.5,88,994.5,0,-2
2009 may 01,7:10,16,204,0,0,24.4,88,994.5,0,-3
2009 may 01,7:20,16,204,0,0,24.4,89,994.5,0,-3
2009 may 01,7:30,16,204,0,0,24.4,89,994.6,0,-3
2009 may 01,7:40,16,204,0,0,24.4,89,994.6,0,-3
2009 may 01,7:50,16,204,0,0,24.3,88,994.6,0,-3
2009 may 01,8:00,16,204,0,0,24.3,89,994.5,0,-3
2009 may 01,8:10,16,204,0,0,24.3,89,994.4,0,-3
2009 may 01,8:20,16,204,0,0,24.2,89,994.3,0,-3
2009 may 01,8:30,16,204,0,0,24.2,90,994.2,0,-3
2009 may 01,8:40,16,204,0,0,24.2,90,994.2,0,-3
2009 may 01,8:50,16,204,0,0,24.1,90,994.1,0,-3
2009 may 01,9:00,16,204,0,0,24,91,993.9,0,-3
2009 may 01,9:10,16,204,0,0,23.9,91,994,0,-3
2009 may 01,9:20,16,204,0,0,23.9,92,994,0,-3
2009 may 01,9:30,16,204,0,0,23.8,92,994,0,-3
2009 may 01,9:40,16,204,0,0,23.8,92,994.1,0,-3
2009 may 01,9:50,16,204,0,0,23.7,92,994.1,0,-3
2009 may 01,10:00,16,204,0,0,23.7,92,994.2,0,-3
2009 may 01,10:10,16,204,0,0,23.7,92,994.2,0,-3
2009 may 01,10:20,16,204,0,0,23.7,92,994.2,0,-3
2009 may 01,10:30,16,204,0,0,23.7,92,994.3,0,-3
2009 may 01,10:40,16,204,0,0,23.7,92,994.4,0,-3
2009 may 01,10:50,16,204,0,0,23.7,92,994.6,0,-3
