fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar,nombre_estacion
8/1/2017 0:00,91,94,14.7,21.3,38,,993.8,0,133,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 0:10,102,99,12,16.9,38,,993.8,0,160,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 0:20,104,100,11.3,17.4,37.9,,993.9,0,101,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 0:30,98,99,14.8,26.3,37.6,,994,0,76,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 0:40,103,97,18.5,30.1,37.5,,994.2,0,51,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 0:50,106,105,20,28.8,37.2,,994.3,0,40,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 1:00,105,113,17.5,28.5,38.2,,994.4,0,31,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 1:10,100,107,15.5,23.2,,,994.6,0,20,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 1:20,102,96,16.4,24.3,35.6,,994.7,0,9,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 1:30,109,105,16.8,26.5,35.2,,994.8,0,2,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 1:40,116,111,18.7,30.1,,,994.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 1:50,122,107,20.5,32.1,,,995,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 2:00,114,106,21.2,32.9,,,995.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 2:10,119,109,19.4,30.4,,,995.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 2:20,116,118,21.9,32,,,995.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 2:30,120,113,19.6,30.6,,,995.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 2:40,120,117,21.6,32.9,32.3,,995.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 2:50,119,130,20.7,30.4,32.2,,996,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 3:00,116,125,19.7,28.9,31.9,,996.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
8/1/2017 3:10,120,114,18.2,26.2,31.9,,996.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
