Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
 , ,deg,deg,kph,kph,C,%,mbar,mm,W/m^2
2005 May 01,0:00,52,67,18.2,28.1,26.1,40,997.9,0,190
2005 May 01,0:10,40,29,15.9,28.7,26,40,998,0,154
2005 May 01,0:20,34,32,16.4,24.6,25.8,41,998.1,0,118
2005 May 01,0:30,36,34,16,25.2,25.6,41,998.2,0,87
2005 May 01,0:40,30,26,15.2,24.1,25.5,41,998.4,0,57
2005 May 01,0:50,27,20,13.2,21.8,25.3,41,998.5,0,33
2005 May 01,1:00,21,20,10.9,17.2,25.1,42,998.7,0,14
2005 May 01,1:10,16,21,9.8,13.7,24.9,43,998.9,0,2
2005 May 01,1:20,14,10,9.1,14.3,24.6,43,999,0,-3
2005 May 01,1:30,5,359,8.5,13.1,24.3,44,999.1,0,-4
2005 May 01,1:40,6,0,6.4,10.2,24,44,999.3,0,-5
2005 May 01,1:50,14,17,4.8,7.4,23.5,45,999.5,0,-5
2005 May 01,2:00,36,27,4.2,7.9,23.1,47,999.7,0,-5
2005 May 01,2:10,13,35,3.6,6.2,22.7,49,999.8,0,-6
2005 May 01,2:20,22,28,3.3,6.2,22.4,50,999.9,0,-5
2005 May 01,2:30,49,92,4.2,11.4,22,51,1000,0,-5
2005 May 01,2:40,54,67,5.5,9.1,22,51,1000.2,0,-4
2005 May 01,2:50,30,30,3.1,5.6,22,51,1000.3,0,-5
2005 May 01,3:00,7,23,3.9,6.2,21.6,52,1000.4,0,-5
2005 May 01,3:10,17,35,4.2,6.2,21.3,52,1000.5,0,-5
2005 May 01,3:20,24,27,4.7,6.8,21,53,1000.7,0,-5
2005 May 01,3:30,59,62,5.4,8.5,20.9,54,1000.8,0,-4
2005 May 01,3:40,57,66,5.9,9.1,20.9,55,1000.8,0,-4
2005 May 01,3:50,69,87,7.7,12.5,20.7,56,1001,0,-4
2005 May 01,4:00,74,64,7.2,9.1,20.2,58,1001.1,0,-4
2005 May 01,4:10,71,62,6.6,8.5,20.1,58,1001.2,0,-4
2005 May 01,4:20,91,94,7.4,9.7,19.9,59,1001.3,0,-5
2005 May 01,4:30,88,86,8.9,10.8,19.5,60,1001.4,0,-4
2005 May 01,4:40,67,61,9.2,12,19.4,60,1001.4,0,-4
2005 May 01,4:50,71,66,8.2,11.4,19.5,60,1001.5,0,-4
2005 May 01,5:00,75,73,6.6,8.5,19.3,60,1001.5,0,-4
2005 May 01,5:10,115,121,6.4,9.1,19,60,1001.7,0,-5
2005 May 01,5:20,104,100,8.7,10.2,19.2,59,1001.7,0,-4
2005 May 01,5:30,104,108,7.6,10.8,19.1,60,1001.8,0,-5
2005 May 01,5:40,114,113,13.8,21.8,19.1,62,1001.8,0,-4
2005 May 01,5:50,122,130,15.7,20.6,19.9,60,1001.8,0,-3
2005 May 01,6:00,133,128,14.2,18.3,20.2,62,1001.9,0,-4
2005 May 01,6:10,133,137,13.3,19.5,20.3,62,1001.8,0,-4
2005 May 01,6:20,138,140,15.9,20,20.4,64,1001.8,0,-4
2005 May 01,6:30,148,189,15.4,20,20.5,66,1001.8,0,-3
2005 May 01,6:40,158,184,14.2,21.8,20.5,68,1001.8,0,-3
2005 May 01,6:50,146,183,12.8,17.2,20.5,69,1001.8,0,-3
2005 May 01,7:00,157,158,11,16.6,20.5,69,1001.9,0,-3
2005 May 01,7:10,161,153,10.4,16,20.4,69,1001.8,0,-3
2005 May 01,7:20,162,176,10.5,16,20.4,68,1001.7,0,-3
2005 May 01,7:30,147,128,11,15.4,20.4,69,1001.7,0,-4
2005 May 01,7:40,138,139,13.3,17.7,20.2,69,1001.6,0,-4
2005 May 01,7:50,146,140,13.6,18.9,20,68,1001.6,0,-4
2005 May 01,8:00,132,120,10.9,17.2,19.8,67,1001.5,0,-4
2005 May 01,8:10,118,128,12.1,16,19.6,68,1001.4,0,-4
2005 May 01,8:20,103,101,9.6,12,18.7,67,1001.2,0,-4
2005 May 01,8:30,96,106,7.6,9.7,18,69,1001.2,0,-4
2005 May 01,8:40,93,104,8.5,10.8,17.3,71,1001.1,0,-4
2005 May 01,8:50,105,107,8.1,12,16.9,75,1001.1,0,-4
2005 May 01,9:00,77,102,6.7,9.7,16.8,74,1001.1,0,-4
2005 May 01,9:10,54,83,6.9,9.7,16.4,73,1001.1,0,-4
2005 May 01,9:20,56,79,3.3,7.4,16,73,1001.1,0,-5
2005 May 01,9:30,62,68,2.1,5.1,15.6,76,1001.1,0,-5
2005 May 01,9:40,57,69,4.3,6.2,15.6,77,1001,0,-4
2005 May 01,9:50,49,37,2,3.3,15.5,77,1001.2,0,-4
2005 May 01,10:00,62,96,2.5,7.4,15.3,81,1001.2,0,-4
2005 May 01,10:10,87,136,3.6,8.5,15.9,83,1001.2,0,-3
2005 May 01,10:20,132,129,9.2,14.3,16.9,81,1001.1,0,-3
2005 May 01,10:30,89,89,6.8,8.5,17.1,78,1001,0,-4
2005 May 01,10:40,32,84,4.1,7.9,16.6,76,1001.1,0,-5
2005 May 01,10:50,13,35,2.5,3.9,15.9,77,1001.1,0,-5
2005 May 01,11:00,325,319,1.9,2.8,15.2,78,1001.2,0,-5
2005 May 01,11:10,338,336,3.5,5.1,14.8,80,1001.4,0,-4
2005 May 01,11:20,323,323,3.4,4.5,14.5,80,1001.5,0,-4
2005 May 01,11:30,291,267,1.8,2.8,14.3,82,1001.6,0,-4
2005 May 01,11:40,326,338,1.6,2.2,14.2,82,1001.7,0,-4
2005 May 01,11:50,356,338,0,0,14.1,83,1001.8,0,-3
2005 May 01,12:00,320,341,0,3.3,14,84,1001.9,0,-1
2005 May 01,12:10,337,345,3.2,6.2,14.3,83,1002,0,6
2005 May 01,12:20,346,340,1.9,2.8,14.3,83,1002,0,18
2005 May 01,12:30,11,340,0,0,14.5,83,1002,0,36
2005 May 01,12:40,24,22,1.7,2.8,14.9,82,1002.1,0,57
2005 May 01,12:50,4,336,1.9,3.3,15.5,79,1002.2,0,82
2005 May 01,13:00,319,317,2.1,3.9,16.2,77,1002.3,0,110
2005 May 01,13:10,19,21,2,4.5,17.1,74,1002.3,0,141
2005 May 01,13:20,12,21,3.6,5.6,18,72,1002.4,0,174
2005 May 01,13:30,35,28,3.7,4.5,18.6,72,1002.5,0,211
2005 May 01,13:40,62,68,4.2,6.2,19.3,72,1002.5,0,251
2005 May 01,13:50,76,74,4.3,6.8,19.9,72,1002.6,0,286
2005 May 01,14:00,123,134,6,9.7,20.2,72,1002.7,0,322
2005 May 01,14:10,124,114,6.3,9.1,20.4,71,1002.7,0,357
2005 May 01,14:20,154,154,7.2,10.2,20.4,71,1002.7,0,399
2005 May 01,14:30,156,151,7,11.4,20.5,71,1002.8,0,436
2005 May 01,14:40,144,150,7,10.8,20.8,69,1002.9,0,470
2005 May 01,14:50,139,129,9.3,12.5,21,68,1002.9,0,515
2005 May 01,15:00,153,139,9.5,12,21.2,67,1002.9,0,553
2005 May 01,15:10,149,129,9.2,15.4,21.3,66,1002.9,0,590
2005 May 01,15:20,148,112,10.6,13.1,21.6,65,1002.9,0,628
2005 May 01,15:30,162,158,9.1,13.7,21.8,64,1002.8,0,661
2005 May 01,15:40,147,154,11.1,14.9,22,63,1002.8,0,695
2005 May 01,15:50,158,145,10.2,13.7,22.1,62,1002.7,0,724
2005 May 01,16:00,159,143,10.3,15.4,22.3,62,1002.5,0,753
