nombre_estacion,fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,Precipitacion,PresBarometric,RadSolar
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 0:00,16,204,0,0,35.1,55,0,993.5,169
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 0:10,16,204,0,0,34.5,57,0,993.5,121
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 0:20,16,204,0,0,34.2,56,0,993.5,43
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 0:30,16,204,0,0,33.9,56,0,993.5,59
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 0:40,16,204,0,0,33.6,59,0,993.6,26
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 0:50,16,204,0,0,33.3,61,0,993.7,14
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 1:00,16,204,0,0,32.9,62,0,993.8,5
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 1:10,16,204,0,0,32.7,62,0,993.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 1:20,16,204,0,0,32.6,63,0,993.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 1:30,16,204,0,0,32.4,64,0,993.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 1:40,16,204,0,0,32.2,66,0,993.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 1:50,16,204,0,0,32,67,0,994,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 2:00,16,204,0,0,31.8,68,0,994.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 2:10,16,204,0,0,31.7,69,0,994.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 2:20,16,204,0,0,31.5,70,0,994.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 2:30,16,204,0,0,31.5,70,0,994.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 2:40,16,204,0,0,31.4,70,0,994.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 2:50,16,204,0,0,31.3,70,0,994.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 3:00,16,204,0,0,31.1,70,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 3:10,16,204,0,0,31,69,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 3:20,16,204,0,0,30.8,70,0,995.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 3:30,16,204,0,0,30.6,70,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 3:40,16,204,0,0,30.3,71,0,995.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 3:50,16,204,0,0,30,72,0,995.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 4:00,16,204,0,0,29.8,74,0,995.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 4:10,16,204,0,0,29.6,75,0,995.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 4:20,16,204,0,0,29.4,77,0,995.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 4:30,16,204,0,0,29.2,78,0,995.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 4:40,16,204,0,0,29,78,0,996,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 4:50,16,204,0,0,28.8,77,0,996,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 5:00,16,204,0,0,28.7,77,0,996.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 5:10,16,204,0,0,28.6,79,0,996.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 5:20,16,204,0,0,28.4,79,0,996.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 5:30,16,204,0,0,28.3,79,0,996.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 5:40,16,204,0,0,28.2,79,0,996.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 5:50,16,204,0,0,28.1,80,0,996.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 6:00,16,204,0,0,28,80,0,996.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 6:10,16,204,0,0,27.9,81,0,996.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 6:20,16,204,0,0,27.8,82,0,996.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 6:30,16,204,0,0,27.7,82,0,996.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 6:40,16,204,0,0,27.5,83,0,996.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 6:50,16,204,0,0,27.4,84,0,996.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 7:00,16,204,0,0,27.3,85,0,996.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 7:10,16,204,0,0,27.2,85,0,996.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 7:20,16,204,0,0,27.1,86,0,996.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 7:30,16,204,0,0,27,87,0,996,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 7:40,16,204,0,0,26.9,88,0,995.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 7:50,16,204,0,0,26.8,89,0,995.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 8:00,16,204,0,0,26.7,89,0,995.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 8:10,16,204,0,0,26.6,90,0,995.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 8:20,16,204,0,0,26.6,90,0,995.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 8:30,16,204,0,0,26.6,91,0,995.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 8:40,16,204,0,0,26.5,91,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 8:50,16,204,0,0,26.4,92,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 9:00,16,204,0,0,26.2,93,0,995.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 9:10,16,204,0,0,26.1,93,0,995,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 9:20,16,204,0,0,26.1,94,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 9:30,16,204,0,0,26,94,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 9:40,16,204,0,0,25.9,94,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 9:50,16,204,0,0,25.8,94,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 10:00,16,204,0,0,25.7,95,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 10:10,16,204,0,0,25.7,95,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 10:20,16,204,0,0,25.7,95,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 10:30,16,204,0,0,25.6,95,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 10:40,16,204,0,0,25.6,95,0,994.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 10:50,16,204,0,0,25.5,95,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 11:00,16,204,0,0,25.5,95,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 11:10,16,204,0,0,25.5,95,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 11:20,16,204,0,0,25.4,96,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 11:30,16,204,0,0,25.5,96,0,994.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 11:40,16,204,0,0,25.5,96,0,995,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 11:50,16,204,0,0,25.5,97,0,995.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 12:00,16,204,0,0,25.5,97,0,995.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 12:10,16,204,0,0,25.4,97,0,995.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 12:20,16,204,0,0,25.4,97,0,995.5,1
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 12:30,16,204,0,0,25.4,97,0,995.5,12
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 12:40,16,204,0,0,25.5,96,0,995.5,34
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 12:50,16,204,0,0,25.6,95,0,995.6,60
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 13:00,16,204,0,0,25.8,94,0,995.5,88
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 13:10,16,204,0,0,26.3,93,0,995.5,122
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 13:20,16,204,0,0,26.7,92,0,995.5,156
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 13:30,16,204,0,0,27,90,0,995.6,192
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 13:40,16,204,0,0,27.3,88,0,995.6,230
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 13:50,16,204,0,0,27.7,86,0,995.6,269
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 14:00,16,204,0,0,27.7,85,0,995.6,309
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 14:10,16,204,0,0,27.7,85,0,995.7,348
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 14:20,16,204,0,0,28,85,0,995.7,384
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 14:30,16,204,0,0,28,85,0,995.8,421
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 14:40,16,204,0,0,28.2,84,0,995.8,456
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 14:50,16,204,0,0,28.3,83,0,995.8,493
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 15:00,16,204,0,0,28.5,82,0,995.9,527
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 15:10,16,204,0,0,28.7,81,0,996,561
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 15:20,16,204,0,0,28.6,80,0,996,595
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 15:30,16,204,0,0,28.7,79,0,996.1,627
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 15:40,16,204,0,0,29,78,0,996.1,656
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 15:50,16,204,0,0,29.3,76,0,996.1,687
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 16:00,16,204,0,0,29.6,75,0,996,714
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 16:10,16,204,0,0,29.9,74,0,996,742
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 16:20,16,204,0,0,30.1,74,0,995.9,768
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 16:30,16,204,0,0,30.4,73,0,995.9,792
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 16:40,16,204,0,0,30.8,70,0,995.9,816
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 16:50,16,204,0,0,31.3,68,0,995.9,837
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 17:00,16,204,0,0,31.5,66,0,995.8,857
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 17:10,16,204,0,0,31.8,65,0,995.6,876
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 17:20,16,204,0,0,32,64,0,995.5,894
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 17:30,16,204,0,0,32.2,64,0,995.4,910
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 17:40,16,204,0,0,32.4,62,0,995.3,922
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 17:50,16,204,0,0,32.7,61,0,995.1,933
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 18:00,16,204,0,0,33.1,59,0,995,942
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 18:10,16,204,0,0,33.3,57,0,994.8,948
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 18:20,16,204,0,0,33.6,57,0,994.6,954
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 18:30,16,204,0,0,33.7,55,0,994.4,957
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 18:40,16,204,0,0,34.1,54,0,994.2,960
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 18:50,16,204,0,0,34.3,54,0,994,959
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 19:00,16,204,0,0,34.2,54,0,993.8,957
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 19:10,16,204,0,0,34.5,53,0,993.7,955
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 19:20,16,204,0,0,34.8,52,0,993.6,949
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 19:30,16,204,0,0,34.9,51,0,993.3,942
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 19:40,16,204,0,0,35.2,50,0,993.2,934
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 19:50,16,204,0,0,35.3,49,0,993,934
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 20:00,16,204,0,0,35.6,48,0,992.8,918
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 20:10,16,204,0,0,35.9,48,0,992.7,901
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 20:20,16,204,0,0,36.1,47,0,992.6,889
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 20:30,16,204,0,0,36.3,46,0,992.4,855
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 20:40,16,204,0,0,36.5,46,0,992.3,834
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 20:50,16,204,0,0,36.9,46,0,992.1,838
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 21:00,16,204,0,0,36.9,45,0,992,790
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 21:10,16,204,0,0,36.9,45,0,991.7,685
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 21:20,16,204,0,0,36.9,45,0,991.5,711
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 21:30,16,204,0,0,36.8,45,0,991.3,687
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 21:40,16,204,0,0,36.8,45,0,991.2,661
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 21:50,16,204,0,0,37.1,43,0,991.2,635
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 22:00,16,204,0,0,37.4,42,0,991.3,612
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 22:10,16,204,0,0,37.4,43,0,991.3,592
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 22:20,16,204,0,0,37.4,42,0,991.1,545
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 22:30,16,204,0,0,37.4,42,0,991,493
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 22:40,16,204,0,0,37.4,42,0,990.9,455
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 22:50,16,204,0,0,37.5,42,0,990.9,422
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 23:00,16,204,0,0,37.7,42,0,990.8,388
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 23:10,16,204,0,0,37.5,42,0,990.7,351
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 23:20,16,204,0,0,37.3,42,0,990.7,314
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 23:30,16,204,0,0,37.4,43,0,990.7,281
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 23:40,16,204,0,0,37.4,43,0,990.6,259
"PRESA EL CUCHILLO, NL (ECHA)",9/1/2010 23:50,16,204,0,0,37.5,42,0,990.5,249
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 0:00,16,204,0,0,36.2,50,0,990.9,203
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 0:10,16,204,0,0,34,57,0,990.9,129
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 0:20,16,204,0,0,33.1,60,0,990.9,94
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 0:30,16,204,0,0,32.7,61,0,991,67
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 0:40,16,204,0,0,32.6,62,0,991,47
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 0:50,16,204,0,0,32.4,63,0,991,19
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 1:00,16,204,0,0,32.2,64,0,991,5
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 1:10,16,204,0,0,32.1,64,0,991.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 1:20,16,204,0,0,32,66,0,991.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 1:30,16,204,0,0,31.8,66,0,991.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 1:40,16,204,0,0,31.7,67,0,991.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 1:50,16,204,0,0,31.5,68,0,991.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 2:00,16,204,0,0,31.4,68,0,991.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 2:10,16,204,0,0,31.2,68,0,991.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 2:20,16,204,0,0,31.1,68,0,991.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 2:30,16,204,0,0,31.1,68,0,992.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 2:40,16,204,0,0,30.9,68,0,992.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 2:50,16,204,0,0,30.8,69,0,992.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 3:00,16,204,0,0,30.7,69,0,992.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 3:10,16,204,0,0,30.5,70,0,992.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 3:20,16,204,0,0,30.4,71,0,992.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 3:30,16,204,0,0,30.2,72,0,992.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 3:40,16,204,0,0,30,74,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 3:50,16,204,0,0,29.8,75,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 4:00,16,204,0,0,29.7,76,0,993.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 4:10,16,204,0,0,29.5,76,0,993.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 4:20,16,204,0,0,29.4,77,0,993.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 4:30,16,204,0,0,29.3,78,0,993.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 4:40,16,204,0,0,29.2,79,0,993.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 4:50,16,204,0,0,29,80,0,993.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 5:00,16,204,0,0,28.9,81,0,993.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 5:10,16,204,0,0,28.8,82,0,993.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 5:20,16,204,0,0,28.7,82,0,994,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 5:30,16,204,0,0,28.6,83,0,994,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 5:40,16,204,0,0,28.5,83,0,994.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 5:50,16,204,0,0,28.4,84,0,994.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 6:00,16,204,0,0,28.3,84,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 6:10,16,204,0,0,28.3,84,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 6:20,16,204,0,0,28.2,85,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 6:30,16,204,0,0,28.1,86,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 6:40,16,204,0,0,28,86,0,994.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 6:50,16,204,0,0,27.9,86,0,994.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 7:00,16,204,0,0,27.7,86,0,994,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 7:10,16,204,0,0,27.7,87,0,993.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 7:20,16,204,0,0,27.7,87,0,993.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 7:30,16,204,0,0,27.6,88,0,993.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 7:40,16,204,0,0,27.5,88,0,993.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 7:50,16,204,0,0,27.5,88,0,993.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 8:00,16,204,0,0,27.5,88,0,993.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 8:10,16,204,0,0,27.5,89,0,993.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 8:20,16,204,0,0,27.4,89,0,993.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 8:30,16,204,0,0,27.4,90,0,993.2,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 8:40,16,204,0,0,27.4,90,0,993.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 8:50,16,204,0,0,27.3,90,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 9:00,16,204,0,0,27.2,89,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 9:10,16,204,0,0,27.2,89,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 9:20,16,204,0,0,27.2,89,0,992.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 9:30,16,204,0,0,27.1,89,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 9:40,16,204,0,0,27,89,0,992.9,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 9:50,16,204,0,0,27,90,0,992.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 10:00,16,204,0,0,26.9,90,0,992.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 10:10,16,204,0,0,26.9,89,0,992.6,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 10:20,16,204,0,0,26.9,90,0,992.4,0
