nombre_estacion,fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,Precipitacion,PresBarometric,RadSolar
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 10:30,16,204,0,0,26.9,89,0,992.3,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 10:40,16,204,0,0,26.9,90,0,992.4,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 10:50,16,204,0,0,26.8,89,0,992.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 11:00,16,204,0,0,26.8,90,0,992.5,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 11:10,16,204,0,0,26.6,91,0,992.7,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 11:20,16,204,0,0,26.5,91,0,992.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 11:30,16,204,0,0,26.4,92,0,992.8,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 11:40,16,204,0,0,26.2,93,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 11:50,16,204,0,0,26.1,93,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 12:00,16,204,0,0,25.8,93,0,993,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 12:10,16,204,0,0,25.8,95,0,993.1,0
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 12:20,16,204,0,0,25.9,95,0,993.2,1
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 12:30,16,204,0,0,25.9,95,0,993.3,7
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 12:40,16,204,0,0,25.9,94,0,993.3,19
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 12:50,16,204,0,0,26,94,0,993.5,56
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 13:00,16,204,0,0,26.1,93,0,993.6,88
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 13:10,16,204,0,0,26.2,93,0,993.6,119
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 13:20,16,204,0,0,26.5,92,0,993.8,153
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 13:30,16,204,0,0,26.8,91,0,993.9,188
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 13:40,16,204,0,0,27,90,0,993.9,228
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 13:50,16,204,0,0,27.2,90,0,993.9,268
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 14:00,16,204,0,0,27.4,89,0,993.9,307
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 14:10,16,204,0,0,27.4,89,0,993.9,347
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 14:20,16,204,0,0,27.5,88,0,994.1,385
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 14:30,16,204,0,0,27.8,86,0,994.2,422
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 14:40,16,204,0,0,28.1,85,0,994.2,458
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 14:50,16,204,0,0,28.6,83,0,994.3,492
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 15:00,16,204,0,0,29.1,81,0,994.4,525
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 15:10,16,204,0,0,29.5,79,0,994.5,558
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 15:20,16,204,0,0,29.7,78,0,994.5,590
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 15:30,16,204,0,0,30,76,0,994.5,620
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 15:40,16,204,0,0,30.3,75,0,994.6,650
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 15:50,16,204,0,0,30.5,73,0,994.6,680
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 16:00,16,204,0,0,30.8,72,0,994.6,709
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 16:10,16,204,0,0,30.9,71,0,994.7,736
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 16:20,16,204,0,0,31.3,70,0,994.7,765
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 16:30,16,204,0,0,31.4,69,0,994.6,791
"PRESA EL CUCHILLO, NL (ECHA)",9/2/2010 16:40,16,204,0,0,31.3,69,0,994.6,815
