Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
2002 Jun 01,0:00,44,65,20.9,26.9,34.6,36,988.1,0,245
2002 Jun 01,0:10,32,47,20.5,28.1,34.4,36,988.2,0,173
2002 Jun 01,0:20,40,29,22.4,30.4,34.1,36,988.3,0,160
2002 Jun 01,0:30,47,43,18.4,26.9,34.1,37,988.4,0,127
2002 Jun 01,0:40,28,31,20.3,26.9,33.9,36,988.5,0,92
2002 Jun 01,0:50,47,58,23.8,37.3,33.6,40,988.8,0,67
2002 Jun 01,1:00,65,53,30.8,40.8,32.2,49,989,0,40
2002 Jun 01,1:10,70,74,25.1,37.3,31.1,52,989.3,0,19
2002 Jun 01,1:20,71,73,26.1,35.6,30.6,54,989.5,0,7
2002 Jun 01,1:30,72,58,23.4,33.3,30.2,55,989.7,0,1
2002 Jun 01,1:40,70,72,24,32.7,29.9,56,990,0,-2
2002 Jun 01,1:50,73,73,23.4,33.3,29.5,58,990.2,0,-3
2002 Jun 01,2:00,72,68,22.9,32.7,29.2,59,990.4,0,-3
2002 Jun 01,2:10,71,84,22.8,29.8,28.9,60,990.5,0,-3
2002 Jun 01,2:20,75,82,23.8,32.1,28.7,60,990.8,0,-3
2002 Jun 01,2:30,74,79,24.1,30.4,28.4,61,991.1,0,-2
2002 Jun 01,2:40,79,78,23.6,32.1,28,61,991.3,0,-3
2002 Jun 01,2:50,72,60,19.2,27.5,27.7,62,991.5,0,-3
2002 Jun 01,3:00,77,83,20.6,29.2,27.4,62,991.8,0,-3
2002 Jun 01,3:10,79,78,22.1,31,27.3,63,991.9,0,-3
2002 Jun 01,3:20,73,58,23,30.4,27.1,63,992.2,0,-3
2002 Jun 01,3:30,75,77,16.6,25.8,26.9,63,992.5,0,-3
2002 Jun 01,3:40,88,85,17.6,23.5,26.8,63,992.8,0,-3
2002 Jun 01,3:50,90,94,16.3,21.8,26.8,63,993.1,0,-3
2002 Jun 01,4:00,97,100,15.6,19.5,26.7,64,993.3,0,-3
2002 Jun 01,4:10,105,111,14.6,20,26.6,64,993.6,0,-3
2002 Jun 01,7:30,49,18,4.8,8.5,24.9,71,992.4,0,-4
2002 Jun 01,7:40,49,46,5.2,6.2,24.1,74,992.3,0,-4
2002 Jun 01,7:50,42,28,4.8,6.2,23.7,75,992.3,0,-4
2002 Jun 01,8:00,339,34,2.3,4.5,23.6,76,992.4,0,-4
2002 Jun 01,8:10,303,34,0,0,23.5,76,992.4,0,-4
2002 Jun 01,8:20,253,247,3.7,5.6,23.6,76,992.5,0,-3
2002 Jun 01,8:30,244,238,5.4,6.8,23.7,76,992.5,0,-3
2002 Jun 01,8:40,220,233,5.3,6.2,23.7,78,992.5,0,-3
2002 Jun 01,8:50,231,229,6.3,7.9,23.7,78,992.5,0,-3
2002 Jun 01,9:00,246,243,6.5,7.4,23.7,78,992.4,0,-3
2002 Jun 01,9:10,257,261,7.2,8.5,23.5,79,992.5,0,-3
2002 Jun 01,9:20,260,262,6.9,7.9,23.2,78,992.5,0,-3
2002 Jun 01,9:30,263,261,6.8,7.9,23,79,992.4,0,-3
2002 Jun 01,9:40,263,265,7.5,8.5,22.9,80,992.5,0,-3
2002 Jun 01,9:50,275,275,7.3,9.1,22.8,80,992.5,0,-3
2002 Jun 01,10:00,11,299,1.8,2.2,22.7,80,992.5,0,-4
2002 Jun 01,10:10,269,299,0,0,22.5,82,992.5,0,-4
2002 Jun 01,10:20,252,299,0,0,22.4,82,992.5,0,-3
2002 Jun 01,10:30,12,299,0,0,22.3,82,992.5,0,-3
2002 Jun 01,10:40,336,351,3.9,6.2,22.4,82,992.6,0,-3
2002 Jun 01,10:50,348,344,5.2,6.8,22.3,83,992.6,0,-4
2002 Jun 01,11:00,324,346,2.3,5.6,21.9,84,992.6,0,-4
2002 Jun 01,11:10,355,349,3.1,6.2,21.7,85,992.6,0,-3
2002 Jun 01,11:20,207,250,3.1,6.2,21.6,86,992.5,0,-4
2002 Jun 01,11:30,315,303,4.2,5.6,21.8,84,992.5,0,-3
2002 Jun 01,11:40,325,328,5,6.8,22,84,992.6,0,-2
2002 Jun 01,11:50,324,337,3.2,6.2,22,84,992.6,0,1
2002 Jun 01,12:00,307,305,5.7,7.4,21.8,85,992.7,0,11
2002 Jun 01,12:10,310,315,5.6,6.8,22,84,992.8,0,27
2002 Jun 01,12:20,319,316,6.5,8.5,22.2,83,992.9,0,48
2002 Jun 01,12:30,326,324,5.1,6.8,22.6,82,992.9,0,74
2002 Jun 01,12:40,317,331,5.2,7.9,23.1,80,993,0,102
2002 Jun 01,12:50,339,350,6.4,9.7,23.6,78,993,0,133
2002 Jun 01,13:00,341,345,5.3,8.5,24.1,76,993,0,164
2002 Jun 01,13:10,344,343,6,8.5,24.7,74,993.1,0,197
2002 Jun 01,13:20,351,324,6,9.7,25.4,71,993.1,0,234
2002 Jun 01,13:30,346,353,8.7,11.4,25.9,67,993.2,0,271
2002 Jun 01,13:40,355,353,8.6,12,26.4,64,993.5,0,306
2002 Jun 01,13:50,358,344,9.3,14.3,26.9,60,993.5,0,344
2002 Jun 01,14:00,344,345,10.6,14.3,27.2,57,993.6,0,383
