nombre_estacion,fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 0:00,16,204,0,0,29.8,74,994.9,0,117
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 0:10,16,204,0,0,29.9,74,994.9,0,191
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 0:20,16,204,0,0,30.1,74,994.9,0,170
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 0:30,16,204,0,0,29.9,75,994.9,0,116
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 0:40,16,204,0,0,29.7,76,995,0,94
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 0:50,16,204,0,0,29.5,76,995,0,59
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 1:00,16,204,0,0,29.4,77,995.1,0,36
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 1:10,16,204,0,0,29.2,79,995.2,0,17
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 1:20,16,204,0,0,29,79,995.3,0,7
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 1:30,16,204,0,0,28.7,80,995.4,0,1
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 1:40,16,204,0,0,28.6,79,995.6,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 1:50,16,204,0,0,28.4,80,995.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 2:00,16,204,0,0,28.3,80,996,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 2:10,16,204,0,0,28.1,81,996.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 2:20,16,204,0,0,28,81,996.2,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 2:30,16,204,0,0,27.8,82,996.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 2:40,16,204,0,0,27.7,82,996.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 2:50,16,204,0,0,27.5,83,996.4,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 3:00,16,204,0,0,27.4,84,996.6,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 3:10,16,204,0,0,27.2,85,996.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 3:20,16,204,0,0,27.1,86,996.7,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 3:30,16,204,0,0,26.9,87,996.8,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 3:40,16,204,0,0,26.9,87,997,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 3:50,16,204,0,0,26.7,87,997.1,0,0
"PRESA EL CUCHILLO, NL (ECHA)",6/1/2010 4:00,16,204,0,0,26.6,87,997.3,0,0
