fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar,nombre_estacion
11/1/2016 0:00,269,267,2.8,3.9,28,,996,0,1,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 0:10,270,271,1.5,3.8,27.3,,996.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 0:20,277,269,0,0,26.4,,996.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 0:30,291,297,0,0,25.7,,996.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 0:40,289,287,0,0,25.3,,996.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 0:50,315,290,0,0,24.9,,996.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 1:00,343,322,0,0,24.6,,996.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 1:10,337,324,0.5,3.8,24.8,,996.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 1:20,323,323,0.7,3.6,25.3,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 1:30,324,324,0,0,24.7,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 1:40,329,328,0,0,24.5,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 1:50,334,329,0.2,3.4,24.6,,996.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 2:00,13,23,0,0,24.5,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 2:10,15,18,0.5,4.1,24.1,,997,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 2:20,21,20,0,0,23.7,,997.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 2:30,10,10,0,0,23.4,,997.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 2:40,17,10,0,0,23.3,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 2:50,115,135,3.8,13.7,24.3,,997.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 3:00,132,139,12.9,22.2,26.6,,997.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 3:10,137,146,12.9,20.4,26.5,,997.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 3:20,145,146,10.8,20.3,26.4,,997.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 3:30,144,163,10.8,21,26.2,,997.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 3:40,141,131,10.9,19.5,26,,997.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 3:50,144,162,11.5,18.5,25.8,,997.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 4:00,142,162,10.9,18.6,25.6,,997.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 4:10,144,158,11.3,22.3,25.5,,997.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 4:20,138,142,12.9,20.5,25.4,,997.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 4:30,134,131,13.8,24,25.2,,997.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 4:40,134,128,13.1,19.5,25,,997.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 4:50,131,147,11.7,18.5,24.6,,997.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 5:00,136,158,9.7,14.1,24.3,,997.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 5:10,133,132,11.4,19.1,24.3,,997.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 5:20,127,135,11.6,17.4,24,,997.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 5:30,129,124,10.9,17.4,23.7,,997.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 5:40,133,138,10.6,16.5,23.6,,997.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 5:50,135,126,11.7,17.7,23.6,,997.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 6:00,136,140,12.5,21.9,23.6,,997.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 6:10,137,140,12.4,20.4,23.5,,997.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 6:20,138,186,11.1,17.4,23.3,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 6:30,137,145,11.4,20.3,23.4,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 6:40,135,125,11.5,18.5,23.3,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 6:50,137,131,12.3,20.7,23.1,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 7:00,141,152,9.9,15.6,23,,997.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 7:10,138,155,9.6,14.8,22.9,,997.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 7:20,140,145,9.2,15.4,22.9,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 7:30,152,172,9.7,18.3,22.8,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 7:40,158,159,8.9,15.5,22.7,,997.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 7:50,147,160,7.8,14.1,22.6,,997.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 8:00,143,142,8.4,15.1,22.6,,997.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 8:10,150,174,8.7,16.5,22.7,,997,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 8:20,146,174,8.8,17,22.7,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 8:30,141,131,9.2,17.9,22.7,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 8:40,139,133,9.5,15.5,22.6,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 8:50,149,164,8.5,15.1,22.6,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 9:00,144,171,7.6,13.4,22.5,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 9:10,142,138,10,16.4,22.5,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 9:20,151,153,10.2,16.6,22.5,,996.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 9:30,156,157,11,16.8,22.6,,996.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 9:40,155,151,10.3,17,22.7,,996.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2016 9:50,155,156,8.7,13.7,22.7,,996.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
