Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
 , ,deg,deg,kph,kph,C,%,mbar,mm,W/m^2
2009 oct 01,0:00,16,204,0,0,32.6,57,994.2,0,24
2009 oct 01,0:10,16,204,0,0,32.4,60,994.2,0,20
2009 oct 01,0:20,16,204,0,0,32.2,60,994.2,0,6
2009 oct 01,0:30,16,204,0,0,31.9,62,994.1,0,0
2009 oct 01,0:40,16,204,0,0,31.5,63,994.1,0,-3
2009 oct 01,0:50,16,204,0,0,31.3,63,994.1,0,-3
2009 oct 01,1:00,16,204,0,0,31.3,63,994,0,-3
2009 oct 01,1:10,15,204,0,0,31.1,66,994.2,0,-3
2009 oct 01,1:20,15,204,0,0,30.7,69,994.3,0,-3
2009 oct 01,1:30,16,204,0,0,30.4,71,994.4,0,-2
2009 oct 01,1:40,16,204,0,0,30.1,72,994.5,0,-2
2009 oct 01,1:50,16,204,0,0,29.8,73,994.6,0,-2
2009 oct 01,2:00,16,204,0,0,29.6,74,994.8,0,-2
2009 oct 01,2:10,16,204,0,0,29.3,74,995,0,-2
2009 oct 01,2:20,16,204,0,0,29.1,75,995.1,0,-2
2009 oct 01,2:30,16,204,0,0,28.9,76,995.2,0,-2
2009 oct 01,2:40,16,204,0,0,28.7,76,995.2,0,-2
2009 oct 01,2:50,16,204,0,0,28.6,76,995.2,0,-3
2009 oct 01,3:00,16,204,0,0,28.4,77,995.1,0,-3
2009 oct 01,3:10,16,204,0,0,28.2,78,995.1,0,-3
2009 oct 01,3:20,16,204,0,0,28.1,78,995.1,0,-2
2009 oct 01,3:30,16,204,0,0,27.9,78,995.1,0,-2
2009 oct 01,3:40,16,204,0,0,27.8,79,995.1,0,-2
2009 oct 01,3:50,16,204,0,0,27.7,80,995.1,0,-2
2009 oct 01,4:00,16,204,0,0,27.5,81,995.1,0,-3
2009 oct 01,4:10,16,204,0,0,27.4,82,995.2,0,-2
2009 oct 01,4:20,16,204,0,0,27.3,83,995.3,0,-2
2009 oct 01,4:30,16,204,0,0,27.2,83,995.2,0,-2
2009 oct 01,4:40,16,204,0,0,27,84,995.1,0,-2
2009 oct 01,4:50,16,204,0,0,26.9,86,995,0,-2
2009 oct 01,5:00,16,204,0,0,26.8,86,995,0,-2
2009 oct 01,5:10,16,204,0,0,26.7,87,995,0,-2
2009 oct 01,5:20,16,204,0,0,26.6,87,995,0,-2
2009 oct 01,5:30,16,204,0,0,26.5,88,994.9,0,-2
2009 oct 01,5:40,16,204,0,0,26.4,89,994.9,0,-2
2009 oct 01,5:50,16,204,0,0,26.4,89,994.8,0,-2
2009 oct 01,6:00,16,204,0,0,26.3,90,994.8,0,-2
2009 oct 01,6:10,16,204,0,0,26.2,90,994.8,0,-2
2009 oct 01,6:20,16,204,0,0,26.1,91,994.8,0,-2
2009 oct 01,6:30,16,204,0,0,26,91,994.8,0,-2
2009 oct 01,6:40,16,204,0,0,25.9,91,994.9,0,-2
2009 oct 01,6:50,16,204,0,0,25.9,92,994.8,0,-2
