Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
12/1/2022 12:40,12/1/2022 18:40,11,32,0,1.8,13.9,76,1007.4,0,252
12/1/2022 12:50,12/1/2022 18:50,32,37,0,2.5,14,76,1007.1,0,307
12/1/2022 13:00,12/1/2022 19:00,353,344,0,1.9,14.3,75,1006.8,0,253
12/1/2022 13:10,12/1/2022 19:10,26,65,0,1.7,14.4,75,1006.6,0,240
12/1/2022 13:20,12/1/2022 19:20,35,48,0,2,14.6,75,1006.5,0,283
12/1/2022 13:30,12/1/2022 19:30,16,3,1.2,14.1,14.8,74,1006.3,0,279
12/1/2022 13:40,12/1/2022 19:40,45,63,0.9,13.5,14.9,74,1006.2,0,281
12/1/2022 13:50,12/1/2022 19:50,28,355,0,0,15,73,1006,0,248
12/1/2022 14:00,12/1/2022 20:00,28,352,0,2.1,15.1,72,1005.8,0,227
12/1/2022 14:10,12/1/2022 20:10,39,48,0,0,15.1,72,1005.7,0,205
12/1/2022 14:20,12/1/2022 20:20,24,11,0,1.6,15,72,1005.6,0,198
12/1/2022 14:30,12/1/2022 20:30,26,20,0,2.2,15,72,1005.5,0,197
12/1/2022 14:40,12/1/2022 20:40,24,29,0.1,9.7,15,72,1005.3,0,138
12/1/2022 14:50,12/1/2022 20:50,18,15,0.3,9.6,14.9,72,1005.3,0,129
12/1/2022 15:00,12/1/2022 21:00,27,5,0.1,3.7,14.9,72,1005.2,0,122
12/1/2022 15:10,12/1/2022 21:10,25,16,0,3.2,14.8,72,1005.2,0,98
12/1/2022 15:20,12/1/2022 21:20,32,31,0.6,12,14.8,72,1005.2,0,94
12/1/2022 15:30,12/1/2022 21:30,44,55,0,0,14.7,72,1005.1,0,89
12/1/2022 15:40,12/1/2022 21:40,32,40,0,0,14.6,72,1005,0,86
12/1/2022 15:50,12/1/2022 21:50,50,54,0,1.5,14.5,73,1005,0,76
12/1/2022 16:00,12/1/2022 22:00,35,34,0,1.9,14.4,73,1004.9,0,71
12/1/2022 16:10,12/1/2022 22:10,32,14,0.3,8.8,14.3,73,1004.8,0,65
12/1/2022 16:20,12/1/2022 22:20,35,63,0,0,14.2,75,1004.8,0,68
12/1/2022 16:30,12/1/2022 22:30,29,1,0,2.1,14.2,75,1004.7,0,60
12/1/2022 16:40,12/1/2022 22:40,14,27,0,3.5,14.1,75,1004.8,0,51
12/1/2022 16:50,12/1/2022 22:50,1,9,0,0,14.1,76,1004.8,0,38
12/1/2022 17:00,12/1/2022 23:00,357,336,0,0,14,76,1004.8,0,30
12/1/2022 17:10,12/1/2022 23:10,19,28,0,0,13.9,77,1004.9,0,22
12/1/2022 17:20,12/1/2022 23:20,359,4,0,2,13.9,76,1004.9,0,17
12/1/2022 17:30,12/1/2022 23:30,353,351,0,0,13.8,77,1004.9,0,9
12/1/2022 17:40,12/1/2022 23:40,344,22,0,0,13.6,78,1004.9,0,4
12/1/2022 17:50,12/1/2022 23:50,359,26,0.1,4.3,13.4,79,1004.9,0,1
12/1/2022 18:00,12/2/2022 0:00,359,19,0,0,13.2,80,1004.8,0,0
12/1/2022 18:10,12/2/2022 0:10,354,344,0,0,13.2,81,1004.8,0,0
12/1/2022 18:20,12/2/2022 0:20,351,15,0,0,13.2,81,1004.9,0,0
12/1/2022 18:30,12/2/2022 0:30,342,314,0,0,13.1,82,1005,0,0
12/1/2022 18:40,12/2/2022 0:40,337,331,0,0,13,83,1005.1,0,0
12/1/2022 18:50,12/2/2022 0:50,340,342,0,0,12.9,84,1005.3,0,0
12/1/2022 19:00,12/2/2022 1:00,337,335,0,0,12.8,85,1005.4,0,0
12/1/2022 19:10,12/2/2022 1:10,338,341,0,0,12.8,86,1005.5,0,0
12/1/2022 19:20,12/2/2022 1:20,326,320,0,0,12.7,87,1005.5,0,0
12/1/2022 19:30,12/2/2022 1:30,328,309,0,0,12.6,90,1005.5,0,0
12/1/2022 19:40,12/2/2022 1:40,326,320,0,0,12.4,91,1005.6,0,0
12/1/2022 19:50,12/2/2022 1:50,338,3,0,0,12.4,91,1005.5,0,0
12/1/2022 20:00,12/2/2022 2:00,352,346,0,0,12.4,91,1005.6,0,0
12/1/2022 20:10,12/2/2022 2:10,4,16,0,0,12.5,91,1005.7,0,0
12/1/2022 20:20,12/2/2022 2:20,360,343,0,0,12.5,90,1005.7,0,0
12/1/2022 20:30,12/2/2022 2:30,342,332,0,0,12.5,91,1005.8,0,0
12/1/2022 20:40,12/2/2022 2:40,352,356,0,0,12.4,91,1005.9,0,0
12/1/2022 20:50,12/2/2022 2:50,356,329,0,0,12.4,92,1006,0,0
12/1/2022 21:00,12/2/2022 3:00,358,13,0,0,12.4,92,1005.9,0,0
12/1/2022 21:10,12/2/2022 3:10,359,2,0,0,12.3,93,1005.9,0,0
12/1/2022 21:20,12/2/2022 3:20,4,4,0,0,12.2,95,1005.8,0,0
12/1/2022 21:30,12/2/2022 3:30,352,347,0,0,12.1,96,1005.8,0,0
12/1/2022 21:40,12/2/2022 3:40,354,354,0,0,12.1,97,1005.8,0,0
12/1/2022 21:50,12/2/2022 3:50,333,350,0,0,12.1,98,1005.8,0,0
12/1/2022 22:00,12/2/2022 4:00,331,323,0,0,12.1,98,1005.7,0,0
12/1/2022 22:10,12/2/2022 4:10,322,12,0,0,12.1,99,1005.6,0,0
12/1/2022 22:20,12/2/2022 4:20,328,301,0,0,12.1,100,1005.6,0,0
12/1/2022 22:30,12/2/2022 4:30,344,340,0,0,12.1,100,1005.6,0,0
12/1/2022 22:40,12/2/2022 4:40,324,331,0,0,12.1,100,1005.6,0,0
12/1/2022 22:50,12/2/2022 4:50,343,331,0,0,12.1,100,1005.5,0,0
12/1/2022 23:00,12/2/2022 5:00,313,322,0,0,12.1,100,1005.4,0,0
12/1/2022 23:10,12/2/2022 5:10,303,302,0,0,12.1,100,1005.4,0,0
12/1/2022 23:20,12/2/2022 5:20,313,343,0,0,12.1,100,1005.3,0,0
12/1/2022 23:30,12/2/2022 5:30,312,310,0,0,12.1,100,1005.2,0,0
12/1/2022 23:40,12/2/2022 5:40,324,319,0,0,12.1,100,1005.2,0,0
12/1/2022 23:50,12/2/2022 5:50,327,355,0,0,12.2,100,1005,0,0
12/2/2022 0:00,12/2/2022 6:00,332,337,0,0,12.2,100,1004.8,0,0
12/2/2022 0:10,12/2/2022 6:10,327,327,0,0,12.2,100,1004.7,0,0
12/2/2022 0:20,12/2/2022 6:20,354,331,0,0,12.2,100,1004.6,0,0
12/2/2022 0:30,12/2/2022 6:30,342,346,0,0,12.2,100,1004.7,0,0
12/2/2022 0:40,12/2/2022 6:40,338,332,0,0,12.2,100,1004.5,0,0
12/2/2022 0:50,12/2/2022 6:50,15,23,0,0,12.2,100,1004.4,0,0
12/2/2022 1:00,12/2/2022 7:00,9,17,0,0,12.1,100,1004.2,0,0
12/2/2022 1:10,12/2/2022 7:10,348,14,0,0,12.1,100,1004.1,0,0
12/2/2022 1:20,12/2/2022 7:20,333,333,0,0,12.1,100,1004,0,0
12/2/2022 1:30,12/2/2022 7:30,319,324,0,0,12.1,100,1003.9,0,0
12/2/2022 1:40,12/2/2022 7:40,331,341,0,0,12.1,100,1003.8,0,0
12/2/2022 1:50,12/2/2022 7:50,320,323,0,0,12.1,100,1003.7,0,0
12/2/2022 2:00,12/2/2022 8:00,341,349,0,0,12.1,100,1003.7,0,0
12/2/2022 2:10,12/2/2022 8:10,346,337,0,0,12.1,100,1003.7,0,0
12/2/2022 2:20,12/2/2022 8:20,344,355,0,0,12.1,100,1003.6,0,0
12/2/2022 2:30,12/2/2022 8:30,350,332,0,0,12.1,100,1003.5,0,0
12/2/2022 2:40,12/2/2022 8:40,357,355,0,0,12.1,100,1003.4,0,0
12/2/2022 2:50,12/2/2022 8:50,7,3,0,0,12,100,1003.3,0,0
12/2/2022 3:00,12/2/2022 9:00,353,15,0,0,12,100,1003.4,0,0
12/2/2022 3:10,12/2/2022 9:10,347,335,0,0,12,100,1003.4,0,0
12/2/2022 3:20,12/2/2022 9:20,6,12,0,0,12,100,1003.3,0,0
12/2/2022 3:30,12/2/2022 9:30,5,4,0,0,12,100,1003.3,0,0
12/2/2022 3:40,12/2/2022 9:40,19,30,0,0,12.1,100,1003.2,0,0
12/2/2022 3:50,12/2/2022 9:50,37,30,0,0,12.1,100,1003.2,0,0
12/2/2022 4:00,12/2/2022 10:00,44,5,0,0,12,100,1003.3,0,0
12/2/2022 4:10,12/2/2022 10:10,42,48,0,0,12,100,1003.3,0,0
12/2/2022 4:20,12/2/2022 10:20,33,33,0,0,12.1,100,1003.3,0,0
12/2/2022 4:30,12/2/2022 10:30,25,32,0,0,12.1,100,1003.3,0,0
12/2/2022 4:40,12/2/2022 10:40,37,13,0,0,12.1,100,1003.3,0,0
12/2/2022 4:50,12/2/2022 10:50,41,55,0,0,12.2,100,1003.3,0,0
12/2/2022 5:00,12/2/2022 11:00,355,355,0,0,12.2,100,1003.3,0,0
12/2/2022 5:10,12/2/2022 11:10,349,355,0,0,12.2,100,1003.2,0,0
12/2/2022 5:20,12/2/2022 11:20,344,344,0,0,12.2,100,1003.1,0,0
12/2/2022 5:30,12/2/2022 11:30,325,343,0,0,12.3,100,1003,0,0
12/2/2022 5:40,12/2/2022 11:40,321,321,0,0,12.3,100,1003,0,0
12/2/2022 5:50,12/2/2022 11:50,323,322,0,0,12.3,100,1003,0,0
12/2/2022 6:00,12/2/2022 12:00,321,327,0,0,12.3,100,1003,0,0
12/2/2022 6:10,12/2/2022 12:10,334,317,0,0,12.3,100,1003.2,0,0
12/2/2022 6:20,12/2/2022 12:20,351,339,0,0,12.4,100,1003.1,0,0
12/2/2022 6:30,12/2/2022 12:30,2,355,0,0,12.4,100,1003.1,0,0
12/2/2022 6:40,12/2/2022 12:40,355,355,0,0,12.5,100,1003.2,0,0
12/2/2022 6:50,12/2/2022 12:50,351,355,0,0,12.5,100,1003.2,0,0
12/2/2022 7:00,12/2/2022 13:00,343,350,0,0,12.5,100,1003.3,0,0
12/2/2022 7:10,12/2/2022 13:10,339,339,0,0,12.5,100,1003.4,0,1
12/2/2022 7:20,12/2/2022 13:20,339,338,0,0,12.6,100,1003.5,0,4
12/2/2022 7:30,12/2/2022 13:30,340,339,0,0,12.6,100,1003.6,0,8
12/2/2022 7:40,12/2/2022 13:40,340,341,0,0,12.6,100,1003.7,0,14
12/2/2022 7:50,12/2/2022 13:50,348,340,0,0,12.6,100,1003.9,0,22
12/2/2022 8:00,12/2/2022 14:00,351,350,0,0,12.7,100,1003.9,0,32
12/2/2022 8:10,12/2/2022 14:10,347,352,0,0,12.7,100,1003.9,0,48
12/2/2022 8:20,12/2/2022 14:20,345,345,0,0,12.8,100,1004,0,59
12/2/2022 8:30,12/2/2022 14:30,345,345,0,0,12.9,100,1004.1,0,59
12/2/2022 8:40,12/2/2022 14:40,16,345,0,0,13,100,1004.2,0,75
12/2/2022 8:50,12/2/2022 14:50,2,10,0,0,13,100,1004.2,0,93
12/2/2022 9:00,12/2/2022 15:00,343,348,0,0,13.1,100,1004.3,0,100
12/2/2022 9:10,12/2/2022 15:10,354,352,0,0,13.2,100,1004.4,0,109
12/2/2022 9:20,12/2/2022 15:20,352,354,0,0,13.4,100,1004.5,0,131
12/2/2022 9:30,12/2/2022 15:30,357,348,0,0,13.6,100,1004.6,0,127
12/2/2022 9:40,12/2/2022 15:40,299,19,0,0,13.8,100,1004.6,0,135
12/2/2022 9:50,12/2/2022 15:50,251,287,0,0,13.8,100,1004.6,0,164
12/2/2022 10:00,12/2/2022 16:00,172,126,0,0,13.9,100,1004.6,0,167
12/2/2022 10:10,12/2/2022 16:10,164,171,0,0,13.9,100,1004.6,0,190
12/2/2022 10:20,12/2/2022 16:20,179,168,0,0,14.1,100,1004.5,0,212
12/2/2022 10:30,12/2/2022 16:30,179,165,0,0,14.2,100,1004.5,0,245
12/2/2022 10:40,12/2/2022 16:40,178,129,0,0,14.4,100,1004.3,0,270
