Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
6/30/2022 19:00,7/1/2022 0:00,233,242,19.1,26.9,31.4,51,995,0,24
6/30/2022 19:10,7/1/2022 0:10,231,233,18.3,25.6,30.9,52,995,0,17
6/30/2022 19:20,7/1/2022 0:20,235,232,15.1,22.2,30.3,53,995.1,0,10
6/30/2022 19:30,7/1/2022 0:30,233,230,13.1,18.6,30.4,51,995.1,0,7
6/30/2022 19:40,7/1/2022 0:40,241,268,12.1,23.3,30.4,51,995.4,0,3
6/30/2022 19:50,7/1/2022 0:50,262,267,8.4,27.3,29.8,55,995.6,0,0
6/30/2022 20:00,7/1/2022 1:00,272,282,0.5,11.6,28.5,60,995.7,0,2
6/30/2022 20:10,7/1/2022 1:10,252,271,0,0,28.2,60,995.7,0,2
6/30/2022 20:20,7/1/2022 1:20,263,256,0,0,28,62,995.6,0,1
6/30/2022 20:30,7/1/2022 1:30,207,259,0,0,27.9,63,995.3,0,0
6/30/2022 20:40,7/1/2022 1:40,225,218,0,2,27.9,62,995.2,0,0
6/30/2022 20:50,7/1/2022 1:50,216,226,0,0,27.8,64,995,0,0
6/30/2022 21:00,7/1/2022 2:00,213,160,0,0,27.7,66,994.9,0,0
6/30/2022 21:10,7/1/2022 2:10,178,246,0,0,27.8,65,995.2,0,0
6/30/2022 21:20,7/1/2022 2:20,139,170,2.4,16.4,27.9,69,995.6,0,0
6/30/2022 21:30,7/1/2022 2:30,150,122,1.7,16.4,27.6,68,995.7,0,0
6/30/2022 21:40,7/1/2022 2:40,181,160,0,0,27.6,67,995.7,0,0
6/30/2022 21:50,7/1/2022 2:50,177,147,0,0,27.8,66,995.7,0,0
6/30/2022 22:00,7/1/2022 3:00,174,180,0.1,6.7,27.9,66,995.6,0,0
6/30/2022 22:10,7/1/2022 3:10,152,152,1.2,14,28.1,65,995.7,0,0
6/30/2022 22:20,7/1/2022 3:20,158,161,0.6,12.6,28.2,67,995.8,0,0
6/30/2022 22:30,7/1/2022 3:30,193,207,0.2,5.4,28.1,68,996,0,0
6/30/2022 22:40,7/1/2022 3:40,226,211,0.1,2,27.9,68,996.1,0,0
