fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar,nombre_estacion
11/1/2015 0:00,337,347,0,0,23.7,,993.1,0,2,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 0:10,348,4,0,2,23.6,,993.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 0:20,347,340,0.1,4,23.4,,993.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 0:30,350,352,0,0,23.1,,993.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 0:40,0,351,0,0,22.9,,993.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 0:50,344,333,0,0,22.7,,993.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 1:00,4,351,0,0,22.6,,993.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 1:10,324,350,0,0,22.4,,994.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 1:20,322,319,0,0,22.2,,994.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 1:30,328,322,0,0,22.1,,994.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 1:40,310,310,0.4,16,21.8,,995.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 1:50,326,325,3.1,28.8,21.2,,995.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 2:00,346,342,3.2,34.9,20.7,,995.4,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 2:10,349,351,0.7,22.6,19.7,,995.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 2:20,3,35,0,0,19.3,,996.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 2:30,8,7,0,0,18.5,,996.4,0.25,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 2:40,344,26,0,0,18.1,,996.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 2:50,315,324,1.8,21.2,17.6,,996.5,1.02,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 3:00,338,312,0,0,17.7,,996.8,0.25,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 3:10,28,5,0,1.9,17.7,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 3:20,20,50,0,0,17.7,,997.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 3:30,11,15,0,0,17.8,,997.1,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 3:40,41,14,0,0,17.8,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 3:50,61,21,0,0,17.7,,996.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 4:00,67,62,0,0,17.6,,996.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 4:10,51,60,0,0,17.6,,996.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 4:20,19,6,0,0,17.8,,996.8,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 4:30,345,9,0,0,17.7,,996.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 4:40,306,323,0,0,17.7,,997.2,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 4:50,292,291,0,0,17.6,,997.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 5:00,294,293,0,0,17.6,,997.9,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 5:10,317,309,0,0,17.6,,997.6,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 5:20,307,275,0,0,17.7,,997.7,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 5:30,358,339,0,0,17.9,,997.5,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
11/1/2015 5:40,21,21,0,0,18,,997.3,0,0,"PRESA EL CUCHILLO, NL (ECHA)"
