Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
2002 May 01,0:00,105,93,18.5,35,38.9,35,984.5,0,198
2002 May 01,0:10,99,89,27.7,35,38.1,39,984.6,0,149
2002 May 01,0:20,99,108,28.9,37.9,37.4,42,984.6,0,113
2002 May 01,0:30,102,97,31,38.5,36.6,44,984.7,0,78
2002 May 01,0:40,102,104,30.4,43.1,36.1,46,984.7,0,49
2002 May 01,0:50,103,101,31.8,41.3,35.5,47,984.8,0,24
2002 May 01,1:00,101,97,28.4,38.5,35,50,984.8,0,9
2002 May 01,1:10,102,107,28,36.2,34.5,51,984.9,0,2
2002 May 01,1:20,103,103,30.5,39.6,34.2,52,985,0,-2
2002 May 01,1:30,104,102,29.2,40.2,33.9,53,985.1,0,-3
2002 May 01,1:40,104,104,30.3,39,33.6,53,985.2,0,-3
2002 May 01,1:50,103,100,26.2,35,33.1,55,985.4,0,-3
2002 May 01,2:00,103,99,25.5,36.7,32.7,57,985.5,0,-3
2002 May 01,2:10,104,117,23.6,33.9,32.3,58,985.6,0,-3
2002 May 01,2:20,103,127,23.1,33.9,31.9,60,985.8,0,-3
2002 May 01,2:30,105,107,21.4,32.7,31.6,61,985.9,0,-3
2002 May 01,2:40,105,112,22.3,31.6,31.2,62,986,0,-3
2002 May 01,2:50,104,103,23.5,33.9,30.9,64,986.1,0,-3
2002 May 01,3:00,102,120,24.7,32.1,30.6,64,986.2,0,-3
2002 May 01,3:10,108,92,21,30.4,30.3,65,986.3,0,-3
2002 May 01,3:20,106,106,18.9,26.9,30,66,986.3,0,-3
2002 May 01,3:30,109,109,16.5,28.1,29.8,67,986.3,0,-3
2002 May 01,3:40,103,93,17.4,23.5,29.6,68,986.4,0,-3
2002 May 01,3:50,103,86,20.2,28.7,29.3,68,986.3,0,-3
2002 May 01,4:00,101,97,22.5,31,29.1,68,986.3,0,-3
2002 May 01,4:10,106,98,20.4,26.9,28.9,68,986.4,0,-3
2002 May 01,4:20,102,100,17.6,24.6,28.7,69,986.6,0,-3
2002 May 01,4:30,100,100,17.7,22.3,28.5,69,986.6,0,-3
2002 May 01,4:40,102,96,17.2,25.2,28.3,70,986.7,0,-3
2002 May 01,4:50,103,113,19.5,25.8,28.1,70,986.8,0,-3
2002 May 01,5:00,102,99,19.3,27.5,27.8,71,986.8,0,-3
2002 May 01,5:10,103,110,18.1,23.5,27.6,72,986.9,0,-3
2002 May 01,5:20,105,103,17.9,22.3,27.3,73,987,0,-4
2002 May 01,5:30,103,102,15.5,21.2,27.1,74,987,0,-3
2002 May 01,5:40,100,112,12,18.3,26.9,75,987.1,0,-4
2002 May 01,5:50,105,103,14,20,26.7,75,987,0,-4
2002 May 01,6:00,105,106,13.3,17.7,26.5,76,987,0,-4
2002 May 01,6:10,108,129,12.7,16,26.3,77,986.9,0,-4
2002 May 01,6:20,107,106,12.4,16,26.2,78,986.9,0,-4
