Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
2000 Dic 01,0:00,316,313,10.2,14.3,17.2,100,1000.9,0,-1
2000 Dic 01,0:10,314,314,10.9,16.6,17.2,100,1001,0,-1
2000 Dic 01,0:20,314,309,9.6,13.1,17.2,100,1001,0,-1
2000 Dic 01,0:30,316,307,8.6,12,17.2,100,1001.1,0,-1
2000 Dic 01,0:40,323,323,8.6,11.4,17.2,100,1001.1,0,-1
2000 Dic 01,0:50,327,325,8.4,12.5,17.3,100,1001.1,0,-1
2000 Dic 01,1:00,322,331,7.7,11.4,17.3,100,1001.2,0,-1
2000 Dic 01,1:10,326,333,8.2,10.8,17.3,100,1001.3,0,-1
2000 Dic 01,1:20,335,333,7,10.2,17.3,100,1001.4,0,-1
2000 Dic 01,1:30,337,345,6.7,9.1,17.3,100,1001.4,0,-1
2000 Dic 01,1:40,339,331,6.6,8.5,17.3,100,1001.5,0,-1
2000 Dic 01,1:50,346,349,7.5,10.2,17.4,100,1001.5,0,-1
2000 Dic 01,2:00,323,326,7.3,10.2,17.4,100,1001.6,0,-1
2000 Dic 01,2:10,304,319,6.6,9.7,17.4,100,1001.7,0,-1
2000 Dic 01,2:20,337,317,6.7,9.1,17.4,100,1001.7,0,-1
2000 Dic 01,2:30,329,337,5,7.4,17.4,100,1001.7,0,-1
2000 Dic 01,2:40,338,327,3.5,5.6,17.4,100,1001.6,0,-1
2000 Dic 01,2:50,10,35,3.9,6.2,17.4,100,1001.5,0,-2
2000 Dic 01,3:00,7,354,4.1,6.8,17.3,100,1001.5,0,-2
2000 Dic 01,3:10,27,25,4.7,6.8,17.3,100,1001.4,0,-2
2000 Dic 01,3:20,39,36,4.5,5.6,17.2,100,1001.4,0,-1
2000 Dic 01,3:30,47,57,4.9,7.4,17.2,100,1001.3,0,-1
2000 Dic 01,3:40,50,53,5.9,7.4,17.1,100,1001.3,0,-1
2000 Dic 01,3:50,31,38,4.9,7.9,17.1,100,1001.2,0,-1
2000 Dic 01,4:00,40,36,3.7,5.6,17.1,100,1001.2,0,-1
2000 Dic 01,4:10,76,37,2,4.5,17.2,100,1001.2,0,-1
2000 Dic 01,4:20,57,78,3.4,6.2,17.2,100,1001.2,0,-1
2000 Dic 01,4:30,42,38,3.6,5.1,17.2,100,1001.2,0,-1
2000 Dic 01,4:40,58,85,1.7,3.3,17.2,100,1001.1,0,-1
2000 Dic 01,4:50,45,80,2.3,4.5,17.3,100,1001,0,-1
2000 Dic 01,5:00,56,121,1.6,2.2,17.3,100,1001.1,0,-1
2000 Dic 01,5:10,257,121,0,0,17.3,100,1001,0,-1
2000 Dic 01,5:20,281,121,0,0,17.4,100,1000.9,0,-1
2000 Dic 01,5:30,321,121,0,2.2,17.4,100,1000.8,0,-1
2000 Dic 01,5:40,1,36,1.6,2.2,17.4,100,1000.7,0,-1
2000 Dic 01,5:50,321,36,0,0,17.4,100,1000.6,0,-1
2000 Dic 01,6:00,299,36,0,0,17.5,100,1000.6,0,-1
2000 Dic 01,6:10,299,287,1.6,2.2,17.4,100,1000.4,0,-1
2000 Dic 01,6:20,291,287,0,0,17.4,100,1000.3,0,-1
2000 Dic 01,6:30,310,287,0,0,17.4,100,1000.2,0,-1
2000 Dic 01,6:40,281,274,2.1,3.9,17.5,100,1000.2,0,-1
2000 Dic 01,6:50,299,278,2,4.5,17.5,100,1000.2,0,-1
2000 Dic 01,7:00,300,302,2.5,5.1,17.5,100,1000.1,0,-1
2000 Dic 01,7:10,301,310,3.7,4.5,17.4,100,1000,0,-1
2000 Dic 01,7:20,282,288,3.8,5.6,17.4,100,999.9,0,-1
2000 Dic 01,7:30,256,272,2.7,5.1,17.4,100,999.9,0,-1
2000 Dic 01,7:40,266,259,3.8,4.5,17.4,100,999.8,0,-1
2000 Dic 01,7:50,235,208,3.9,5.6,17.4,100,999.6,0,-1
2000 Dic 01,8:00,240,239,2.3,4.5,17.4,100,999.4,0,-1
2000 Dic 01,8:10,235,239,0,0,17.4,100,999.3,0,-1
2000 Dic 01,8:20,269,269,2.9,6.2,17.4,100,999.3,0,-1
2000 Dic 01,8:30,239,270,4.1,6.2,17.4,100,999.2,0,-1
2000 Dic 01,8:40,221,227,4.5,6.2,17.5,100,999.1,0,-1
2000 Dic 01,8:50,210,226,3.3,5.6,17.5,100,999,0,-1
2000 Dic 01,9:00,218,206,3.3,6.2,17.5,100,999,0,-1
2000 Dic 01,9:10,186,177,3.5,7.4,17.5,100,999,0,-1
2000 Dic 01,9:20,186,173,3.9,8.5,17.6,100,998.9,0,-1
2000 Dic 01,9:30,186,177,5.8,9.1,17.6,100,998.8,0,-1
2000 Dic 01,9:40,215,214,6.6,10.8,17.6,100,998.7,0,-1
