nombre_estacion,fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 0:00,16,204,0,0,24.8,100,987.2,0.76,12
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 0:10,16,204,0,0,24.7,100,987,1.27,9
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 0:20,16,204,0,0,24.7,100,987,0.25,10
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 0:30,16,204,0,0,24.8,100,987,0,10
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 0:40,16,204,0,0,24.9,100,987.1,0.25,9
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 0:50,16,204,0,0,24.9,100,987.2,0,10
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 1:00,16,204,0,0,24.9,100,987.3,0.25,8
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 1:10,16,204,0,0,25,100,987.3,0,2
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 1:20,16,204,0,0,25.1,100,987.4,0,2
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 1:30,16,204,0,0,25.1,100,987.4,0,1
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 1:40,16,204,0,0,25,100,987.3,0,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 1:50,16,204,0,0,24.9,100,987.2,0.25,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 2:00,16,204,0,0,24.9,100,987.3,0.51,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 2:10,16,204,0,0,24.9,100,987.3,0.25,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 2:20,16,204,0,0,24.8,100,987.3,0.25,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 2:30,16,204,0,0,24.7,100,987.4,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 2:40,16,204,0,0,24.6,100,987.3,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 2:50,16,204,0,0,24.6,100,987.3,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 3:00,16,204,0,0,24.5,100,987.2,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 3:10,16,204,0,0,24.5,100,987.1,1.78,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 3:20,16,204,0,0,24.5,100,987.1,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 3:30,16,204,0,0,24.4,100,987.2,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 3:40,16,204,0,0,24.4,100,987.2,2.03,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 3:50,16,204,0,0,24.5,100,987,1.02,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 4:00,16,204,0,0,24.5,100,987.2,1.78,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 4:10,16,204,0,0,24.4,100,987.2,1.78,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 4:20,16,204,0,0,24.4,100,987,5.08,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 4:30,16,204,0,0,24.3,100,986.5,0.25,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 4:40,16,204,0,0,24.4,100,986.8,0.25,0
"PRESA EL CUCHILLO, NL (ECHA)",7/1/2010 4:50,16,204,0,0,24.5,100,987.2,0.25,0
