Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
8/16/2023 15:40,8/16/2023 21:40,206,210,0,0,38.9,27,994.6,0,751
8/16/2023 15:50,8/16/2023 21:50,183,169,0,0,39,27,994.5,0,629
8/16/2023 16:00,8/16/2023 22:00,206,208,0,0,38.9,25,994.3,0,661
8/16/2023 16:10,8/16/2023 22:10,195,205,0,0,38.9,25,994.1,0,642
8/16/2023 16:20,8/16/2023 22:20,154,175,0,0,39.1,26,993.9,0,610
8/16/2023 16:30,8/16/2023 22:30,127,128,0,0,39.3,25,993.8,0,574
8/16/2023 16:40,8/16/2023 22:40,146,154,0,0,39.5,25,993.7,0,542
8/16/2023 16:50,8/16/2023 22:50,122,129,0,0,39.7,25,993.7,0,492
8/16/2023 17:00,8/16/2023 23:00,109,109,0,0,39.7,24,993.6,0,460
8/16/2023 17:10,8/16/2023 23:10,105,120,0,0,39.7,22,993.5,0,418
8/16/2023 17:20,8/16/2023 23:20,109,107,0,0,39.9,22,993.3,0,381
8/16/2023 17:30,8/16/2023 23:30,103,82,0,0,40,22,993.3,0,352
8/16/2023 17:40,8/16/2023 23:40,117,101,0,0,39.9,23,993.4,0,318
8/16/2023 17:50,8/16/2023 23:50,122,119,0,0,39.9,23,993.4,0,294
8/16/2023 18:00,8/17/2023 0:00,128,134,0,0,39.5,27,993.5,0,248
8/16/2023 18:10,8/17/2023 0:10,107,87,0,0,39.2,25,993.5,0,183
8/16/2023 18:20,8/17/2023 0:20,113,123,0,0,38.6,31,993.8,0,108
8/16/2023 18:30,8/17/2023 0:30,119,122,0,0,37.4,35,993.8,0,92
8/16/2023 18:40,8/17/2023 0:40,115,117,0,0,36.7,36,993.8,0,68
8/16/2023 18:50,8/17/2023 0:50,114,119,0,0,36.4,36,994,0,48
8/16/2023 19:00,8/17/2023 1:00,114,109,0,0,36.1,36,994.1,0,26
8/16/2023 19:10,8/17/2023 1:10,112,109,0,0,35.9,36,994.3,0,9
8/16/2023 19:20,8/17/2023 1:20,114,114,0,0,35.5,37,994.4,0,1
8/16/2023 19:30,8/17/2023 1:30,115,123,0,0,35.1,38,994.6,0,0
8/16/2023 19:40,8/17/2023 1:40,114,111,0,0,34.8,38,994.8,0,0
8/16/2023 19:50,8/17/2023 1:50,114,114,0,0,34.6,39,994.9,0,0
8/16/2023 20:00,8/17/2023 2:00,113,91,0,0,34.4,38,995,0,0
8/16/2023 20:10,8/17/2023 2:10,113,120,0,0,34.3,39,995.1,0,0
8/16/2023 20:20,8/17/2023 2:20,112,119,0,0,34.2,39,995.1,0,0
