Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
1/1/2024 0:00,1/1/2024 6:00,291,338,2.8,7.6,10.9,72,933.1,0,0
1/1/2024 0:10,1/1/2024 6:10,296,321,2.6,7.2,10.9,67,933.1,0,0
1/1/2024 0:20,1/1/2024 6:20,305,317,2.6,6.5,11.2,67,933.2,0,0
1/1/2024 0:30,1/1/2024 6:30,291,313,2,5.8,11.2,65,933.1,0,0
1/1/2024 0:40,1/1/2024 6:40,268,257,1.6,4,11.2,67,933,0,0
1/1/2024 0:50,1/1/2024 6:50,245,343,1.7,5,11.5,63,933,0,0
1/1/2024 1:00,1/1/2024 7:00,286,297,2.5,5.4,11.5,67,933.1,0,0
1/1/2024 1:10,1/1/2024 7:10,249,351,1.8,5.4,11.2,67,933.1,0,0
1/1/2024 1:20,1/1/2024 7:20,257,184,2,5.8,11,67,933.1,0,0
1/1/2024 1:30,1/1/2024 7:30,292,306,1.9,5,11,72,933,0,0
1/1/2024 1:40,1/1/2024 7:40,265,328,1.9,6.1,10.9,69,933,0,0
1/1/2024 1:50,1/1/2024 7:50,286,201,1.9,4.3,10.8,68,933.1,0,0
1/1/2024 2:00,1/1/2024 8:00,314,309,1.9,5.4,10.8,71,933.3,0,0
1/1/2024 2:10,1/1/2024 8:10,295,310,2.4,6.5,10.8,72,933.3,0,0
1/1/2024 2:20,1/1/2024 8:20,273,308,1.6,6.1,10.9,65,933.2,0,0
1/1/2024 2:30,1/1/2024 8:30,303,275,3.2,7.6,11.2,66,933.2,0,0
1/1/2024 2:40,1/1/2024 8:40,265,319,2.8,8.3,11.4,65,933.2,0,0
1/1/2024 2:50,1/1/2024 8:50,271,306,3.2,8.3,11.5,68,933.3,0,0
1/1/2024 3:00,1/1/2024 9:00,260,325,1.5,4.7,11.3,65,933.3,0,0
1/1/2024 3:10,1/1/2024 9:10,269,312,1.8,4.7,11.2,65,933.4,0,0
