Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
10/1/2023 0:00,10/1/2023 6:00,230,204,1.9,6.1,22.4,100,931.3,0,0
10/1/2023 0:10,10/1/2023 6:10,262,234,2.7,5.4,22,100,931.4,0,0
10/1/2023 0:20,10/1/2023 6:20,242,299,3.6,9.4,21.7,100,931.4,0,0
10/1/2023 0:30,10/1/2023 6:30,223,188,3.1,6.8,21.7,100,931.4,0,0
10/1/2023 0:40,10/1/2023 6:40,273,311,3.3,9,21.5,100,931.2,0,0
10/1/2023 0:50,10/1/2023 6:50,235,203,3.8,6.5,21.3,100,931.1,0,0
10/1/2023 1:00,10/1/2023 7:00,241,209,1.9,4.7,21.2,100,930.9,0,0
10/1/2023 1:10,10/1/2023 7:10,246,182,2.9,6.1,20.9,100,930.9,0,0
10/1/2023 1:20,10/1/2023 7:20,219,193,2.2,6.5,20.9,100,930.7,0,0
10/1/2023 1:30,10/1/2023 7:30,247,311,1.8,4.3,20.7,100,930.6,0,0
10/1/2023 1:40,10/1/2023 7:40,263,293,2.6,6.8,20.6,100,930.5,0,0
10/1/2023 1:50,10/1/2023 7:50,219,180,3,6.5,20.7,100,930.5,0,0
10/1/2023 2:00,10/1/2023 8:00,338,315,1.7,4,20.6,100,930.4,0,0
10/1/2023 2:10,10/1/2023 8:10,211,202,3,7.6,20.5,100,930.4,0,0
10/1/2023 2:20,10/1/2023 8:20,251,303,1.6,2.9,20.4,100,930.2,0,0
10/1/2023 2:30,10/1/2023 8:30,255,213,3.1,6.5,20.3,100,930.1,0,0
10/1/2023 2:40,10/1/2023 8:40,260,291,0.9,2.2,20.1,100,930,0,0
10/1/2023 2:50,10/1/2023 8:50,255,212,2.5,6.1,20,100,930.1,0,0
10/1/2023 3:00,10/1/2023 9:00,264,221,2.5,8.3,20,100,930,0,0
10/1/2023 3:10,10/1/2023 9:10,244,319,0.9,3.6,19.9,100,929.9,0,0
10/1/2023 3:20,10/1/2023 9:20,258,225,1.9,5,19.8,100,929.8,0,0
10/1/2023 3:30,10/1/2023 9:30,221,198,2,5.8,19.8,100,929.7,0,0
10/1/2023 3:40,10/1/2023 9:40,234,204,2,4.7,19.8,100,929.7,0,0
10/1/2023 3:50,10/1/2023 9:50,267,319,2,4,19.7,100,929.8,0,0
10/1/2023 4:00,10/1/2023 10:00,208,184,3.3,5.8,19.8,100,929.8,0,0
10/1/2023 4:10,10/1/2023 10:10,276,256,2.5,4,19.9,100,929.8,0,0
10/1/2023 4:20,10/1/2023 10:20,232,26,1.2,3.6,19.9,100,929.9,0,0
10/1/2023 4:30,10/1/2023 10:30,218,200,2.5,7.6,19.9,100,930,0,0
10/1/2023 4:40,10/1/2023 10:40,284,218,2.1,4.3,19.9,100,930.1,0,0
10/1/2023 4:50,10/1/2023 10:50,217,212,1.7,5,19.8,100,930.1,0,0
10/1/2023 5:00,10/1/2023 11:00,229,216,2.7,6.5,19.9,100,930.3,0,0
10/1/2023 5:10,10/1/2023 11:10,225,192,1.4,4,19.8,100,930.3,0,0
10/1/2023 5:20,10/1/2023 11:20,260,303,1.1,2.9,19.8,100,930.4,0,0
10/1/2023 5:30,10/1/2023 11:30,279,231,1.4,4.7,19.7,100,930.5,0,0
10/1/2023 5:40,10/1/2023 11:40,284,270,1.8,4.7,19.7,100,930.7,0,0
10/1/2023 5:50,10/1/2023 11:50,289,222,1.7,4.3,19.6,100,930.8,0,0
10/1/2023 6:00,10/1/2023 12:00,289,306,2.1,5.8,19.6,100,930.8,0,0
10/1/2023 6:10,10/1/2023 12:10,227,306,2.2,5.4,19.6,100,930.9,0,0
10/1/2023 6:20,10/1/2023 12:20,274,335,2.3,5,19.5,100,931,0,0
10/1/2023 6:30,10/1/2023 12:30,256,321,2.8,5.4,19.4,100,931.1,0,0
10/1/2023 6:40,10/1/2023 12:40,251,211,1.8,5.4,19.4,100,931.1,0,3
10/1/2023 6:50,10/1/2023 12:50,241,178,1.9,4.3,19.3,100,931.2,0,9
10/1/2023 7:00,10/1/2023 13:00,233,212,2.2,4.7,19.5,100,931.2,0,16
10/1/2023 7:10,10/1/2023 13:10,210,206,1.9,4.3,19.5,100,931.3,0,23
