fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar,nombre_estacion
8/1/2018 0:00,71,355,6.4,23.8,31.2,44,929.3,0,120,"EL DIENTE, N.L."
8/1/2018 0:10,23,43,7.1,19.1,30.6,47,929.4,0,90,"EL DIENTE, N.L."
8/1/2018 0:20,109,93,4.2,21.2,29.9,50,929.4,0,0,"EL DIENTE, N.L."
8/1/2018 0:30,162,171,3.9,10.8,29.7,50,929.5,0,0,"EL DIENTE, N.L."
8/1/2018 0:40,38,53,2.9,18.7,29.7,49,929.6,0,0,"EL DIENTE, N.L."
8/1/2018 0:50,6,346,3.4,10.1,29.6,50,929.8,0,0,"EL DIENTE, N.L."
8/1/2018 1:00,37,53,4.2,11.2,29.4,50,929.8,0,0,"EL DIENTE, N.L."
8/1/2018 1:10,357,26,5.5,13.3,29,53,929.9,0,0,"EL DIENTE, N.L."
8/1/2018 1:20,314,290,4.5,10.8,28.5,56,930.1,0,0,"EL DIENTE, N.L."
8/1/2018 1:30,316,347,4.4,15.8,28,57,930.3,0,0,"EL DIENTE, N.L."
8/1/2018 1:40,301,319,3.9,11.2,27.6,59,930.4,0,0,"EL DIENTE, N.L."
8/1/2018 1:50,32,79,3.5,11.5,27.2,60,930.6,0,0,"EL DIENTE, N.L."
8/1/2018 2:00,67,62,3.5,11.5,26.9,61,930.9,0,0,"EL DIENTE, N.L."
8/1/2018 2:10,236,285,4,7.9,26.8,61,931.1,0,0,"EL DIENTE, N.L."
8/1/2018 2:20,290,323,5.8,11.2,26.4,68,931.1,0,0,"EL DIENTE, N.L."
8/1/2018 2:30,288,306,7.3,12.6,25.4,76,931.1,0,0,"EL DIENTE, N.L."
8/1/2018 2:40,290,272,7.6,14.4,25,77,931,0,0,"EL DIENTE, N.L."
8/1/2018 2:50,325,325,7.6,14.4,24.6,79,931,0,0,"EL DIENTE, N.L."
8/1/2018 3:00,298,319,2.6,9,24.5,78,931.3,0,0,"EL DIENTE, N.L."
8/1/2018 3:10,297,310,4.3,9.4,24.7,77,931.3,0,0,"EL DIENTE, N.L."
8/1/2018 3:20,335,345,4.6,9,24.6,77,931.3,0,0,"EL DIENTE, N.L."
8/1/2018 3:30,316,334,5,9.7,24.5,78,931.2,0,0,"EL DIENTE, N.L."
8/1/2018 3:40,320,304,4.3,8.6,24.3,79,931.4,0,0,"EL DIENTE, N.L."
8/1/2018 3:50,293,317,3.1,7.2,24.2,81,931.5,0.2,0.2,"EL DIENTE, N.L."
8/1/2018 4:00,270,308,3.4,7.2,23.7,90,931.6,0,0,"EL DIENTE, N.L."
8/1/2018 4:10,298,335,3.9,8.3,23.1,94,931.6,0,0,"EL DIENTE, N.L."
8/1/2018 4:20,288,302,2.1,5,22.7,96,931.6,0,0,"EL DIENTE, N.L."
8/1/2018 4:30,308,281,2.4,5,22.4,98,931.7,0,0,"EL DIENTE, N.L."
8/1/2018 4:40,274,294,1.6,4.7,22.3,99,931.7,0,0,"EL DIENTE, N.L."
8/1/2018 4:50,333,315,1.7,4.3,22.2,100,931.9,0,0,"EL DIENTE, N.L."
8/1/2018 5:00,250,308,3,6.5,22.2,100,932.1,0,0,"EL DIENTE, N.L."
8/1/2018 5:10,167,48,1.6,5.8,22.1,100,932.2,0,0,"EL DIENTE, N.L."
8/1/2018 5:20,216,187,3.2,9,22.1,100,932.5,0,0,"EL DIENTE, N.L."
8/1/2018 5:30,184,220,3.3,8.6,22.1,100,932.8,0.2,0.2,"EL DIENTE, N.L."
8/1/2018 5:40,254,277,8.7,13.3,22.1,100,932.4,1.4,1.4,"EL DIENTE, N.L."
8/1/2018 5:50,251,216,8.8,20.9,21.7,99,932,0.2,0.2,"EL DIENTE, N.L."
8/1/2018 6:00,286,214,6.9,19.4,21.6,98,931.9,0,0,"EL DIENTE, N.L."
8/1/2018 6:10,289,331,2.9,6.8,21.5,100,932.2,0,0,"EL DIENTE, N.L."
8/1/2018 6:20,212,277,3.3,7.6,21.4,100,932.6,0,0,"EL DIENTE, N.L."
8/1/2018 6:30,270,243,4.7,13.7,21.3,100,933.1,8.6,8.6,"EL DIENTE, N.L."
8/1/2018 6:40,247,193,8.3,16.9,20.9,100,932.8,3.8,3.8,"EL DIENTE, N.L."
8/1/2018 6:50,274,295,8.3,15.8,20.8,100,932.5,0.2,0.2,"EL DIENTE, N.L."
8/1/2018 7:00,314,305,4.7,11.2,20.8,100,932.5,0.4,0.4,"EL DIENTE, N.L."
8/1/2018 7:10,297,45,2,4.3,20.9,100,932.5,0,0,"EL DIENTE, N.L."
