Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
11/1/2023 0:00,11/1/2023 6:00,223,205,1.3,4,8,100,943,0,0
11/1/2023 0:10,11/1/2023 6:10,236,219,1.3,2.9,8,100,942.9,0,0
11/1/2023 0:20,11/1/2023 6:20,250,232,1.5,4.3,8,100,942.9,0,0
11/1/2023 0:30,11/1/2023 6:30,303,305,2.5,6.1,7.9,100,942.9,0,0
11/1/2023 0:40,11/1/2023 6:40,228,199,3.1,6.1,7.9,100,942.9,0,0
11/1/2023 0:50,11/1/2023 6:50,307,307,3.7,5.8,7.8,100,942.9,0,0
11/1/2023 1:00,11/1/2023 7:00,294,301,2.4,6.8,7.7,100,942.9,0,0
11/1/2023 1:10,11/1/2023 7:10,233,187,1,3.2,7.7,100,943,0,0
11/1/2023 1:20,11/1/2023 7:20,292,317,1.5,5.4,7.7,100,943.1,0,0
11/1/2023 1:30,11/1/2023 7:30,248,319,1.8,4.3,7.7,100,943.1,0,0
11/1/2023 1:40,11/1/2023 7:40,253,301,4,7.9,7.7,100,943.1,0,0
11/1/2023 1:50,11/1/2023 7:50,276,298,2.6,7.2,7.6,100,943,0,0
11/1/2023 2:00,11/1/2023 8:00,298,212,0.9,4.7,7.6,100,943,0,0
11/1/2023 2:10,11/1/2023 8:10,268,315,1.2,5,7.6,100,943,0,0
11/1/2023 2:20,11/1/2023 8:20,258,303,1.5,5.4,7.5,100,943,0,0
11/1/2023 2:30,11/1/2023 8:30,220,301,1.7,5.4,7.4,100,942.9,0,0
11/1/2023 2:40,11/1/2023 8:40,263,45,0.9,2.9,7.4,100,942.9,0,0
11/1/2023 2:50,11/1/2023 8:50,193,112,1.8,4,7.4,99,942.8,0,0
11/1/2023 3:00,11/1/2023 9:00,215,213,1,4,7.5,89,942.8,0,0
11/1/2023 3:10,11/1/2023 9:10,242,217,1.8,4,7.6,96,942.8,0,0
11/1/2023 3:20,11/1/2023 9:20,287,310,2,6.5,7.6,99,942.9,0,0
11/1/2023 3:30,11/1/2023 9:30,264,285,0.7,4.3,7.6,98,942.9,0,0
