fecha,DirViento,DirRafaga,RapViento,RapRafaga,TempAire,HumRelativa,PresBarometric,Precipitacion,RadSolar,nombre_estacion
8/1/2019 0:00,11,12,14.3,32,32.4,24,929.1,0,63,"EL DIENTE, N.L."
8/1/2019 0:10,8,347,16.4,29.5,32.4,23,929,0,50,"EL DIENTE, N.L."
8/1/2019 0:20,5,22,7.2,18,32.2,25,929,0,39,"EL DIENTE, N.L."
8/1/2019 0:30,319,348,5.9,15.5,31.2,31,929,0,29,"EL DIENTE, N.L."
8/1/2019 0:40,337,354,8,16.2,30.3,32,929,0,25,"EL DIENTE, N.L."
8/1/2019 0:50,236,297,4.2,8.6,29.5,33,929,0,19,"EL DIENTE, N.L."
8/1/2019 1:00,244,295,3.5,12.6,28.6,38,929,0,14,"EL DIENTE, N.L."
8/1/2019 1:10,305,326,4.4,9,27.5,40,929,0,9,"EL DIENTE, N.L."
8/1/2019 1:20,279,327,3.6,9.4,26.8,41,929.1,0,4,"EL DIENTE, N.L."
8/1/2019 1:30,300,324,3.7,6.8,26.1,43,929.2,0,0,"EL DIENTE, N.L."
8/1/2019 1:40,264,317,2.9,7.2,25.5,44,929.2,0,0,"EL DIENTE, N.L."
8/1/2019 1:50,258,327,3.8,7.6,24.9,45,929.3,0,0,"EL DIENTE, N.L."
8/1/2019 2:00,282,271,4.8,13.3,24.6,45,929.4,0,0,"EL DIENTE, N.L."
8/1/2019 2:10,276,181,4.1,11.2,24.6,45,929.4,0,0,"EL DIENTE, N.L."
8/1/2019 2:20,270,199,2.9,6.1,24.3,47,929.4,0,0,"EL DIENTE, N.L."
8/1/2019 2:30,264,273,3.5,7.9,24,47,929.4,0,0,"EL DIENTE, N.L."
8/1/2019 2:40,256,204,3.7,6.8,23.8,49,929.5,0,0,"EL DIENTE, N.L."
8/1/2019 2:50,244,136,4.1,20.9,23.7,47,929.5,0,0,"EL DIENTE, N.L."
8/1/2019 3:00,319,330,4,14.8,23.8,49,929.7,0,0,"EL DIENTE, N.L."
8/1/2019 3:10,352,338,10.8,19.4,24.2,48,929.8,0,0,"EL DIENTE, N.L."
8/1/2019 3:20,344,339,6,18.7,25.8,48,930,0,0,"EL DIENTE, N.L."
8/1/2019 3:30,349,347,10.5,25.2,25.8,54,930.1,0,0,"EL DIENTE, N.L."
8/1/2019 3:40,341,27,6.7,15.8,27,52,930.1,0,0,"EL DIENTE, N.L."
8/1/2019 3:50,291,293,5.2,14.4,26.8,54,930.3,0,0,"EL DIENTE, N.L."
8/1/2019 4:00,354,341,4.9,15.1,26.4,57,930.4,0,0,"EL DIENTE, N.L."
8/1/2019 4:10,220,193,3.3,9,25.9,59,930.5,0,0,"EL DIENTE, N.L."
8/1/2019 4:20,332,350,5.6,14,25.7,63,930.6,0,0,"EL DIENTE, N.L."
8/1/2019 4:30,34,59,4,14.4,25.9,62,930.6,0,0,"EL DIENTE, N.L."
8/1/2019 4:40,222,201,3.4,8.3,25.8,64,930.7,0,0,"EL DIENTE, N.L."
8/1/2019 4:50,274,168,3.8,7.9,25.3,68,930.7,0,0,"EL DIENTE, N.L."
8/1/2019 5:00,206,278,3.1,10.1,24.9,70,930.7,0,0,"EL DIENTE, N.L."
8/1/2019 5:10,16,15,5.6,16.2,24.8,71,930.7,0,0,"EL DIENTE, N.L."
8/1/2019 5:20,191,179,3.4,9.4,25.1,69,930.7,0,0,"EL DIENTE, N.L."
8/1/2019 5:30,174,53,4.4,19.4,24.7,74,930.9,0,0,"EL DIENTE, N.L."
8/1/2019 5:40,111,86,5,14.8,24.7,74,930.9,0,0,"EL DIENTE, N.L."
8/1/2019 5:50,104,33,4.3,11.2,25.1,73,930.9,0,0,"EL DIENTE, N.L."
8/1/2019 6:00,115,47,4,13,25,74,930.9,0,0,"EL DIENTE, N.L."
8/1/2019 6:10,185,186,3.1,7.6,24.6,77,930.9,0,0,"EL DIENTE, N.L."
8/1/2019 6:20,97,41,3,10.8,24.4,79,930.8,0,0,"EL DIENTE, N.L."
8/1/2019 6:30,40,54,4.3,13,24.2,81,930.9,0,0,"EL DIENTE, N.L."
