Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
7/1/2023 0:00,7/1/2023 6:00,249,347,2.1,7.2,25.5,85,928.5,0,0
7/1/2023 0:10,7/1/2023 6:10,358,32,4.4,14.8,25.2,88,928.5,0,0
7/1/2023 0:20,7/1/2023 6:20,187,166,3.3,9.4,25.3,88,928.5,0,0
7/1/2023 0:30,7/1/2023 6:30,184,191,2.8,6.1,25.2,89,928.5,0,0
7/1/2023 0:40,7/1/2023 6:40,195,208,1.8,5,25.2,90,928.5,0,0
7/1/2023 0:50,7/1/2023 6:50,13,2,5.3,15.5,25.3,93,928.4,0,0
7/1/2023 1:00,7/1/2023 7:00,12,8,7.3,14.8,25.9,93,928.5,0,0
7/1/2023 1:10,7/1/2023 7:10,17,32,7.2,19.1,26.1,93,928.4,0,0
7/1/2023 1:20,7/1/2023 7:20,11,350,7.1,16.6,26.2,93,928.3,0,0
7/1/2023 1:30,7/1/2023 7:30,22,43,7,16.6,26.1,94,928.3,0,0
7/1/2023 1:40,7/1/2023 7:40,40,79,6.7,20.2,25.9,96,928.4,0,0
7/1/2023 1:50,7/1/2023 7:50,26,39,6,15.8,25.8,98,928.4,0,0
7/1/2023 2:00,7/1/2023 8:00,25,36,4.8,13.3,25.7,100,928.5,0,0
7/1/2023 2:10,7/1/2023 8:10,14,19,6,14.4,25.5,100,928.5,0,0
7/1/2023 2:20,7/1/2023 8:20,20,16,4.8,13,25.4,100,928.5,0,0
7/1/2023 2:30,7/1/2023 8:30,31,337,3.9,9.7,25.4,100,928.5,0,0
7/1/2023 2:40,7/1/2023 8:40,18,28,5.2,14.4,25.3,100,928.4,0,0
7/1/2023 2:50,7/1/2023 8:50,13,358,4.8,11.2,25.1,100,928.5,0,0
7/1/2023 3:00,7/1/2023 9:00,1,9,3.6,10.4,25,100,928.6,0,0
7/1/2023 3:10,7/1/2023 9:10,50,34,2.3,7.9,24.8,100,928.5,0,0
7/1/2023 3:20,7/1/2023 9:20,20,348,2.3,7.6,24.6,100,928.4,0,0
7/1/2023 3:30,7/1/2023 9:30,357,1,4,8.3,24.3,100,928.5,0,0
7/1/2023 3:40,7/1/2023 9:40,83,108,5.5,13.3,24.2,100,928.5,0,0
7/1/2023 3:50,7/1/2023 9:50,26,22,5.9,14,24.3,100,928.6,0,0
7/1/2023 4:00,7/1/2023 10:00,16,15,4.8,11.9,24.4,100,928.7,0,0
7/1/2023 4:10,7/1/2023 10:10,25,22,5.7,17.6,24.5,100,928.9,0,0
7/1/2023 4:20,7/1/2023 10:20,15,37,3.9,11.9,24.5,100,929,0,0
7/1/2023 4:30,7/1/2023 10:30,34,26,3.1,13.7,24.5,100,929.2,0,0
7/1/2023 4:40,7/1/2023 10:40,7,25,2.7,5.4,24.4,100,929.3,0,0
7/1/2023 4:50,7/1/2023 10:50,349,16,3,6.1,24.3,100,929.3,0,0
7/1/2023 5:00,7/1/2023 11:00,355,348,2.1,4.7,24.3,100,929.4,0,0
7/1/2023 5:10,7/1/2023 11:10,341,16,2.9,6.5,24.3,100,929.5,0,0
7/1/2023 5:20,7/1/2023 11:20,313,326,1.9,5.8,24.2,100,929.6,0,0
7/1/2023 5:30,7/1/2023 11:30,294,258,1.5,3.6,24.2,100,929.7,0,0
7/1/2023 5:40,7/1/2023 11:40,332,346,1.9,4.7,24.2,100,929.7,0,0
7/1/2023 5:50,7/1/2023 11:50,349,14,1,4,24.2,100,929.8,0,0
7/1/2023 6:00,7/1/2023 12:00,304,274,1.1,3.6,24.2,100,929.9,0,0
7/1/2023 6:10,7/1/2023 12:10,308,263,1.1,3.2,24.2,100,929.9,0,2
7/1/2023 6:20,7/1/2023 12:20,326,286,1.8,3.6,24.2,100,929.9,0,6
7/1/2023 6:30,7/1/2023 12:30,259,281,0.8,2.2,24.2,100,929.9,0,12
7/1/2023 6:40,7/1/2023 12:40,51,55,2.4,5,24.3,100,930,0,16
7/1/2023 6:50,7/1/2023 12:50,67,59,2.5,4.7,24.3,100,930.1,0,28
7/1/2023 7:00,7/1/2023 13:00,61,70,0.9,2.5,24.4,100,930.1,0,48
7/1/2023 7:10,7/1/2023 13:10,89,76,0.9,3.2,24.6,100,930.2,0,77
7/1/2023 7:20,7/1/2023 13:20,71,72,1.5,4,25,100,930.2,0,94
7/1/2023 7:30,7/1/2023 13:30,85,75,1.5,5,25.3,100,930.3,0,113
7/1/2023 7:40,7/1/2023 13:40,97,96,3.4,7.9,25.6,100,930.4,0,153
7/1/2023 7:50,7/1/2023 13:50,80,83,2.5,6.1,26.1,100,930.4,0,192
7/1/2023 8:00,7/1/2023 14:00,73,59,3.1,6.8,26.4,100,930.4,0,205
7/1/2023 8:10,7/1/2023 14:10,58,28,5.1,11.5,26.9,100,930.4,0,241
7/1/2023 8:20,7/1/2023 14:20,52,77,4.8,12.2,27.1,100,930.5,0,230
7/1/2023 8:30,7/1/2023 14:30,50,49,4.9,18,27,100,930.6,0,163
7/1/2023 8:40,7/1/2023 14:40,46,53,5,11.9,26.8,100,930.6,0,123
7/1/2023 8:50,7/1/2023 14:50,65,49,4.4,13,26.8,100,930.6,0,172
7/1/2023 9:00,7/1/2023 15:00,78,83,2,6.1,27.1,99,930.5,0,227
7/1/2023 9:10,7/1/2023 15:10,71,47,3,7.6,27.5,97,930.5,0,284
7/1/2023 9:20,7/1/2023 15:20,71,45,4.7,15.5,28,93,930.5,0,403
7/1/2023 9:30,7/1/2023 15:30,56,63,3.7,8.6,28.6,88,930.6,0,278
7/1/2023 9:40,7/1/2023 15:40,117,128,1.9,6.8,28.5,87,930.5,0,238
7/1/2023 9:50,7/1/2023 15:50,82,73,5.4,13.3,28.5,86,930.5,0,208
7/1/2023 10:00,7/1/2023 16:00,86,86,5.7,12.6,28.4,85,930.6,0,322
7/1/2023 10:10,7/1/2023 16:10,72,75,4.5,10.4,28.8,83,930.6,0,267
7/1/2023 10:20,7/1/2023 16:20,100,60,5.6,10.1,28.8,83,930.7,0,256
7/1/2023 10:30,7/1/2023 16:30,85,87,6,19.4,28.8,83,930.6,0,391
7/1/2023 10:40,7/1/2023 16:40,113,85,4.3,11.5,29.8,77,930.6,0,239
7/1/2023 10:50,7/1/2023 16:50,77,81,5.4,16.2,30.3,76,930.6,0,0
7/1/2023 11:00,7/1/2023 17:00,90,74,8.9,16.9,30.8,74,930.6,0,0
7/1/2023 11:10,7/1/2023 17:10,79,84,7.4,17.3,30.7,74,930.6,0,0
7/1/2023 11:20,7/1/2023 17:20,126,106,6.6,11.2,31.3,70,930.5,0,0
7/1/2023 11:30,7/1/2023 17:30,112,102,7.5,15.5,31.3,71,930.4,0,0
