Fecha Local,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
4/8/2022 16:40,30,52,12.6,28.8,23.3,27,937.4,0,770
4/8/2022 16:50,42,48,12.2,37.8,23.5,27,937.3,0,797
4/8/2022 17:00,46,61,13.8,33.1,23.7,27,937.3,0,832
4/8/2022 17:10,47,53,17,34.6,23.8,27,937.3,0,852
4/8/2022 17:20,17,40,14.9,34.9,23.9,27,937.2,0,853
4/8/2022 17:30,33,48,15.5,37.4,23.7,27,937,0,862
4/8/2022 17:40,11,14,15.1,35.3,23.8,28,937,0,913
4/8/2022 17:50,23,47,14,37.1,24.2,28,936.8,0,930
4/8/2022 18:00,29,53,9.7,28.1,25,27,936.7,0,939
4/8/2022 18:10,22,37,11.6,32.8,25.1,27,936.6,0,904
4/8/2022 18:20,349,56,10.7,24.8,25.4,26,936.3,0,946
4/8/2022 18:30,42,32,13.9,33.8,25.7,26,936.1,0,941
4/8/2022 18:40,16,40,11.7,37.1,25.9,26,936,0,937
4/8/2022 18:50,294,132,8.1,19.1,26,25,935.7,0,924
4/8/2022 19:00,38,61,11.3,28.8,26.4,25,935.6,0,844
4/8/2022 19:10,356,59,10.3,26.6,26.5,24,935.4,0,914
4/8/2022 19:20,23,34,12,31.3,27,23,935.3,0,917
4/8/2022 19:30,335,27,10.8,33.8,26.6,24,935.1,0,910
4/8/2022 19:40,25,25,11.1,34.6,27.1,24,934.9,0,895
4/8/2022 19:50,25,34,8.9,22.3,27.3,24,934.8,0,874
4/8/2022 20:00,47,19,11.1,32.4,27.3,25,934.7,0,871
4/8/2022 20:10,32,65,13.3,38.5,27.3,25,934.5,0,840
4/8/2022 20:20,18,31,9.9,31,27.1,25,934.4,0,811
4/8/2022 20:30,16,345,10.5,33.8,27,26,934.1,0,747
4/8/2022 20:40,31,28,11.7,36,27.1,26,933.8,0,772
4/8/2022 20:50,29,63,9.8,40,27.4,26,933.8,0,740
4/8/2022 21:00,0,34,11.5,35.3,27.3,27,933.7,0,721
4/8/2022 21:10,18,55,14.3,37.1,27,28,933.6,0,704
4/8/2022 21:20,21,58,9.2,27.4,26.8,29,933.4,0,673
4/8/2022 21:30,3,7,11.7,49.7,27.3,29,933.3,0,629
4/8/2022 21:40,358,38,13,33.1,26.5,30,933.3,0,593
4/8/2022 21:50,25,14,12.7,43.6,26.2,30,933.2,0,445
4/8/2022 22:00,44,52,9.2,25.6,26.1,30,933,0,501
4/8/2022 22:10,16,22,11.9,35.3,26.4,30,932.7,0,503
4/8/2022 22:20,26,38,14.3,42.8,26.1,31,932.7,0,437
4/8/2022 22:30,5,30,11.7,30.6,25.7,31,932.7,0,290
4/8/2022 22:40,26,15,10.9,32.4,25.4,30,932.6,0,197
4/8/2022 22:50,337,61,9.1,22.3,25.2,31,932.5,0,111
4/8/2022 23:00,323,287,10.3,19.8,24.8,31,932.4,0,96
4/8/2022 23:10,329,358,9.8,24.8,24.6,31,932.4,0,86
4/8/2022 23:20,323,347,10.5,24.5,24.4,31,932.4,0,96
4/8/2022 23:30,337,20,11.9,27.7,24.2,32,932.3,0,74
4/8/2022 23:40,337,348,5.9,14.8,24,32,932.3,0,72
4/8/2022 23:50,326,351,11.1,26.6,23.9,31,932.3,0,64
4/9/2022 0:00,305,301,7.1,17.6,23.8,32,932.3,0,52
4/9/2022 0:10,350,27,8.5,22,23.6,32,932.2,0,45
4/9/2022 0:20,347,341,7.5,16.9,23.4,32,932.3,0,32
4/9/2022 0:30,338,309,6.6,13.7,23.2,33,932.3,0,23
4/9/2022 0:40,339,353,10.2,22.3,22.8,33,932.3,0,13
4/9/2022 0:50,350,3,8.8,22,22.7,32,932.5,0,12
4/9/2022 1:00,342,296,6.2,11.9,22.5,34,932.6,0,1
4/9/2022 1:10,346,349,6.6,14,21.7,35,932.7,0,0
4/9/2022 1:20,338,337,7.5,22.3,21.2,36,932.7,0,0
4/9/2022 1:30,338,327,6.9,16.9,21,36,932.8,0,0
4/9/2022 1:40,354,23,4.3,13,20.8,36,932.9,0,0
4/9/2022 1:50,340,309,4.4,17.6,20.3,38,933,0,0
4/9/2022 2:00,7,31,15.2,37.4,20.4,32,933.4,0,0
4/9/2022 2:10,333,6,9.7,25.9,21.1,30,933.6,0,0
4/9/2022 2:20,1,358,8.4,28.1,20.7,31,933.8,0,0
4/9/2022 2:30,317,349,5.2,14.8,20.5,32,933.9,0,0
4/9/2022 2:40,6,27,6.1,15.5,19.9,33,934,0,0
4/9/2022 2:50,356,16,7.2,18.7,19.8,32,934.2,0,0
4/9/2022 3:00,1,22,9,20.5,19.8,33,934.3,0,0
4/9/2022 3:10,358,22,12.9,24.8,19.6,33,934.5,0,0
4/9/2022 3:20,5,38,11.3,23.4,19.5,33,934.6,0,0
4/9/2022 3:30,8,23,8.5,18,19.2,34,934.9,0,0
4/9/2022 3:40,36,348,4,15.1,18.8,34,934.9,0,0
4/9/2022 3:50,324,320,3.9,11.5,18.1,37,934.8,0,0
4/9/2022 4:00,353,24,4.3,9.7,17.3,39,934.9,0,0
4/9/2022 4:10,254,333,2.4,5.4,16.7,40,935,0,0
4/9/2022 4:20,193,170,3.1,8.6,16.1,42,935,0,0
4/9/2022 4:30,196,317,3.8,7.9,15.6,43,935,0,0
4/9/2022 4:40,291,311,4.1,7.6,15.2,44,935.1,0,0
4/9/2022 4:50,264,305,2.4,5.8,14.8,44,935.2,0,0
4/9/2022 5:00,261,308,2.7,6.5,14.5,45,935.4,0,0
4/9/2022 5:10,254,237,2.5,6.1,14,46,935.4,0,0
4/9/2022 5:20,239,195,2.2,5,14,46,935.5,0,0
4/9/2022 5:30,257,273,2.1,4.3,13.8,46,935.5,0,0
4/9/2022 5:40,262,197,2.6,6.5,13.4,47,935.6,0,0
4/9/2022 5:50,225,189,2,6.5,13.1,49,935.7,0,0
4/9/2022 6:00,216,215,2.9,6.5,13.2,48,935.6,0,0
4/9/2022 6:10,306,308,4.1,6.8,12.9,50,935.5,0,0
4/9/2022 6:20,290,301,3,6.5,12.6,50,935.5,0,0
4/9/2022 6:30,290,310,2.4,6.1,12.7,50,935.4,0,0
4/9/2022 6:40,279,305,3.1,7.2,12.4,51,935.5,0,0
4/9/2022 6:50,286,282,1.7,3.6,12.2,52,935.4,0,0
4/9/2022 7:00,259,317,3.1,7.2,12,54,935.4,0,0
4/9/2022 7:10,254,180,1.8,4.7,12,53,935.3,0,0
4/9/2022 7:20,224,321,1.8,5.4,12,53,935.3,0,0
4/9/2022 7:30,254,309,2.9,6.8,12,53,935.2,0,0
4/9/2022 7:40,275,336,1.7,4.7,11.9,53,935.1,0,0
4/9/2022 7:50,245,317,2.2,5.8,11.8,53,935.1,0,0
4/9/2022 8:00,284,13,1.4,4,11.6,54,935.1,0,0
4/9/2022 8:10,286,323,2.5,7.6,11.5,55,935.1,0,0
4/9/2022 8:20,268,196,3,5.4,11.5,55,935.1,0,0
4/9/2022 8:30,215,238,1.7,3.6,11.3,55,935,0,0
4/9/2022 8:40,266,317,2.6,7.6,11.3,55,934.9,0,0
4/9/2022 8:50,268,321,2.6,7.9,11.2,56,934.8,0,0
4/9/2022 9:00,270,296,2.5,5,11,57,934.6,0,0
4/9/2022 9:10,285,326,2.1,5.8,11,57,934.4,0,0
4/9/2022 9:20,273,322,1.5,4.3,10.9,58,934.3,0,0
4/9/2022 9:30,268,317,2.5,5.8,10.9,58,934.2,0,0
4/9/2022 9:40,297,315,1.7,4.7,10.8,58,934.1,0,0
4/9/2022 9:50,311,326,2.7,6.8,10.7,58,934,0,0
4/9/2022 10:00,187,194,0.9,2.9,10.8,58,934,0,0
4/9/2022 10:10,231,188,1.2,4,10.8,58,934,0,0
4/9/2022 10:20,266,305,1.9,7.6,10.6,59,933.9,0,0
4/9/2022 10:30,293,323,1.5,5,10.5,60,933.8,0,0
4/9/2022 10:40,258,216,2.3,5,10.5,59,933.7,0,0
4/9/2022 10:50,262,321,1.9,4.7,10.5,60,933.6,0,0
4/9/2022 11:00,275,315,1.4,4,10.3,61,933.7,0,0
4/9/2022 11:10,289,317,2.3,6.5,10.3,61,933.8,0,0
4/9/2022 11:20,263,322,2.4,5.8,10.3,61,933.8,0,0
4/9/2022 11:30,249,202,3.5,7.2,10.3,60,933.8,0,0
4/9/2022 11:40,258,305,2.7,6.5,10.4,60,933.7,0,0
4/9/2022 11:50,269,299,1.8,4,10.6,60,933.8,0,0
4/9/2022 12:00,261,307,1.7,4.3,10.4,61,933.7,0,0
4/9/2022 12:10,284,332,1.4,4.3,10.3,62,933.7,0,0
4/9/2022 12:20,246,213,2.2,5,10.3,62,933.7,0,0
4/9/2022 12:30,250,258,1.9,4.3,10.3,62,933.7,0,2
4/9/2022 12:40,259,315,2.2,5.8,10.4,61,933.6,0,10
4/9/2022 12:50,282,300,2.1,4.7,10.7,61,933.6,0,20
4/9/2022 13:00,217,198,2,5,10.9,61,933.6,0,34
4/9/2022 13:10,225,198,1.3,3.2,11.2,61,933.7,0,50
4/9/2022 13:20,209,214,2.1,5.4,11.7,60,933.7,0,78
4/9/2022 13:30,237,202,0.5,2.2,12.6,59,933.6,0,95
4/9/2022 13:40,189,180,1.4,3.2,13.3,59,933.5,0,126
4/9/2022 13:50,122,169,1.7,4,14.2,57,933.5,0,179
4/9/2022 14:00,94,68,1.8,3.6,15.3,51,933.4,0,230
4/9/2022 14:10,88,92,1.6,4.3,16,45,933.4,0,192
4/9/2022 14:20,89,96,2.4,5.4,16.7,44,933.5,0,265
4/9/2022 14:30,94,98,3.9,6.5,17.4,42,933.4,0,337
4/9/2022 14:40,88,59,2.8,5.8,18.1,40,933.4,0,369
4/9/2022 14:50,86,55,5.4,9.7,19.1,39,933.5,0,398
4/9/2022 15:00,94,63,6.1,10.8,19.6,39,933.5,0,430
4/9/2022 15:10,88,80,6.7,10.8,19.9,38,933.5,0,419
4/9/2022 15:20,76,55,4.4,10.4,20.3,38,933.4,0,472
4/9/2022 15:30,80,95,5.6,10.4,20.8,37,933.4,0,509
4/9/2022 15:40,78,75,5.8,11.5,21.3,36,933.3,0,512
4/9/2022 15:50,74,77,5.4,13,21.8,35,933.3,0,560
4/9/2022 16:00,78,83,4.3,13.7,22.4,34,933.3,0,600
4/9/2022 16:10,66,62,5.4,11.9,23.2,33,933.3,0,652
4/9/2022 16:20,75,92,6,13.7,24,32,933.3,0,689
4/9/2022 16:30,74,66,4,11.5,24.4,31,933.4,0,683
4/9/2022 16:40,91,74,5.1,11.2,24.5,31,933.3,0,737
4/9/2022 16:50,111,60,3.8,11.5,24.8,30,933.2,0,773
4/9/2022 17:00,114,64,4.3,15.5,25.2,30,933,0,785
4/9/2022 17:10,355,50,3.6,16.2,25.9,29,932.8,0,796
4/9/2022 17:20,79,73,6.9,18,26.4,29,932.7,0,821
4/9/2022 17:30,93,65,5.2,13.3,26.4,29,932.6,0,847
4/9/2022 17:40,88,77,6.4,16.6,26.5,29,932.4,0,866
4/9/2022 17:50,64,74,4.9,15.5,26.7,29,932.2,0,889
4/9/2022 18:00,55,65,5.6,16.6,27.1,29,932,0,901
4/9/2022 18:10,358,65,5.4,14.8,27.7,28,931.9,0,872
4/9/2022 18:20,91,39,5.7,17.6,28.2,28,931.7,0,923
4/9/2022 18:30,288,99,5.8,18,28.7,28,931.5,0,930
4/9/2022 18:40,29,39,6.9,22.7,28.7,28,931.3,0,828
4/9/2022 18:50,33,71,7.2,22,28.6,28,931.1,0,976
4/9/2022 19:00,59,84,9.4,23,29,28,930.8,0,899
4/9/2022 19:10,55,66,9.9,27.4,29.3,28,930.7,0,921
4/9/2022 19:20,47,76,8.2,23.8,29,29,930.5,0,753
4/9/2022 19:30,49,53,10.8,33.1,28.2,31,930.2,0,462
4/9/2022 19:40,26,4,11.3,28.1,27.3,33,930.1,0,553
4/9/2022 19:50,9,358,12,35.3,27.6,32,929.9,0,764
4/9/2022 20:00,18,8,13.7,43.2,27.2,34,929.6,0,334
4/9/2022 20:10,27,32,9.2,27,27.1,33,929.5,0,447
4/9/2022 20:20,23,32,10.7,28.1,27.3,33,929.3,0,439
4/9/2022 20:30,42,51,10.3,26.3,27.3,33,929.2,0,222
4/9/2022 20:40,39,42,14.3,30.2,27,34,929,0,435
4/9/2022 20:50,28,45,11.1,25.6,27.8,32,928.7,0,671
4/9/2022 21:00,51,50,9.6,33.1,28.4,32,928.5,0,473
4/9/2022 21:10,61,54,10.4,28.4,28.1,32,928.3,0,224
4/9/2022 21:20,334,347,7,21.6,27.5,33,928.3,0,168
4/9/2022 21:30,16,348,5.7,18.7,27.3,33,928.1,0,426
4/9/2022 21:40,359,318,6.3,13.3,27.7,33,927.8,0,229
4/9/2022 21:50,253,259,7.6,23.4,27,34,927.8,0,205
4/9/2022 22:00,282,228,6.4,19.8,27.3,34,927.7,0,308
4/9/2022 22:10,331,324,6,15.8,27.4,34,927.6,0,215
4/9/2022 22:20,4,344,7.3,19.1,27,35,927.4,0,123
4/9/2022 22:30,5,40,8.4,31,26.5,36,927.2,0,95
4/9/2022 22:40,340,354,8.2,16.9,26.2,36,927.3,0,66
4/9/2022 22:50,296,275,8.6,19.1,26,37,927.5,0,46
4/9/2022 23:00,46,45,8.4,20.9,25.8,37,927.6,0,69
4/9/2022 23:10,120,74,6.6,28.8,25.8,38,926.9,0,143
4/9/2022 23:20,119,77,7,18.7,25.5,40,926.6,0,111
4/9/2022 23:30,92,113,7.6,19.8,25.1,42,926.4,0,77
4/9/2022 23:40,351,351,6.2,18,24.8,43,926.4,0,58
4/9/2022 23:50,11,337,7.1,17.3,24.6,43,926.5,0,51
4/10/2022 0:00,5,351,7.6,19.8,24.4,44,926.4,0,44
4/10/2022 0:10,344,5,4.1,12.2,24.2,44,926.3,0,27
4/10/2022 0:20,258,188,6.1,13.3,23.9,45,926.3,0,28
4/10/2022 0:30,68,299,4.3,11.5,23.8,45,926.4,0,25
4/10/2022 0:40,294,321,2.7,7.9,23.6,46,926.4,0,12
4/10/2022 0:50,330,339,3.8,8.3,23,48,926.3,0,3
4/10/2022 1:00,341,331,2.8,8.3,22.5,49,926.2,0,0
4/10/2022 1:10,228,307,3,6.8,22.1,51,926.2,0,0
4/10/2022 1:20,215,265,3.1,8.3,22.1,50,926.1,0,0
4/10/2022 1:30,273,21,3.9,12.2,21.8,52,926.4,0,0
4/10/2022 1:40,242,191,4,8.3,21.4,52,926.6,0,0
4/10/2022 1:50,262,247,3.5,10.1,21.2,53,926.4,0,0
4/10/2022 2:00,303,232,4.3,8.6,21.1,53,926.5,0,0
4/10/2022 2:10,7,72,3,13.3,21.1,53,926.8,0,0
4/10/2022 2:20,203,15,5.4,11.9,21.3,53,927.2,0,0
4/10/2022 2:30,234,232,2.9,6.8,21.4,53,927.8,0,0
4/10/2022 2:40,309,298,4,9,21.1,61,928.3,0,0
4/10/2022 2:50,250,235,3.9,11.9,20.3,74,928.9,0,0
4/10/2022 3:00,208,227,3.9,15.8,19.6,89,929.2,0,0
4/10/2022 3:10,244,332,2.8,6.1,18.8,100,929.5,0.2,0
4/10/2022 3:20,258,205,3.7,8.3,18.4,100,929.4,0,0
4/10/2022 3:30,303,310,3.2,10.1,18,100,928.7,0,0
4/10/2022 3:40,301,306,6,15.8,17.8,100,928.6,0,0
4/10/2022 3:50,242,200,6.2,13.3,17.6,100,928.6,0,0
4/10/2022 4:00,248,279,2.3,9.7,17.6,100,928.4,0,0
4/10/2022 4:10,249,303,2.7,9.4,17.6,100,928.2,0,0
4/10/2022 4:20,251,183,2.7,8.3,17.5,100,928.1,0,0
4/10/2022 4:30,220,190,2.7,9,17.6,100,928.1,0,0
4/10/2022 4:40,241,217,2.6,7.6,17.7,100,928.6,0,0
4/10/2022 4:50,262,290,1.5,7.2,17.8,100,928.9,0,0
4/10/2022 5:00,287,297,4.6,10.1,17.9,100,928.2,0,0
4/10/2022 5:10,271,308,4.9,11.2,18,100,927.6,0,0
4/10/2022 5:20,246,206,3.3,7.6,17.9,100,927.6,0,0
4/10/2022 5:30,314,345,3.4,8.3,17.8,100,927.3,0,0
4/10/2022 5:40,307,194,5.3,9,17.6,100,926.9,0,0
4/10/2022 5:50,236,230,4.1,9,17.8,100,927.1,0,0
4/10/2022 6:00,223,218,2.7,7.9,18,98,926.9,0,0
4/10/2022 6:10,357,320,2.1,6.1,18,99,926.5,0,0
4/10/2022 6:20,293,99,2.9,9.7,17.8,100,926.4,0,0
4/10/2022 6:30,244,220,4.3,9.7,17.8,100,926.4,0,0
4/10/2022 6:40,249,209,3.4,10.1,17.9,97,926.4,0,0
4/10/2022 6:50,270,325,2.6,9.4,17.7,94,925.9,0,0
4/10/2022 7:00,247,307,2.7,6.8,17.4,94,926,0,0
4/10/2022 7:10,244,312,5.5,9.7,17.4,91,926.1,0,0
4/10/2022 7:20,312,323,4.5,10.8,17.5,89,925.8,0,0
4/10/2022 7:30,246,200,2.9,9.4,17.4,88,926,0,0
4/10/2022 7:40,231,320,4,9.7,17.6,84,925.8,0,0
4/10/2022 7:50,301,315,3.3,7.6,17.5,86,925.5,0,0
4/10/2022 8:00,268,306,2.4,5.8,17.4,82,925.4,0,0
4/10/2022 8:10,282,310,3,6.5,17.4,79,925.3,0,0
4/10/2022 8:20,263,191,2.7,6.1,17.2,76,925.1,0,0
4/10/2022 8:30,246,186,2.4,7.9,17.2,76,925,0,0
4/10/2022 8:40,248,205,1.6,4.3,17,77,924.9,0,0
4/10/2022 8:50,243,187,2.7,5.8,16.7,77,924.6,0,0
4/10/2022 9:00,241,344,1.6,5.8,16.9,74,924.5,0,0
4/10/2022 9:10,264,324,1.8,6.8,17.1,74,924.4,0,0
4/10/2022 9:20,288,313,4.8,8.6,16.7,76,924.3,0,0
4/10/2022 9:30,280,161,2.4,6.1,16.6,75,924.2,0,0
4/10/2022 9:40,280,322,3.2,7.2,16.3,77,924.3,0,0
4/10/2022 9:50,247,331,2.1,5.8,16.3,75,924.3,0,0
4/10/2022 10:00,295,330,3.6,8.3,16.1,77,924.3,0,0
4/10/2022 10:10,270,323,4.3,10.1,16.1,76,924.2,0,0
4/10/2022 10:20,266,319,4.2,10.4,16.6,73,924.1,0,0
4/10/2022 10:30,289,313,4.8,8.3,16.7,72,924.1,0,0
4/10/2022 10:40,279,299,3.9,10.4,16.8,72,924,0,0
4/10/2022 10:50,244,317,3.6,10.1,16.5,74,924,0,0
4/10/2022 11:00,273,271,2.8,7.9,16.5,73,924,0,0
4/10/2022 11:10,277,312,3.9,9.4,16.5,72,924.1,0,0
4/10/2022 11:20,276,336,2.8,7.2,16.6,72,924.1,0,0
4/10/2022 11:30,264,325,2.6,6.5,16.2,75,924.1,0,0
4/10/2022 11:40,282,285,3.2,6.5,15.9,76,924.1,0,0
4/10/2022 11:50,278,185,3.7,9,15.8,76,924.1,0,0
4/10/2022 12:00,246,315,3.3,10.4,15.8,76,924.1,0,0
4/10/2022 12:10,301,239,3.9,8.3,15.8,77,924.1,0,0
4/10/2022 12:20,260,289,3.6,8.3,15.7,78,924.3,0,0
4/10/2022 12:30,261,321,3.1,7.9,15.7,76,924.3,0,2
4/10/2022 12:40,270,296,3.2,8.6,15.8,76,924.3,0,9
4/10/2022 12:50,244,333,4.2,9.4,16.4,73,924.3,0,16
4/10/2022 13:00,248,309,3.5,7.2,16.3,75,924.2,0,23
4/10/2022 13:10,233,298,3.4,7.2,16.5,75,924.3,0,30
4/10/2022 13:20,299,348,1.5,4.7,16.9,73,924.4,0,62
4/10/2022 13:30,219,171,2.7,7.2,18,69,924.5,0,133
4/10/2022 13:40,221,279,2.7,5.8,19.2,66,924.5,0,209
4/10/2022 13:50,107,180,2.6,6.1,20.5,63,924.5,0,243
4/10/2022 14:00,57,305,2.8,6.5,21.4,57,924.6,0,282
4/10/2022 14:10,182,222,4.6,10.4,22.5,53,924.5,0,334
4/10/2022 14:20,177,178,3.2,7.2,23.8,51,924.5,0,376
4/10/2022 14:30,186,190,5,11.5,25,45,924.5,0,417
4/10/2022 14:40,124,74,4.1,10.1,26.4,43,924.6,0,456
4/10/2022 14:50,94,87,2.8,7.9,27.4,43,924.7,0,495
4/10/2022 15:00,94,82,2.5,6.8,28.3,42,924.7,0,533
4/10/2022 15:10,83,70,3.9,7.9,29.1,40,924.8,0,569
4/10/2022 15:20,93,96,6.3,10.4,29.8,36,924.8,0,605
4/10/2022 15:30,96,78,4.3,7.2,30.3,33,924.8,0,639
4/10/2022 15:40,86,61,3,8.6,31.3,31,924.8,0,671
4/10/2022 15:50,113,81,3.5,7.9,32.2,28,924.6,0,702
4/10/2022 16:00,76,78,5.8,12.6,33,27,924.6,0,729
4/10/2022 16:10,95,69,6,16.9,33.6,27,924.5,0,757
4/10/2022 16:20,115,54,3.9,10.8,34,26,924.4,0,781
4/10/2022 16:30,103,90,8.1,19.4,34.1,26,924.3,0,806
4/10/2022 16:40,78,57,9.3,24.1,34.4,25,924.3,0,826
4/10/2022 16:50,94,70,10.4,23.4,34.4,26,924.2,0,848
4/10/2022 17:00,88,116,10.4,19.1,34.5,26,924.1,0,868
4/10/2022 17:10,86,59,10.4,25.6,34.8,26,924,0,884
4/10/2022 17:20,100,120,9.1,19.4,34.9,25,923.9,0,906
4/10/2022 17:30,93,78,9.5,19.1,35.2,25,923.8,0,926
4/10/2022 17:40,86,44,8.2,21.2,35.5,25,923.7,0,930
4/10/2022 17:50,84,59,8.9,21.2,35.5,25,923.7,0,937
4/10/2022 18:00,77,95,7.9,20.5,35.9,24,923.6,0,949
4/10/2022 18:10,65,49,4.6,11.9,36.2,23,923.3,0,865
4/10/2022 18:20,79,79,6.3,16.2,36.2,23,923.1,0,836
4/10/2022 18:30,76,38,7.2,20.5,35.5,24,922.9,0,245
4/10/2022 18:40,87,57,7.1,14.8,34.5,25,922.7,0,591
4/10/2022 18:50,75,50,6.1,18.7,34.9,24,922.5,0,628
4/10/2022 19:00,129,50,4.3,12.6,35.4,23,922.3,0,415
4/10/2022 19:10,101,77,7.2,18.4,35.1,24,922.2,0,782
4/10/2022 19:20,47,54,5.3,16.9,35.6,23,922,0,642
4/10/2022 19:30,343,64,6.7,14.8,36,22,921.8,0,573
4/10/2022 19:40,238,271,5.1,10.8,35.7,23,921.6,0,317
4/10/2022 19:50,148,83,3.7,9.7,35,24,921.6,0,174
4/10/2022 20:00,197,240,7.2,19.1,34.6,25,921.5,0,500
4/10/2022 20:10,20,42,5.6,15.1,34.4,26,921.5,0,188
4/10/2022 20:20,4,344,5.9,13.7,34.2,25,921.4,0,285
4/10/2022 20:30,18,20,7,22.7,34.1,25,921.2,0,383
4/10/2022 20:40,33,38,11.1,25.6,34.5,24,921.2,0,459
4/10/2022 20:50,25,5,9.4,20.2,34.1,25,921,0,268
4/10/2022 21:00,7,352,7.5,19.1,34.1,25,920.8,0,507
4/10/2022 21:10,28,37,8.6,25.6,34.5,24,920.6,0,203
4/10/2022 21:20,32,49,9.4,19.1,34,25,920.5,0,299
4/10/2022 21:30,19,28,5.6,18.7,34.1,25,920.3,0,244
4/10/2022 21:40,1,50,6.1,21.2,34.2,24,920.2,0,300
4/10/2022 21:50,22,24,6.8,18.7,34.2,25,920.1,0,213
4/10/2022 22:00,9,48,5.9,15.1,34.1,24,920,0,181
4/10/2022 22:10,13,67,6.2,14.8,33.6,25,920,0,95
4/10/2022 22:20,36,26,7.8,19.8,33.2,25,919.8,0,67
4/10/2022 22:30,34,38,6.4,15.5,32.8,26,919.8,0,58
4/10/2022 22:40,201,85,3.2,10.1,32.5,30,919.9,0,41
4/10/2022 22:50,201,242,5.1,12.2,30.7,51,920.3,0.8,37
4/10/2022 23:00,244,210,5.9,15.8,26.2,74,920.2,0.6,109
4/10/2022 23:10,213,206,9,28.4,23.9,77,919.8,0,91
4/10/2022 23:20,276,192,3.8,15.5,23.3,85,919.9,0,55
4/10/2022 23:30,260,218,4.8,16.6,22.5,98,920,0,36
4/10/2022 23:40,244,232,7.5,26.6,22.1,93,920.3,0.2,17
4/10/2022 23:50,220,252,9,24.1,22.4,81,920.8,0,18
4/11/2022 0:00,210,240,6.7,19.8,22.1,88,920.8,0,20
4/11/2022 0:10,268,179,5.7,18,21.5,92,920.1,0.2,18
4/11/2022 0:20,233,193,6.1,16.9,21.1,90,920.1,0,8
4/11/2022 0:30,248,210,7.9,20.9,21.9,71,920.6,0,6
4/11/2022 0:40,285,168,3.5,12.6,21.8,85,921,0,4
4/11/2022 0:50,218,219,6.6,17.3,21.2,82,920.7,0,3
4/11/2022 1:00,217,218,8.7,20.2,22.8,54,920.7,0,4
4/11/2022 1:10,230,210,7.2,14.4,24.4,52,920.7,0,3
4/11/2022 1:20,239,219,6.7,16.6,24.2,56,920.5,0,1
4/11/2022 1:30,95,84,4.1,13.7,23.2,66,920.8,0,0
4/11/2022 1:40,182,149,4.3,14.4,23,63,920.8,0,0
4/11/2022 1:50,293,304,4.4,8.6,22.5,67,920.8,0,0
4/11/2022 2:00,230,299,3.8,9.4,21.8,71,921.1,0,0
4/11/2022 2:10,257,317,3.7,8.3,21.2,72,921.3,0,0
4/11/2022 2:20,275,317,3.1,7.6,20.8,72,921.3,0,0
4/11/2022 2:30,303,323,2.8,6.1,20.5,77,921.5,0,0
4/11/2022 2:40,234,208,3.6,8.3,20.3,72,921.6,0,0
4/11/2022 2:50,299,315,2.9,7.6,20.3,76,921.7,0,0
4/11/2022 3:00,271,298,2.1,6.1,20,76,921.9,0,0
4/11/2022 3:10,236,312,2.1,5.8,19.7,77,922.1,0,0
4/11/2022 3:20,285,304,2.3,6.5,19.6,80,922.2,0,0
4/11/2022 3:30,317,316,3.9,9.7,19.4,85,922.2,0,0
4/11/2022 3:40,280,309,4.2,8.3,19.1,84,922.2,0,0
4/11/2022 3:50,258,280,2.1,5.4,19.3,83,922.1,0,0
4/11/2022 4:00,237,318,2.2,6.1,19.1,82,922.1,0,0
4/11/2022 4:10,274,310,2.8,6.8,19.2,84,922.2,0,0
4/11/2022 4:20,281,308,3.3,9,19.2,82,922.2,0,0
4/11/2022 4:30,244,310,2.5,7.6,19.1,80,922.3,0,0
4/11/2022 4:40,303,321,2.8,7.6,19.2,82,922.3,0,0
4/11/2022 4:50,289,317,2.5,8.3,19,83,922.4,0,0
4/11/2022 5:00,295,326,3.3,7.9,18.9,83,922.4,0,0
4/11/2022 5:10,247,303,4.3,8.3,18.8,85,922.3,0,0
4/11/2022 5:20,285,319,3.3,8.6,18.7,80,922.2,0,0
4/11/2022 5:30,263,197,2.2,7.6,19,79,922.1,0,0
4/11/2022 5:40,292,334,3.6,8.6,18.9,81,922.2,0,0
4/11/2022 5:50,254,213,2.8,9,19.1,77,922.3,0,0
4/11/2022 6:00,258,319,1.8,6.5,18.9,82,922.1,0,0
4/11/2022 6:10,290,298,3.9,9.7,18.7,83,922.1,0,0
4/11/2022 6:20,298,292,2.5,6.1,18.8,81,922.3,0,0
4/11/2022 6:30,283,285,1.8,5,18.5,81,922.4,0,0
4/11/2022 6:40,192,155,1.4,4,18.5,79,922.3,0,0
4/11/2022 6:50,289,306,2.3,5.8,18.5,81,922.2,0,0
4/11/2022 7:00,262,309,4.1,10.1,18.2,85,922.1,0,0
4/11/2022 7:10,269,235,2.9,7.6,17.9,85,922.1,0,0
4/11/2022 7:20,246,193,4.2,8.6,17.9,86,922,0,0
4/11/2022 7:30,252,205,3.9,8.3,17.7,89,921.9,0,0
4/11/2022 7:40,279,332,3.9,7.9,17.5,91,921.9,0,0
4/11/2022 7:50,236,211,4.2,9.4,17.3,93,921.8,0,0
4/11/2022 8:00,274,299,5,11.5,17.4,92,921.6,0,0
4/11/2022 8:10,241,218,2.7,6.1,17.4,93,921.5,0,0
