Fecha Local,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
4/16/2022 18:10,81,77,6.9,18.4,33.1,60,927.1,0,933
4/16/2022 18:20,66,63,6.2,16.2,33.4,60,926.9,0,921
4/16/2022 18:30,102,74,8.1,19.8,33.5,59,926.7,0,1001
4/16/2022 18:40,49,103,8.8,19.4,33.8,58,926.6,0,953
4/16/2022 18:50,96,64,6.2,14,33.6,59,926.4,0,926
4/16/2022 19:00,65,64,7.1,23.4,33.7,58,926.3,0,723
4/16/2022 19:10,97,74,5.2,14,33.6,58,926.2,0,731
4/16/2022 19:20,89,90,5.7,15.8,33.4,59,926.1,0,730
4/16/2022 19:30,91,72,6.1,20.2,34.1,57,925.9,0,783
4/16/2022 19:40,85,57,7.6,20.9,34.3,56,925.8,0,918
4/16/2022 19:50,81,92,6.2,14.4,34.7,55,925.7,0,677
4/16/2022 20:00,45,52,5.3,14,34.6,55,925.5,0,725
4/16/2022 20:10,45,52,6.6,13.7,35.2,53,925.4,0,855
4/16/2022 20:20,9,56,6.4,18,35.6,52,925.3,0,804
4/16/2022 20:30,46,100,7.8,18.7,35.5,51,925.1,0,781
4/16/2022 20:40,51,87,6,16.2,35.7,51,925,0,805
4/16/2022 20:50,25,72,6.6,17.3,35.7,50,924.9,0,755
4/16/2022 21:00,42,55,6,18.4,35.8,49,924.8,0,649
4/16/2022 21:10,67,37,6.3,24.5,35.8,50,924.7,0,602
4/16/2022 21:20,50,68,5.5,19.4,35.6,50,924.5,0,591
4/16/2022 21:30,38,60,7.2,20.9,35.6,49,924.4,0,614
4/16/2022 21:40,70,76,6.9,17.3,35.4,49,924.3,0,606
4/16/2022 21:50,11,359,7.5,18.7,35.5,49,924.3,0,579
4/16/2022 22:00,26,49,6.2,18,35.2,49,924.3,0,522
4/16/2022 22:10,78,74,6.8,18.7,35,49,924.3,0,379
4/16/2022 22:20,52,52,7.9,24.8,34.3,50,924.4,0,422
4/16/2022 22:30,40,19,7.7,24.1,34.3,48,924.4,0,419
4/16/2022 22:40,77,65,7.9,20.2,34.1,48,924.4,0,400
4/16/2022 22:50,62,40,6.3,27.4,33.8,48,924.4,0,347
4/16/2022 23:00,38,43,7.6,22.7,33.2,50,924.3,0,102
4/16/2022 23:10,2,26,9.3,27.7,32.4,51,924.3,0,86
4/16/2022 23:20,347,55,8.8,20.2,32,51,924.2,0,76
4/16/2022 23:30,8,30,7.8,20.2,31.8,51,924.3,0,65
4/16/2022 23:40,9,26,7.6,19.8,31.6,53,924.4,0,53
4/16/2022 23:50,9,342,8.2,27,31.5,55,924.4,0,59
4/17/2022 0:00,9,47,11.6,26.6,31.4,56,924.5,0,59
4/17/2022 0:10,17,8,9.3,18.4,31.3,56,924.6,0,52
4/17/2022 0:20,9,55,7.5,16.2,31.1,56,924.7,0,56
4/17/2022 0:30,1,357,6.4,16.2,30.9,58,924.8,0,39
4/17/2022 0:40,3,353,4.9,10.1,30.6,61,924.9,0,29
4/17/2022 0:50,19,24,6.7,15.5,30.2,61,925,0,18
4/17/2022 1:00,359,349,4.5,11.5,29.9,64,925.1,0,5
4/17/2022 1:10,248,196,3.1,8.6,29.2,68,925.3,0,0
4/17/2022 1:20,223,205,3.3,8.6,28.4,70,925.4,0,0
4/17/2022 1:30,241,213,3.2,8.3,27.8,73,925.6,0,0
4/17/2022 1:40,241,245,3.4,6.8,27.2,75,925.7,0,0
4/17/2022 1:50,251,189,2.6,7.9,26.9,76,925.8,0,0
4/17/2022 2:00,292,313,4,8.3,26.5,79,925.9,0,0
4/17/2022 2:10,226,197,3.8,8.3,26.2,81,926.1,0,0
4/17/2022 2:20,216,261,1.8,5,25.9,82,926.2,0,0
4/17/2022 2:30,245,191,3.6,9.4,25.6,84,926.3,0,0
4/17/2022 2:40,255,184,3.1,7.9,25.4,85,926.4,0,0
4/17/2022 2:50,253,192,2.9,6.8,25.3,86,926.6,0,0
4/17/2022 3:00,219,180,2.8,5.8,25.1,87,926.8,0,0
4/17/2022 3:10,248,161,2.2,5.4,25,88,926.8,0,0
4/17/2022 3:20,232,202,3.7,6.8,24.8,89,926.9,0,0
4/17/2022 3:30,226,191,4.9,8.3,24.9,89,926.9,0,0
4/17/2022 3:40,292,299,4,10.4,24.7,92,926.8,0,0
4/17/2022 3:50,252,284,1.3,4,24.5,94,926.9,0,0
4/17/2022 4:00,340,344,3.9,14.4,24.1,99,927.1,0,0
4/17/2022 4:10,8,22,4.1,14.8,24.3,100,927.2,0,0
4/17/2022 4:20,197,188,4.5,8.6,24.3,100,927.3,0,0
4/17/2022 4:30,257,205,2.2,6.8,24.1,100,927.3,0,0
4/17/2022 4:40,228,203,3,6.1,23.8,100,927.3,0,0
4/17/2022 4:50,282,349,2.6,10.4,23.4,100,927.4,0,0
4/17/2022 5:00,12,24,5.6,19.8,23.4,100,927.6,0,0
4/17/2022 5:10,249,242,1.8,5,23.5,100,927.5,0,0
4/17/2022 5:20,21,50,2.9,6.8,23.1,100,927.3,0,0
4/17/2022 5:30,344,338,3.7,8.6,22.9,100,927.1,0,0
4/17/2022 5:40,26,334,3,10.8,22.7,100,927,0,0
4/17/2022 5:50,230,239,2.7,6.1,22.6,100,926.8,0,0
4/17/2022 6:00,308,297,3.4,7.9,22.4,100,926.6,0,0
4/17/2022 6:10,267,200,1.5,6.1,22.3,100,926.6,0,0
4/17/2022 6:20,237,197,1.9,5.4,22.1,100,926.6,0,0
4/17/2022 6:30,251,303,0.9,2.5,22,100,926.5,0,0
4/17/2022 6:40,287,337,1.7,5,21.8,100,926.3,0,0
4/17/2022 6:50,299,313,2.8,6.8,21.5,100,926.2,0,0
4/17/2022 7:00,295,315,3.2,6.8,21.3,100,926,0,0
4/17/2022 7:10,265,322,3,6.8,21.1,100,925.9,0,0
4/17/2022 7:20,265,315,3.3,7.2,20.9,100,925.8,0,0
4/17/2022 7:30,252,322,3.8,8.6,20.7,100,925.7,0,0
4/17/2022 7:40,284,324,2.9,7.6,20.6,100,925.5,0,0
4/17/2022 7:50,269,311,3.7,7.6,20.4,100,925.4,0,0
4/17/2022 8:00,232,196,3.9,6.8,20.4,100,925.4,0,0
4/17/2022 8:10,234,327,1.8,4.3,20.3,100,925.5,0,0
4/17/2022 8:20,253,217,2.8,6.1,20.2,100,925.5,0,0
4/17/2022 8:30,263,195,3.6,6.8,20.1,100,925.5,0,0
4/17/2022 8:40,264,229,1.2,4,19.9,100,925.4,0,0
4/17/2022 8:50,2,334,1.1,5.4,19.8,100,925.3,0,0
4/17/2022 9:00,246,222,2.9,5.8,19.7,100,925.1,0,0
4/17/2022 9:10,260,207,2.7,6.1,19.7,100,925.1,0,0
4/17/2022 9:20,278,306,3.1,6.8,19.7,100,925,0,0
4/17/2022 9:30,273,311,1.4,4.7,19.8,100,925.1,0,0
4/17/2022 9:40,242,321,1.8,5,19.9,100,925,0,0
4/17/2022 9:50,272,312,1.8,5.4,19.9,100,924.9,0,0
4/17/2022 10:00,284,192,1.4,4.7,20,100,924.9,0,0
4/17/2022 10:10,252,332,2.1,5.8,20,100,924.7,0,0
4/17/2022 10:20,242,321,2.5,5.4,19.9,100,924.6,0,0
4/17/2022 10:30,263,306,2.4,5.8,19.9,100,924.7,0,0
4/17/2022 10:40,234,306,2.5,7.2,19.9,100,924.6,0,0
4/17/2022 10:50,216,221,3,6.8,19.9,100,924.6,0,0
4/17/2022 11:00,272,267,2.1,4.3,19.8,100,924.9,0,0
4/17/2022 11:10,281,214,1.1,5,19.7,100,925,0,0
4/17/2022 11:20,184,230,0.9,3.2,19.6,100,925,0,0
4/17/2022 11:30,259,183,0.9,3.2,19.4,100,925.1,0,0
4/17/2022 11:40,299,309,2.4,5.4,19.2,100,925.1,0,0
4/17/2022 11:50,260,318,2.5,5,19,100,925.1,0,0
4/17/2022 12:00,275,317,2.4,5.4,18.8,100,925,0,0
4/17/2022 12:10,305,311,1.2,3.6,18.9,100,925.2,0,0
4/17/2022 12:20,252,308,1.8,4.7,18.9,100,925.4,0,2
4/17/2022 12:30,294,312,1.9,4.7,18.9,100,925.5,0,8
4/17/2022 12:40,281,318,2.2,5.4,19,100,925.6,0,21
4/17/2022 12:50,222,175,2.2,5.8,19,100,925.9,0,34
4/17/2022 13:00,220,214,1.1,2.9,19.3,100,926.3,0,43
4/17/2022 13:10,246,206,1.1,3.2,19.6,100,926.6,0,63
4/17/2022 13:20,207,320,1.3,3.2,20.1,100,926.7,0,75
4/17/2022 13:30,181,180,0.4,2.2,20.7,100,926.8,0,107
4/17/2022 13:40,93,79,1.8,4.7,21.6,100,926.8,0,155
4/17/2022 13:50,78,88,1.4,5.4,22.7,100,926.8,0,177
4/17/2022 14:00,67,59,4,7.2,23.5,100,926.8,0,227
4/17/2022 14:10,92,66,2.9,5.8,24.1,100,926.7,0,299
4/17/2022 14:20,78,58,3.3,6.5,24.8,100,926.9,0,346
4/17/2022 14:30,103,88,3,5,25.4,100,927,0,383
4/17/2022 14:40,104,55,2.7,7.6,25.8,100,927,0,422
4/17/2022 14:50,84,83,3.7,9.7,26.4,99,927,0,462
4/17/2022 15:00,75,59,6.7,12.6,27,96,927,0,503
4/17/2022 15:10,80,81,5.4,11.5,27.4,92,927.1,0,510
4/17/2022 15:20,82,72,5.5,12.6,27.6,90,927.1,0,569
4/17/2022 15:30,115,89,4.3,10.8,27.8,84,927,0,605
4/17/2022 15:40,68,70,4.7,10.4,28.4,80,927,0,641
4/17/2022 15:50,80,57,4.4,11.5,29.2,76,926.9,0,675
4/17/2022 16:00,65,71,5.4,16.9,29.9,72,926.9,0,705
4/17/2022 16:10,84,60,5.9,14.8,30.6,70,926.9,0,727
4/17/2022 16:20,104,87,5.2,13,30.7,69,926.8,0,764
4/17/2022 16:30,98,81,6.4,15.8,30.9,68,926.7,0,789
4/17/2022 16:40,59,71,6,13.3,31.3,67,926.7,0,772
4/17/2022 16:50,73,67,7.4,16.2,31.8,65,926.6,0,820
4/17/2022 17:00,71,68,7.7,16.6,31.9,65,926.6,0,852
4/17/2022 17:10,65,61,5.5,15.5,32.1,64,926.6,0,879
4/17/2022 17:20,82,77,6.2,14,32.4,63,926.5,0,900
4/17/2022 17:30,88,81,8.1,20.9,32.6,62,926.5,0,907
4/17/2022 17:40,81,94,7.5,17.6,32.9,61,926.6,0,899
4/17/2022 17:50,88,92,9.3,19.4,32.8,62,926.6,0,906
4/17/2022 18:00,81,73,8.7,17.6,32.6,62,926.5,0,933
4/17/2022 18:10,68,89,7.8,18,33,60,926.4,0,859
4/17/2022 18:20,78,90,8,20.9,33.1,60,926.2,0,885
4/17/2022 18:30,90,82,9.8,19.4,33.3,59,926.1,0,913
4/17/2022 18:40,79,95,8.3,22,33.5,58,926,0,794
4/17/2022 18:50,80,53,9.2,25.9,33.6,57,925.9,0,925
4/17/2022 19:00,84,77,9.7,24.8,33.8,57,925.8,0,944
4/17/2022 19:10,81,64,10.9,23.4,33.9,55,925.8,0,885
4/17/2022 19:20,68,86,8,23.8,34,54,925.7,0,920
4/17/2022 19:30,94,79,9.6,23.4,34.1,54,925.8,0,902
4/17/2022 19:40,93,59,9.6,18.7,34.2,53,925.7,0,871
4/17/2022 19:50,87,78,7.2,19.1,34.5,52,925.5,0,865
4/17/2022 20:00,71,69,8.2,19.1,34.6,52,925.5,0,857
4/17/2022 20:10,84,104,8.1,20.9,35,51,925.3,0,861
4/17/2022 20:20,93,81,8.2,18.7,35.1,51,925.2,0,700
4/17/2022 20:30,81,75,9.2,20.9,35,51,925,0,721
4/17/2022 20:40,103,55,8,19.8,34.8,50,924.9,0,763
4/17/2022 20:50,84,94,10.3,27.4,35.1,49,924.8,0,767
4/17/2022 21:00,124,104,8.3,20.2,35.1,50,924.7,0,614
4/17/2022 21:10,90,66,10.8,23.8,34.8,49,924.5,0,619
4/17/2022 21:20,86,73,8.3,18.4,34.7,49,924.4,0,461
4/17/2022 21:30,112,73,6.4,18.7,34.8,48,924.3,0,476
4/17/2022 21:40,74,85,6.9,16.9,34.8,48,924.3,0,545
4/17/2022 21:50,88,43,7.1,15.8,35.2,47,924.3,0,544
4/17/2022 22:00,89,63,5.4,16.6,35.4,46,924.3,0,500
4/17/2022 22:10,109,71,6.2,16.6,35.5,46,924.3,0,493
4/17/2022 22:20,54,78,4.6,15.5,35.5,46,924.2,0,467
4/17/2022 22:30,14,84,5.3,14.4,35.7,45,924.1,0,417
4/17/2022 22:40,103,169,5.7,11.9,35.4,47,924,0,391
4/17/2022 22:50,40,49,6.1,18,34.8,49,923.8,0,347
4/17/2022 23:00,57,50,6.8,21.2,34.4,50,923.8,0,120
4/17/2022 23:10,33,0,6.6,19.1,33.5,53,923.8,0,98
4/17/2022 23:20,75,170,3.9,17.3,32.9,54,923.9,0,96
4/17/2022 23:30,14,1,4.2,12.2,32.6,54,924.3,0,71
4/17/2022 23:40,11,346,4.3,11.2,32.3,55,924.7,0,56
4/17/2022 23:50,339,353,2.9,8.6,32,56,924.7,0,84
4/18/2022 0:00,4,45,4.3,19.4,32.1,55,924.8,0,130
4/18/2022 0:10,16,40,8.4,21.6,32.2,53,924.9,0,66
4/18/2022 0:20,12,66,7.3,25.2,32,54,924.8,0,51
4/18/2022 0:30,10,52,6.2,14.4,31.7,55,924.5,0,44
4/18/2022 0:40,5,27,10.1,22.7,31.4,56,925,0,39
4/18/2022 0:50,6,17,9.8,22.7,31.1,56,925,0,33
4/18/2022 1:00,21,26,5.6,15.1,30.9,57,925.3,0,14
4/18/2022 1:10,339,332,5.2,12.2,30.5,59,926,0,1
4/18/2022 1:20,155,24,4.1,10.8,30.3,60,925.9,0,0
4/18/2022 1:30,219,199,2.4,6.5,30,62,925.8,0,0
4/18/2022 1:40,356,355,5.9,14.4,29.5,64,926.4,0,0
4/18/2022 1:50,7,15,8.2,20.9,29.5,63,926.9,0,0
4/18/2022 2:00,314,55,7.2,22.7,29.6,61,927.2,0,0
4/18/2022 2:10,244,255,8.5,20.9,29,60,927.8,0,0
4/18/2022 2:20,280,262,4.3,12.2,28,77,928.1,3.2,0
4/18/2022 2:30,230,201,3.4,6.5,25.6,100,928.3,0.2,0
4/18/2022 2:40,280,298,3.5,9.7,24.5,100,928,0,0
4/18/2022 2:50,17,312,2.7,6.8,23.9,100,928.1,0,0
4/18/2022 3:00,182,272,2.9,6.5,23.6,100,928.4,0,0
4/18/2022 3:10,301,260,3.1,6.8,23.4,100,928.6,0,0
4/18/2022 3:20,245,247,2.6,6.1,23.5,100,929,0,0
4/18/2022 3:30,316,283,3.4,6.8,23.4,100,929.1,0,0
4/18/2022 3:40,26,55,3.6,9.7,23.3,100,929.3,0,0
4/18/2022 3:50,274,171,3.6,6.8,23.2,100,929.4,0,0
4/18/2022 4:00,232,227,3.1,6.5,23,100,929.2,0,0
4/18/2022 4:10,287,301,4.5,10.4,22.6,100,929.1,0,0
4/18/2022 4:20,276,353,1.6,5.4,22.3,100,929,0,0
4/18/2022 4:30,265,296,2,4.3,22,100,929.1,0,0
4/18/2022 4:40,272,313,2.8,5.8,21.7,100,929.2,0,0
4/18/2022 4:50,255,212,2.8,6.8,21.6,100,929.2,0,0
4/18/2022 5:00,287,302,3.1,7.2,21.5,100,929.2,0,0
4/18/2022 5:10,300,320,3.5,9,21.3,100,929.2,0,0
4/18/2022 5:20,287,313,2.8,7.6,21.2,100,929.4,0,0
4/18/2022 5:30,228,190,2.3,5.4,21.1,100,929.6,0,0
4/18/2022 5:40,277,305,2,6.5,21.1,100,929.7,0,0
4/18/2022 5:50,217,202,1.7,3.6,21.2,100,929.8,0,0
4/18/2022 6:00,272,286,2,5.8,21.3,100,929.7,0,0
4/18/2022 6:10,279,307,1.9,5.8,21.2,100,929.7,0,0
4/18/2022 6:20,263,301,5.2,9,21.2,100,929.8,0,0
4/18/2022 6:30,293,308,2,7.9,21.2,100,929.6,0,0
4/18/2022 6:40,267,293,1.8,4.3,21.2,100,929.6,0,0
4/18/2022 6:50,254,210,1.9,5,21.1,100,929.6,0,0
4/18/2022 7:00,259,278,2,4.3,21.1,100,929.5,0,0
4/18/2022 7:10,292,308,2.1,4.3,21,100,929.3,0,0
4/18/2022 7:20,265,217,3.1,7.9,21,100,929.2,0,0
4/18/2022 7:30,305,310,3,6.5,21,100,928.9,0,0
4/18/2022 7:40,193,207,3,7.9,21,100,929.1,0,0
4/18/2022 7:50,292,310,2.7,6.5,21,100,929.2,0,0
4/18/2022 8:00,227,201,2,7.2,20.9,100,929,0,0
4/18/2022 8:10,277,307,2.7,6.1,20.8,100,928.9,0,0
4/18/2022 8:20,305,315,2.8,6.5,20.8,100,928.8,0,0
4/18/2022 8:30,306,327,2.5,8.3,20.8,100,928.8,0,0
4/18/2022 8:40,296,334,3.3,8.3,20.7,100,928.7,0,0
4/18/2022 8:50,254,334,1.7,5.4,20.7,100,928.6,0,0
4/18/2022 9:00,301,317,2.6,6.8,20.6,100,928.4,0,0
4/18/2022 9:10,242,313,2.4,6.8,20.5,100,928.5,0,0
4/18/2022 9:20,226,212,1.5,4.7,20.4,100,928.6,0,0
4/18/2022 9:30,288,311,3.6,7.9,20.3,100,928.6,0,0
4/18/2022 9:40,280,327,3,6.5,20.3,100,928.6,0,0
4/18/2022 9:50,265,318,2.3,5.4,20.2,100,928.7,0,0
4/18/2022 10:00,271,340,1.9,5.8,20.2,100,928.7,0,0
4/18/2022 10:10,288,328,2.3,7.2,20.2,100,928.8,0,0
4/18/2022 10:20,275,322,2.6,7.2,20.2,100,928.8,0,0
4/18/2022 10:30,260,309,1.6,5,20.1,100,928.8,0,0
4/18/2022 10:40,313,315,1.9,4.7,20.1,100,928.8,0,0
4/18/2022 10:50,245,244,1.7,5,20.1,100,929,0,0
4/18/2022 11:00,321,318,1.6,5.8,20.1,100,929.3,0,0
4/18/2022 11:10,255,208,2.1,4.7,20,100,929.6,0,0
4/18/2022 11:20,269,312,1.9,5.8,20.1,100,929.7,0,0
4/18/2022 11:30,285,317,3,8.6,20.1,100,929.7,0,0
4/18/2022 11:40,259,318,3.1,5.8,20.1,100,929.9,0,0
4/18/2022 11:50,271,309,1.9,5,20.3,100,930.1,0,0
4/18/2022 12:00,272,320,3.6,6.5,20.3,100,930.3,0,0
4/18/2022 12:10,268,310,2.9,10.1,20.4,100,930.4,0,0
4/18/2022 12:20,261,320,2.4,6.1,20.5,100,930.5,0,2
4/18/2022 12:30,259,300,2.1,7.2,20.5,100,930.6,0,4
4/18/2022 12:40,306,323,2.8,4.7,20.6,100,930.8,0,5
4/18/2022 12:50,253,194,2.8,5.8,20.8,100,931,0,5
4/18/2022 13:00,299,306,2,4,21,100,931.1,0,11
4/18/2022 13:10,204,187,1.9,3.2,21.1,100,931.3,0,26
4/18/2022 13:20,264,323,2,4,21.4,100,931.4,0,45
4/18/2022 13:30,204,167,2.2,4,21.7,98,931.6,0,71
4/18/2022 13:40,238,214,1.9,4.3,22.1,96,931.7,0,43
4/18/2022 13:50,231,303,1.2,2.9,22.3,95,931.8,0,77
4/18/2022 14:00,242,189,1.7,4,22.7,88,931.9,0,63
4/18/2022 14:10,278,207,2,5.4,22.8,89,932,0,47
4/18/2022 14:20,268,241,0.8,2.2,23,85,932,0,73
4/18/2022 14:30,208,187,2.1,4.7,23,95,932.2,0,51
4/18/2022 14:40,263,252,2,4.3,23.3,87,932.3,0,102
4/18/2022 14:50,59,79,1.6,4.3,23.6,90,932.5,0,76
4/18/2022 15:00,94,343,2.7,6.8,23.5,100,932.7,0,34
4/18/2022 15:10,325,28,5.4,18.7,23,100,932.8,0,30
4/18/2022 15:20,349,316,7.1,18,22.7,100,932.9,0,112
4/18/2022 15:30,2,302,7.4,16.9,23.2,100,933,0,199
4/18/2022 15:40,3,31,5,11.9,23.8,100,933.1,0,128
4/18/2022 15:50,23,51,5.5,15.5,24,100,933.2,0,157
4/18/2022 16:00,45,67,4,10.4,24.3,100,933.2,0,208
4/18/2022 16:10,319,326,3.9,11.9,24.8,100,933.3,0,212
4/18/2022 16:20,13,34,5.2,14.8,25,100,933.3,0,174
4/18/2022 16:30,31,49,8.1,20.9,24.9,100,933.4,0,187
4/18/2022 16:40,28,347,7.5,21.2,24.8,97,933.6,0,137
4/18/2022 16:50,45,45,7.4,18,24.8,93,933.6,0,237
4/18/2022 17:00,44,24,7.7,21.6,25.3,87,933.5,0,337
4/18/2022 17:10,44,38,7.5,18.7,25.7,81,933.5,0,231
4/18/2022 17:20,41,47,8.5,20.9,25.6,78,933.6,0,202
4/18/2022 17:30,58,77,8,25.2,25.6,81,933.6,0,319
4/18/2022 17:40,47,18,8,24.1,26.4,81,933.4,0,834
4/18/2022 17:50,37,49,8.9,28.8,27.7,76,933.3,0,975
4/18/2022 18:00,29,41,9.1,25.6,28.6,70,933.2,0,849
4/18/2022 18:10,28,61,9.4,26.6,28.4,71,933.2,0,814
4/18/2022 18:20,49,25,10.6,29.2,28.6,69,933,0,807
4/18/2022 18:30,48,70,10.6,23.8,28.9,70,932.9,0,1002
4/18/2022 18:40,38,33,9.3,31.3,28.8,72,932.8,0,531
4/18/2022 18:50,44,52,12.6,33.1,28.4,73,932.7,0,1041
4/18/2022 19:00,34,34,13.8,32.8,28.4,74,932.7,0,699
4/18/2022 19:10,33,75,11.8,31,27.8,76,932.7,0,476
4/18/2022 19:20,22,41,11.7,30.6,27.7,75,932.5,0,1016
4/18/2022 19:30,42,55,11.8,29.9,28.5,71,932.4,0,910
4/18/2022 19:40,27,43,10.6,29.5,28.6,73,932.3,0,614
4/18/2022 19:50,32,34,12.1,27,28.1,75,932.4,0,628
4/18/2022 20:00,12,354,11.8,33.1,27.4,77,932.1,0,531
4/18/2022 20:10,35,60,10.1,27.7,27.9,74,932,0,883
4/18/2022 20:20,38,36,12.3,32.8,28.3,73,931.9,0,581
4/18/2022 20:30,39,53,13.5,35.3,28.6,71,931.8,0,812
4/18/2022 20:40,23,18,11.5,32,28.7,69,931.7,0,815
4/18/2022 20:50,33,67,11.5,26.3,28.9,69,931.6,0,813
4/18/2022 21:00,3,42,12.2,31,29,68,931.5,0,780
4/18/2022 21:10,16,30,11.6,29.9,29,67,931.5,0,592
4/18/2022 21:20,26,76,11.6,29.2,28.6,70,931.6,0,483
4/18/2022 21:30,354,42,12.9,34.2,27.4,80,931.7,0.2,97
4/18/2022 21:40,2,29,8.9,22.7,25.3,98,931.6,0,88
4/18/2022 21:50,338,354,6.8,13.7,24.5,100,931.5,0,155
4/18/2022 22:00,339,327,7.5,15.5,24.6,100,931.4,0,172
4/18/2022 22:10,331,18,5.4,12.2,24.9,100,931.2,0,192
4/18/2022 22:20,333,299,6,12.6,25.3,97,931.2,0,183
4/18/2022 22:30,342,317,6.2,16.6,25.6,94,931.1,0,184
4/18/2022 22:40,327,315,8.3,16.9,25.5,92,931.1,0,85
4/18/2022 22:50,334,278,7.1,15.8,25.1,97,931.2,0,94
4/18/2022 23:00,3,29,6.4,16.2,24.9,93,931.1,0,104
4/18/2022 23:10,6,3,7.4,15.5,25,91,931.1,0,102
4/18/2022 23:20,355,23,6.7,12.6,25.1,89,931,0,89
4/18/2022 23:30,348,348,7.4,18,25.1,87,931,0,81
4/18/2022 23:40,16,39,6.7,21.2,25.1,87,930.9,0,65
4/18/2022 23:50,15,53,2.4,10.4,25.1,89,930.9,0,66
4/19/2022 0:00,349,359,5.3,16.2,25.2,86,931,0,51
4/19/2022 0:10,308,274,6.7,19.1,25.2,84,931,0,45
4/19/2022 0:20,351,345,4.6,11.2,25.2,83,931.1,0,38
4/19/2022 0:30,6,338,5.2,11.2,25.1,83,931,0,26
4/19/2022 0:40,353,347,8.8,22,24.9,82,931.1,0,17
4/19/2022 0:50,8,331,9.4,18,24.9,82,931.1,0,11
4/19/2022 1:00,354,346,7.7,15.1,24.9,82,931.1,0,5
4/19/2022 1:10,2,21,7.5,16.6,24.7,84,931.1,0,1
4/19/2022 1:20,3,347,6.8,15.8,24.5,86,931.1,0,0
4/19/2022 1:30,0,36,10,22,24.4,87,931.2,0,0
4/19/2022 1:40,3,46,6.9,18.7,24.3,88,931.3,0,0
4/19/2022 1:50,355,353,6.6,12.6,24.2,88,931.4,0,0
4/19/2022 2:00,355,14,7.1,13.7,24.2,90,931.6,0,0
4/19/2022 2:10,340,348,7.2,16.6,23.7,97,931.7,0.2,0
4/19/2022 2:20,344,9,10.2,19.8,23,100,931.8,0,0
4/19/2022 2:30,349,353,8.8,19.8,22.9,100,931.9,0,0
4/19/2022 2:40,340,348,6.9,13.3,22.8,100,931.9,0,0
4/19/2022 2:50,347,333,11.8,23.8,22.7,100,932,0,0
4/19/2022 3:00,336,347,10.8,24.1,23,100,932.1,0,0
4/19/2022 3:10,339,19,6.9,15.8,23,100,932.1,0,0
4/19/2022 3:20,342,335,7.8,15.1,23.2,100,932.2,0,0
4/19/2022 3:30,2,30,13.3,29.5,23.5,97,932.2,0,0
4/19/2022 3:40,5,32,17,33.5,23.7,96,932.3,0,0
4/19/2022 3:50,354,358,10.1,27,23.5,99,932.4,0,0
4/19/2022 4:00,359,337,9.4,21.2,23.3,100,932.4,0,0
4/19/2022 4:10,17,27,8.9,20.2,23.2,100,932.2,0,0
4/19/2022 4:20,25,12,10.5,26.3,22.9,100,932.3,0,0
4/19/2022 4:30,13,46,8.5,22.7,22.7,100,932.3,0,0
4/19/2022 4:40,9,351,8.3,18.7,22.4,100,932.4,0,0
4/19/2022 4:50,355,351,8,18.7,22.2,100,932.4,0.4,0
4/19/2022 5:00,8,357,9.5,17.6,21.8,100,932.5,0,0
4/19/2022 5:10,353,43,7.1,14.8,21.6,100,932.6,0.2,0
4/19/2022 5:20,9,26,7.9,15.5,21.4,100,932.5,0,0
4/19/2022 5:30,4,18,7.6,16.6,21.3,100,932.5,0,0
4/19/2022 5:40,356,12,5.9,16.9,21.3,100,932.4,0,0
4/19/2022 5:50,4,12,7.9,18,21.3,100,932.3,0,0
4/19/2022 6:00,17,0,7.6,18.4,21.3,100,932.1,0,0
4/19/2022 6:10,6,28,12.2,27.7,21.3,100,932,0,0
4/19/2022 6:20,13,41,9.6,22.3,21.4,100,932.1,0,0
4/19/2022 6:30,8,37,10.8,31,21.4,100,932.2,0,0
4/19/2022 6:40,21,25,11.5,32,21.4,100,932.2,0,0
4/19/2022 6:50,15,41,11,29.2,21.3,100,932.1,0,0
4/19/2022 7:00,5,21,9.4,23,21.2,100,932.1,0,0
4/19/2022 7:10,12,34,10,23.4,21.1,100,932.2,0,0
4/19/2022 7:20,359,345,8.5,19.4,21.1,100,932.2,0,0
4/19/2022 7:30,354,19,10,19.1,21.1,100,932.1,0.2,0
4/19/2022 7:40,352,350,10.3,19.4,21.1,100,932.1,0,0
4/19/2022 7:50,357,34,9.9,23.8,21.1,100,932.1,0,0
4/19/2022 8:00,345,338,9.1,18,21,100,932.1,0,0
4/19/2022 8:10,358,19,8.5,22.7,20.9,100,931.9,0,0
4/19/2022 8:20,359,355,8.9,20.2,20.8,100,931.7,0.2,0
4/19/2022 8:30,2,39,9.7,23,20.7,100,931.7,0.4,0
4/19/2022 8:40,7,25,13.3,24.1,20.6,100,931.5,0.2,0
4/19/2022 8:50,7,34,13.5,24.5,20.5,100,931.5,0.2,0
4/19/2022 9:00,359,17,11.5,22.3,20.4,100,931.4,0.2,0
4/19/2022 9:10,351,9,10.7,24.8,20.3,100,931.3,0.2,0
4/19/2022 9:20,354,14,11,21.6,20.3,100,931.2,0,0
4/19/2022 9:30,12,40,11.6,24.1,20.2,100,931.2,0.4,0
4/19/2022 9:40,8,59,13.3,27,20.2,100,931.2,0.4,0
4/19/2022 9:50,14,34,10.6,21.6,20.2,100,931.3,0.4,0
