Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
9/5/2023 12:20,9/5/2023 18:20,85,77,7.4,20.9,35.9,44,927.4,0,0
9/5/2023 12:30,9/5/2023 18:30,97,70,8.3,15.8,36.1,44,927.3,0,0
9/5/2023 12:40,9/5/2023 18:40,76,53,6.8,18.4,36.8,43,927.3,0,0
9/5/2023 12:50,9/5/2023 18:50,94,73,6.2,21.6,37.1,42,927.2,0,0
9/5/2023 13:00,9/5/2023 19:00,106,69,6,18.4,37,42,927.1,0,0
9/5/2023 13:10,9/5/2023 19:10,79,67,6.6,26.3,37.2,41,927,0,0
9/5/2023 13:20,9/5/2023 19:20,61,61,6.8,19.8,37.5,40,927,0,0
9/5/2023 13:30,9/5/2023 19:30,3,27,5.7,19.4,37.9,38,926.9,0,0
9/5/2023 13:40,9/5/2023 19:40,49,79,7.2,19.4,38.1,37,926.7,0,0
9/5/2023 13:50,9/5/2023 19:50,27,56,6.6,28.4,38.4,35,926.7,0,0
9/5/2023 14:00,9/5/2023 20:00,72,49,6.2,20.9,38.6,35,926.6,0,0
9/5/2023 14:10,9/5/2023 20:10,55,46,6.6,24.5,38.5,35,926.4,0,0
9/5/2023 14:20,9/5/2023 20:20,74,75,4.9,15.8,38.8,33,926.4,0,0
9/5/2023 14:30,9/5/2023 20:30,31,41,8.1,28.4,38.8,33,926.3,0,0
9/5/2023 14:40,9/5/2023 20:40,31,53,7.9,25.6,38.8,32,926.3,0,0
9/5/2023 14:50,9/5/2023 20:50,17,75,6.9,18.7,39,31,926.2,0,0
9/5/2023 15:00,9/5/2023 21:00,62,69,7.6,23,39,30,926,0,0
9/5/2023 15:10,9/5/2023 21:10,60,49,8.1,26.3,38.9,32,926,0,0
9/5/2023 15:20,9/5/2023 21:20,40,32,7.5,28.8,38.6,32,925.9,0,0
9/5/2023 15:30,9/5/2023 21:30,343,7,6.2,21.6,38.9,31,925.9,0,0
9/5/2023 15:40,9/5/2023 21:40,49,51,7.4,20.2,38.8,31,925.9,0,0
9/5/2023 15:50,9/5/2023 21:50,333,353,7.8,17.3,38.6,30,925.7,0,0
9/5/2023 16:00,9/5/2023 22:00,40,52,9.1,25.2,38.4,31,925.8,0,0
9/5/2023 16:10,9/5/2023 22:10,19,47,6.5,17.6,38.2,30,925.8,0,0
9/5/2023 16:20,9/5/2023 22:20,11,48,7.8,29.2,38,32,925.8,0,0
9/5/2023 16:30,9/5/2023 22:30,27,61,6.3,20.9,37.6,34,925.8,0,0
9/5/2023 16:40,9/5/2023 22:40,354,11,8.5,20.9,36.6,35,925.7,0,0
9/5/2023 16:50,9/5/2023 22:50,0,48,6,23.4,35.9,36,925.6,0,0
9/5/2023 17:00,9/5/2023 23:00,22,33,7.7,20.9,35.5,36,925.7,0,0
9/5/2023 17:10,9/5/2023 23:10,41,53,7,22,35.3,35,925.8,0,0
9/5/2023 17:20,9/5/2023 23:20,352,313,10.8,25.2,35.1,35,925.8,0,0
9/5/2023 17:30,9/5/2023 23:30,3,20,10.2,23.8,35,34,925.9,0,0
9/5/2023 17:40,9/5/2023 23:40,350,8,8.1,19.4,34.8,35,925.9,0,0
9/5/2023 17:50,9/5/2023 23:50,11,343,12.5,25.9,34.7,33,926,0,0
9/5/2023 18:00,9/6/2023 0:00,359,23,9.1,26.3,34.8,32,926,0,0
9/5/2023 18:10,9/6/2023 0:10,2,350,10,24.1,34.5,33,926,0,0
9/5/2023 18:20,9/6/2023 0:20,8,356,6.8,19.8,34.3,32,926.1,0,0
9/5/2023 18:30,9/6/2023 0:30,240,208,4,9.7,33.7,36,926.2,0,0
9/5/2023 18:40,9/6/2023 0:40,241,233,3.8,10.1,32.9,38,926.2,0,0
9/5/2023 18:50,9/6/2023 0:50,237,195,4.2,9.4,31.9,40,926.3,0,0
9/5/2023 19:00,9/6/2023 1:00,248,225,4.5,7.9,31,41,926.3,0,0
9/5/2023 19:10,9/6/2023 1:10,302,300,4.7,10.4,30.3,43,926.4,0,0
9/5/2023 19:20,9/6/2023 1:20,236,270,3.4,7.9,29.8,44,926.4,0,0
9/5/2023 19:30,9/6/2023 1:30,284,313,3.4,9.4,29.1,45,926.6,0,0
9/5/2023 19:40,9/6/2023 1:40,278,297,3.3,9,28.5,46,926.7,0,0
9/5/2023 19:50,9/6/2023 1:50,273,311,3.4,8.3,28.1,47,926.9,0,0
9/5/2023 20:00,9/6/2023 2:00,238,232,3.1,6.5,28,47,927.2,0,0
9/5/2023 20:10,9/6/2023 2:10,327,350,7,24.8,27.7,49,927.5,0,0
9/5/2023 20:20,9/6/2023 2:20,6,345,7.6,15.5,28.6,48,927.7,0,0
9/5/2023 20:30,9/6/2023 2:30,287,255,6.9,13.3,29.6,50,928,0,0
9/5/2023 20:40,9/6/2023 2:40,330,17,7.8,14.4,29.6,54,928.2,0,0
