Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
12/1/2023 0:00,12/1/2023 6:00,276,315,3.6,9.4,13.2,100,924.7,0,0
12/1/2023 0:10,12/1/2023 6:10,165,281,1,3.2,13,100,924.6,0,0
12/1/2023 0:20,12/1/2023 6:20,287,297,2.7,9,13,100,924.5,0,0
12/1/2023 0:30,12/1/2023 6:30,295,317,4,9.7,13.2,100,924.5,0,0
12/1/2023 0:40,12/1/2023 6:40,278,305,3.2,8.3,13.3,100,924.4,0,0
12/1/2023 0:50,12/1/2023 6:50,306,318,3.9,8.6,13.3,100,924.4,0,0
12/1/2023 1:00,12/1/2023 7:00,296,310,3.6,10.1,13.3,100,924.4,0,0
12/1/2023 1:10,12/1/2023 7:10,293,313,2.5,6.1,13.2,100,924.4,0,0
12/1/2023 1:20,12/1/2023 7:20,291,331,1.5,4.7,13.2,100,924.5,0,0
12/1/2023 1:30,12/1/2023 7:30,305,317,3.9,9,13.1,100,924.4,0,0
12/1/2023 1:40,12/1/2023 7:40,299,322,3.2,8.6,13,100,924.4,0,0
12/1/2023 1:50,12/1/2023 7:50,296,307,3.1,7.9,13.2,100,924.3,0,0
12/1/2023 2:00,12/1/2023 8:00,284,309,3.2,8.3,13.3,100,924.2,0,0
12/1/2023 2:10,12/1/2023 8:10,294,305,3.5,6.8,13.2,100,924.2,0,0
12/1/2023 2:20,12/1/2023 8:20,275,312,2.1,4.7,13.2,100,924.3,0,0
12/1/2023 2:30,12/1/2023 8:30,288,350,1.3,5.4,13.2,100,924.3,0,0
12/1/2023 2:40,12/1/2023 8:40,275,306,1.4,4,13,100,924.4,0,0
12/1/2023 2:50,12/1/2023 8:50,302,283,1.3,4,12.8,100,924.3,0,0
12/1/2023 3:00,12/1/2023 9:00,294,304,3.8,7.2,12.7,100,924.2,0,0
12/1/2023 3:10,12/1/2023 9:10,276,276,1.9,5.4,12.7,100,924.1,0,0
12/1/2023 3:20,12/1/2023 9:20,283,331,2.3,6.5,12.6,100,924.1,0,0
12/1/2023 3:30,12/1/2023 9:30,267,272,1.5,5.8,12.5,100,924.1,0,0
12/1/2023 3:40,12/1/2023 9:40,301,319,3.4,9.7,12.5,100,924,0,0
12/1/2023 3:50,12/1/2023 9:50,271,323,1.7,6.1,12.3,100,924.1,0,0
12/1/2023 4:00,12/1/2023 10:00,294,309,3.7,8.3,12.2,100,924.1,0,0
12/1/2023 4:10,12/1/2023 10:10,295,320,3.8,9.4,12.1,100,924.1,0,0
12/1/2023 4:20,12/1/2023 10:20,288,321,2.6,7.6,11.9,100,924,0,0
12/1/2023 4:30,12/1/2023 10:30,299,299,1.4,4.3,11.8,100,924.2,0,0
12/1/2023 4:40,12/1/2023 10:40,280,329,2.3,7.2,11.5,100,924.2,0,0
12/1/2023 4:50,12/1/2023 10:50,287,306,3,6.8,11.5,100,924.3,0,0
12/1/2023 5:00,12/1/2023 11:00,283,313,2.1,6.8,11.4,100,924.3,0,0
12/1/2023 5:10,12/1/2023 11:10,289,308,3,6.5,11.3,100,924.2,0,0
12/1/2023 5:20,12/1/2023 11:20,306,316,3.4,9,11.1,100,924.3,0,0
12/1/2023 5:30,12/1/2023 11:30,302,315,2.4,8.3,11.1,100,924.3,0,0
12/1/2023 5:40,12/1/2023 11:40,268,315,1.4,4.7,11,100,924.4,0,0
12/1/2023 5:50,12/1/2023 11:50,284,295,2.3,4.3,10.8,100,924.6,0,0
12/1/2023 6:00,12/1/2023 12:00,263,301,2.1,5.4,10.7,100,924.9,0,0
12/1/2023 6:10,12/1/2023 12:10,262,307,2.3,5.8,10.6,100,924.9,0,0
12/1/2023 6:20,12/1/2023 12:20,312,245,1.6,3.2,10.5,100,924.9,0,0
12/1/2023 6:30,12/1/2023 12:30,271,318,2.4,5,10.3,100,925.1,0,0
12/1/2023 6:40,12/1/2023 12:40,275,319,3.3,6.8,10.2,100,925.4,0,0
12/1/2023 6:50,12/1/2023 12:50,304,309,2,5,10,100,925.5,0,0
12/1/2023 7:00,12/1/2023 13:00,276,315,2,4.7,9.8,100,925.7,0,0
12/1/2023 7:10,12/1/2023 13:10,298,317,3.6,7.2,9.7,100,925.7,0,0
12/1/2023 7:20,12/1/2023 13:20,304,309,2,7.6,9.7,100,925.7,0,3
12/1/2023 7:30,12/1/2023 13:30,260,306,3.5,7.2,9.8,100,925.7,0,13
12/1/2023 7:40,12/1/2023 13:40,263,302,2.9,7.2,10,100,925.7,0,25
12/1/2023 7:50,12/1/2023 13:50,269,319,2,4.3,10.4,100,925.7,0,48
12/1/2023 8:00,12/1/2023 14:00,293,270,2.1,5,10.9,100,925.8,0,48
12/1/2023 8:10,12/1/2023 14:10,287,293,1.6,4.3,11.1,100,925.8,0,61
12/1/2023 8:20,12/1/2023 14:20,265,325,1.9,3.2,11.7,100,925.9,0,79
12/1/2023 8:30,12/1/2023 14:30,349,331,2.2,5.8,12.2,100,926.2,0,93
12/1/2023 8:40,12/1/2023 14:40,189,281,2,4,12.5,100,926.4,0,106
12/1/2023 8:50,12/1/2023 14:50,266,310,2.2,6.1,12.8,100,926.6,0,120
12/1/2023 9:00,12/1/2023 15:00,297,312,3.5,9.4,13.4,100,926.5,0,123
12/1/2023 9:10,12/1/2023 15:10,217,220,2.9,5.8,13.7,100,926.7,0,136
12/1/2023 9:20,12/1/2023 15:20,268,315,2.5,5.4,14.2,100,926.9,0,147
12/1/2023 9:30,12/1/2023 15:30,239,196,3,7.2,14.8,100,926.9,0,176
12/1/2023 9:40,12/1/2023 15:40,73,331,0.7,4.7,15.7,100,926.9,0,240
12/1/2023 9:50,12/1/2023 15:50,146,71,2.7,6.5,16.5,100,927,0,265
12/1/2023 10:00,12/1/2023 16:00,66,60,4,8.3,17.2,100,927.1,0,294
12/1/2023 10:10,12/1/2023 16:10,73,75,2.1,6.5,17.7,100,927.2,0,311
12/1/2023 10:20,12/1/2023 16:20,103,84,2.3,6.5,18.3,100,927.3,0,331
12/1/2023 10:30,12/1/2023 16:30,78,41,1.3,3.6,18.6,100,927.3,0,241
12/1/2023 10:40,12/1/2023 16:40,73,73,2.5,8.3,18.7,100,927.2,0,332
12/1/2023 10:50,12/1/2023 16:50,84,60,6.1,11.5,19,100,927.3,0,332
12/1/2023 11:00,12/1/2023 17:00,105,97,4.3,7.6,19.2,100,927.4,0,362
12/1/2023 11:10,12/1/2023 17:10,85,90,4.4,8.6,19.6,100,927.4,0,343
12/1/2023 11:20,12/1/2023 17:20,56,53,5,11.2,19.7,100,927.4,0,323
12/1/2023 11:30,12/1/2023 17:30,40,52,3.9,9.7,19.6,100,927.4,0,304
12/1/2023 11:40,12/1/2023 17:40,70,71,4,7.6,19.5,100,927.4,0,336
12/1/2023 11:50,12/1/2023 17:50,47,39,5.2,12.6,19.7,100,927.4,0,395
12/1/2023 12:00,12/1/2023 18:00,63,57,3.4,10.8,19.7,100,927.3,0,371
12/1/2023 12:10,12/1/2023 18:10,61,70,3.8,7.6,20.1,98,927.2,0,447
12/1/2023 12:20,12/1/2023 18:20,65,61,5.1,11.2,20.4,92,927.2,0,417
12/1/2023 12:30,12/1/2023 18:30,67,74,4.4,10.1,20.3,84,927.1,0,345
12/1/2023 12:40,12/1/2023 18:40,74,51,5.3,10.4,20.1,83,927,0,404
12/1/2023 12:50,12/1/2023 18:50,88,64,4.3,9,20.2,80,926.8,0,368
12/1/2023 13:00,12/1/2023 19:00,78,58,4.3,12.2,20,79,926.6,0,305
12/1/2023 13:10,12/1/2023 19:10,94,106,4.8,9.7,20.3,75,926.5,0,525
12/1/2023 13:20,12/1/2023 19:20,89,78,4,8.3,20.8,71,926.4,0,440
12/1/2023 13:30,12/1/2023 19:30,117,79,2.9,8.3,20.9,71,926.3,0,515
12/1/2023 13:40,12/1/2023 19:40,78,58,4.9,11.9,21.3,70,926.2,0,511
