Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
5/1/2023 0:00,5/1/2023 6:00,306,320,5.2,8.6,16.1,61,927.3,0,0
5/1/2023 0:10,5/1/2023 6:10,285,305,3.3,7.2,16,61,927.1,0,0
5/1/2023 0:20,5/1/2023 6:20,290,313,2.5,8.3,15.9,62,926.9,0,0
5/1/2023 0:30,5/1/2023 6:30,282,309,3.6,8.3,15.7,63,926.9,0,0
5/1/2023 0:40,5/1/2023 6:40,292,306,2.4,5.8,15.7,60,926.7,0,0
5/1/2023 0:50,5/1/2023 6:50,306,310,3.7,9,15.7,61,926.6,0,0
5/1/2023 1:00,5/1/2023 7:00,294,317,3.1,8.3,15.5,61,926.5,0,0
5/1/2023 1:10,5/1/2023 7:10,280,310,3.9,9.4,15.4,62,926.5,0,0
5/1/2023 1:20,5/1/2023 7:20,276,325,3.8,10.1,15.4,60,926.4,0,0
5/1/2023 1:30,5/1/2023 7:30,299,214,2.8,7.9,15.6,60,926.2,0,0
5/1/2023 1:40,5/1/2023 7:40,267,311,2.1,8.3,15.5,62,926.1,0,0
5/1/2023 1:50,5/1/2023 7:50,297,325,1.4,6.5,15.3,62,926,0,0
5/1/2023 2:00,5/1/2023 8:00,259,323,2,5.8,15.2,64,925.9,0,0
5/1/2023 2:10,5/1/2023 8:10,311,333,2.5,6.8,15.1,63,925.8,0,0
5/1/2023 2:20,5/1/2023 8:20,231,188,2.8,6.5,15.2,62,925.7,0,0
5/1/2023 2:30,5/1/2023 8:30,292,309,2.1,5,15.2,63,925.6,0,0
5/1/2023 2:40,5/1/2023 8:40,273,306,2.2,7.2,15,65,925.6,0,0
5/1/2023 2:50,5/1/2023 8:50,287,312,2.4,5.8,14.8,67,925.5,0,0
5/1/2023 3:00,5/1/2023 9:00,284,275,1.6,4.3,14.6,67,925.3,0,0
5/1/2023 3:10,5/1/2023 9:10,274,292,1.5,5.8,14.5,66,925.3,0,0
5/1/2023 3:20,5/1/2023 9:20,273,327,1.4,4,14.5,67,925.2,0,0
5/1/2023 3:30,5/1/2023 9:30,290,309,2,5.8,14.4,66,925.1,0,0
5/1/2023 3:40,5/1/2023 9:40,294,351,1.9,4.7,14.7,65,925,0,0
5/1/2023 3:50,5/1/2023 9:50,275,294,2.5,7.2,14.6,67,924.9,0,0
5/1/2023 4:00,5/1/2023 10:00,279,308,2.6,6.8,14.6,66,924.9,0,0
5/1/2023 4:10,5/1/2023 10:10,286,292,2.1,5,14.7,66,924.9,0,0
5/1/2023 4:20,5/1/2023 10:20,297,321,2,5.8,14.7,67,924.9,0,0
5/1/2023 4:30,5/1/2023 10:30,293,304,2.2,5,14.7,66,924.9,0,0
5/1/2023 4:40,5/1/2023 10:40,284,318,1.6,5,14.8,67,924.8,0,0
