Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
6/1/2023 0:00,6/1/2023 6:00,26,26,6.9,14.8,23.6,100,925.7,0,0
6/1/2023 0:10,6/1/2023 6:10,18,345,6.5,17.3,23.5,100,925.7,0,0
6/1/2023 0:20,6/1/2023 6:20,20,36,5.6,11.9,23.4,100,925.6,0,0
6/1/2023 0:30,6/1/2023 6:30,8,19,6.8,13.7,23.3,100,925.6,0,0
6/1/2023 0:40,6/1/2023 6:40,12,30,8.1,22,23.3,100,925.4,0,0
6/1/2023 0:50,6/1/2023 6:50,20,355,5.9,13,23.3,100,925.2,0,0
6/1/2023 1:00,6/1/2023 7:00,12,12,6.5,12.6,23.2,100,925,0,0
6/1/2023 1:10,6/1/2023 7:10,1,18,5.5,15.8,23.2,100,924.9,0,0
6/1/2023 1:20,6/1/2023 7:20,10,11,8.2,19.1,23.2,100,924.7,0,0
6/1/2023 1:30,6/1/2023 7:30,16,354,7.3,15.8,23.1,100,924.5,0,0
6/1/2023 1:40,6/1/2023 7:40,3,32,8.4,18.4,23.1,100,924.4,0,0
6/1/2023 1:50,6/1/2023 7:50,14,28,9.3,19.8,23,100,924.4,0,0
6/1/2023 2:00,6/1/2023 8:00,6,19,9.1,17.6,23,100,924.3,0,0
6/1/2023 2:10,6/1/2023 8:10,359,15,5.2,14.8,22.9,100,924.1,0,0
6/1/2023 2:20,6/1/2023 8:20,20,8,6.4,15.5,22.8,100,923.9,0,0
6/1/2023 2:30,6/1/2023 8:30,14,39,8.2,20.5,22.7,100,923.8,0,0
6/1/2023 2:40,6/1/2023 8:40,11,43,6.3,16.2,22.7,100,923.7,0,0
6/1/2023 2:50,6/1/2023 8:50,4,343,7.3,14.8,22.6,100,923.6,0,0
6/1/2023 3:00,6/1/2023 9:00,15,16,7.1,16.6,22.6,100,923.5,0,0
6/1/2023 3:10,6/1/2023 9:10,26,51,4.4,13.3,22.5,100,923.5,0,0
6/1/2023 3:20,6/1/2023 9:20,15,29,5.3,10.8,22.5,100,923.6,0,0
6/1/2023 3:30,6/1/2023 9:30,18,6,5.9,15.5,22.4,100,923.6,0,0
6/1/2023 3:40,6/1/2023 9:40,25,44,6.5,16.9,22.4,100,923.7,0,0
6/1/2023 3:50,6/1/2023 9:50,14,35,4.4,14.8,22.4,100,923.7,0,0
6/1/2023 4:00,6/1/2023 10:00,20,34,4.9,14.4,22.4,100,923.8,0,0
6/1/2023 4:10,6/1/2023 10:10,9,41,6.5,13.3,22.3,100,923.8,0,0
6/1/2023 4:20,6/1/2023 10:20,16,4,5.6,12.6,22.3,100,923.9,0,0
6/1/2023 4:30,6/1/2023 10:30,22,359,4.9,11.9,22.2,100,924,0,0
6/1/2023 4:40,6/1/2023 10:40,45,54,3,8.3,22.2,100,924,0,0
6/1/2023 4:50,6/1/2023 10:50,32,45,4.8,13,22,100,924.2,0,0
6/1/2023 5:00,6/1/2023 11:00,21,60,6.2,16.6,21.9,100,924.2,0,0
6/1/2023 5:10,6/1/2023 11:10,7,350,5.7,15.5,21.8,100,924.3,0,0
6/1/2023 5:20,6/1/2023 11:20,71,33,3.2,8.3,21.8,100,924.5,0,0
6/1/2023 5:30,6/1/2023 11:30,358,31,2.5,6.8,21.8,100,924.5,0,0
6/1/2023 5:40,6/1/2023 11:40,23,12,2.1,5.8,21.8,100,924.6,0,0
6/1/2023 5:50,6/1/2023 11:50,35,59,1.8,6.5,21.7,100,924.7,0,0
6/1/2023 6:00,6/1/2023 12:00,343,342,1.5,4.3,21.7,100,924.8,0,1
6/1/2023 6:10,6/1/2023 12:10,307,315,1.4,3.6,21.6,100,924.9,0,3
6/1/2023 6:20,6/1/2023 12:20,215,230,1.3,3.2,21.6,100,924.9,0,9
6/1/2023 6:30,6/1/2023 12:30,27,343,2.3,4.7,21.6,100,925,0,14
6/1/2023 6:40,6/1/2023 12:40,58,166,0.7,3.6,21.7,100,924.9,0,28
6/1/2023 6:50,6/1/2023 12:50,184,198,1.3,3.6,21.8,100,924.9,0,44
6/1/2023 7:00,6/1/2023 13:00,196,213,1.1,2.9,21.9,100,925,0,45
6/1/2023 7:10,6/1/2023 13:10,99,42,2.3,4.7,22,100,925.2,0,48
6/1/2023 7:20,6/1/2023 13:20,92,45,2.8,5.8,22.2,100,925.5,0,56
6/1/2023 7:30,6/1/2023 13:30,91,82,3.6,5.8,22.4,100,925.6,0,95
6/1/2023 7:40,6/1/2023 13:40,82,75,2.9,5,22.6,100,925.6,0,139
6/1/2023 7:50,6/1/2023 13:50,70,53,3.3,6.1,23,100,925.7,0,165
6/1/2023 8:00,6/1/2023 14:00,82,80,2.6,6.5,23.3,100,925.7,0,243
6/1/2023 8:10,6/1/2023 14:10,96,98,3.5,7.6,24,100,925.7,0,286
6/1/2023 8:20,6/1/2023 14:20,88,101,4.7,9.7,24.6,100,925.8,0,404
6/1/2023 8:30,6/1/2023 14:30,81,48,5.3,10.1,25.4,100,925.9,0,473
